Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
V1	0.00E+00	1.35E+00	0.00E+00	1.19E+00	2.45E+00	1.13E+00
V2	1.34E+00	1.70E+00	5.62E-01	8.03E-01	1.54E+00	2.23E+00
V3	1.74E+00	0.00E+00	2.10E+00	2.55E+00	4.48E-01	0.00E+00
V4	3.70E+00	3.66E+00	3.58E+00	1.84E+00	1.07E+00	3.55E+00
V5	2.32E+00	4.33E+00	3.80E+00	1.67E+00	3.29E+00	2.80E+00
V6	1.22E+00	2.11E+00	5.58E-01	1.32E+00	1.66E+00	2.21E-01
V7	2.94E+00	2.84E+00	4.10E+00	3.88E+00	6.99E-01	7.15E-01
V8	1.02E+00	1.85E+00	2.87E+00	1.14E+00	6.33E-01	9.64E-01
V9	1.23E+00	2.73E+00	1.51E+00	1.00E-01	0.00E+00	2.70E+00
V10	1.87E+00	1.34E+00	5.17E-01	1.26E+00	5.73E-01	1.61E+00
V11	2.57E+00	1.55E+00	7.00E-01	0.00E+00	1.63E-01	1.68E+00
V12	2.02E+00	2.25E+00	2.83E+00	1.61E+00	7.67E-01	3.40E+00
V13	0.00E+00	1.37E+00	3.89E-01	8.72E-01	1.08E+00	1.80E+00
V14	5.39E-01	1.65E+00	2.13E-01	3.22E+00	7.33E-01	1.73E+00
V15	1.87E+00	1.74E+00	2.61E+00	1.08E+00	1.90E+00	1.92E+00
V16	2.49E-01	1.08E+00	1.05E+00	6.19E-01	1.01E+00	6.01E-01
V17	2.98E-01	3.13E+00	0.00E+00	0.00E+00	3.65E+00	3.38E+00
V18	1.03E+00	1.14E+00	1.17E+00	1.73E+00	9.21E-01	1.07E+00
V19	2.01E+00	4.20E+00	3.16E+00	5.54E-01	1.24E+00	5.62E-01
V20	2.13E+00	1.85E+00	1.86E+00	1.73E+00	1.22E+00	8.60E-01
V21	6.50E-01	1.07E+00	0.00E+00	0.00E+00	4.42E-01	1.07E+00
V22	2.85E+00	2.93E+00	0.00E+00	3.35E-01	3.30E+00	2.22E+00
V23	3.02E+00	4.68E+00	3.23E+00	3.60E+00	1.31E+00	5.36E+00
V24	4.98E+00	0.00E+00	3.95E+00	3.07E+00	3.65E+00	3.23E+00
V25	4.99E-01	2.02E+00	8.19E-01	8.67E-01	1.44E+00	6.67E-01
V26	5.33E-01	3.62E+00	2.32E+00	9.68E-01	1.76E+00	1.63E+00
V27	2.25E+00	2.21E-01	1.67E+00	3.67E-01	3.40E-01	7.57E-01
V28	6.00E-01	1.08E+00	1.65E+00	2.59E+00	1.66E+00	3.94E-01
V29	8.19E-01	2.82E+00	2.17E+00	3.16E+00	4.00E-01	1.74E+00
V30	1.19E+00	1.10E+00	0.00E+00	1.69E+00	1.27E+00	3.06E+00
V31	0.00E+00	1.29E+00	9.09E-01	2.46E+00	1.58E+00	7.45E-01
