MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L
1:Del:C:0	1.28E-03	1.69E-03	0.00E+00	5.95E-03	4.95E-02	2.23E-02	6.94E-03	7.27E-03	3.39E-03	9.45E-03	4.87E-02	6.01E-02
1:Del:C:1	2.71E-03	1.25E-03	0.00E+00	0.00E+00	1.04E-02	2.98E-02	4.38E-03	1.43E-02	5.87E-03	6.86E-03	2.09E-02	2.95E-02
1:Del:C:2	2.96E-04	4.35E-08	1.24E-04	3.03E-04	2.63E-04	6.25E-04	7.80E-04	2.95E-04	4.95E-04	0.00E+00	1.14E-08	8.44E-04
1:Del:C:3	1.11E-05	4.05E-04	2.69E-04	2.31E-03	1.30E-03	6.89E-03	2.03E-03	7.90E-04	3.00E-03	3.61E-03	6.64E-03	0.00E+00
1:Del:C:4	1.49E-04	3.26E-05	2.76E-04	6.17E-04	2.85E-03	4.22E-03	1.27E-03	6.39E-04	8.41E-04	1.43E-03	1.14E-02	3.76E-03
1:Del:C:5	1.02E-05	1.54E-04	1.59E-04	1.70E-03	4.01E-04	0.00E+00	9.22E-04	9.57E-04	7.09E-03	3.92E-03	8.49E-03	2.36E-08
1:Del:T:0	1.34E-03	0.00E+00	1.23E-03	5.68E-03	1.34E-02	2.27E-02	4.82E-03	8.49E-03	1.45E-02	6.99E-04	2.89E-02	2.19E-02
1:Del:T:1	1.24E-03	2.63E-04	5.50E-04	0.00E+00	8.79E-03	5.78E-03	5.75E-03	4.05E-04	9.04E-03	1.82E-03	1.35E-02	5.47E-03
1:Del:T:2	0.00E+00	1.34E-03	0.00E+00	1.42E-03	1.08E-02	2.21E-02	0.00E+00	7.32E-03	2.07E-03	5.18E-03	6.65E-03	1.37E-02
1:Del:T:3	1.94E-03	2.01E-03	5.42E-04	2.76E-03	1.38E-02	2.99E-02	1.74E-03	4.81E-03	1.78E-02	2.70E-02	4.09E-02	2.33E-02
1:Del:T:4	1.46E-03	1.62E-03	7.11E-04	3.75E-03	1.86E-02	3.06E-02	1.40E-46	2.74E-03	2.55E-02	1.82E-02	3.61E-02	1.34E-02
1:Del:T:5	5.81E-07	1.81E-07	3.13E-46	3.00E-02	6.87E-07	1.04E-07	1.39E-02	3.94E-07	8.92E-02	3.18E-02	1.39E-02	1.96E-03
1:Ins:C:0	6.43E-07	5.17E-08	4.34E-08	5.62E-05	1.84E-08	2.34E-04	5.71E-04	1.02E-03	2.22E-04	1.46E-07	8.06E-04	9.86E-04
1:Ins:C:1	7.80E-03	1.60E-07	7.56E-08	3.97E-08	1.88E-07	9.41E-08	2.95E-02	3.45E-03	1.36E-02	1.65E-02	2.66E-07	9.14E-02
1:Ins:C:2	3.97E-05	2.11E-05	2.18E-08	4.29E-04	6.05E-04	3.67E-05	1.95E-04	4.30E-05	1.94E-04	3.41E-04	5.39E-04	4.54E-07
1:Ins:C:3	4.73E-09	6.13E-04	2.23E-05	4.76E-05	3.42E-08	7.94E-04	9.80E-08	6.93E-04	1.48E-06	6.75E-04	1.05E-03	4.89E-07
1:Ins:C:4	1.20E-04	1.39E-04	8.45E-04	3.59E-04	0.00E+00	1.19E-03	6.48E-03	0.00E+00	3.18E-03	2.13E-03	4.20E-03	6.09E-03
1:Ins:C:5	3.56E-07	3.11E-03	2.79E-08	2.83E-04	9.96E-04	1.09E-03	3.33E-04	2.04E-03	4.49E-03	2.83E-02	4.28E-02	2.92E-07
1:Ins:T:0	1.40E-46	8.17E-04	2.05E-04	3.38E-05	5.19E-03	4.65E-03	6.90E-03	2.90E-03	2.14E-03	4.65E-03	6.23E-03	3.94E-03
1:Ins:T:1	0.00E+00	3.57E-05	2.99E-04	0.00E+00	2.86E-03	2.73E-03	1.60E-03	1.75E-03	1.66E-03	1.61E-03	2.49E-03	1.04E-03
1:Ins:T:2	3.20E-09	2.31E-05	0.00E+00	5.53E-04	8.50E-04	6.62E-04	5.45E-04	3.83E-04	4.01E-04	2.22E-03	2.68E-03	2.03E-04
1:Ins:T:3	0.00E+00	6.20E-04	8.37E-05	7.91E-04	7.24E-04	1.28E-03	2.11E-03	1.54E-03	1.64E-03	2.88E-04	1.30E-02	6.01E-04
1:Ins:T:4	1.70E-04	2.61E-03	2.49E-08	7.46E-04	0.00E+00	9.76E-04	1.61E-03	1.21E-04	2.36E-03	9.34E-03	4.09E-03	2.08E-03
1:Ins:T:5	4.07E-08	5.26E-03	4.69E-06	9.09E-07	3.08E-07	7.35E-07	3.79E-06	6.76E-07	1.03E-06	6.55E-02	5.99E-04	1.77E-02
2:Del:R:0	0.00E+00	0.00E+00	1.13E-03	1.53E-03	1.76E-03	4.92E-03	1.04E-02	4.54E-04	2.22E-03	0.00E+00	3.48E-03	1.37E-03
2:Del:R:1	2.79E-04	3.59E-04	3.37E-04	2.48E-03	1.13E-03	5.81E-03	1.99E-03	7.79E-03	3.86E-03	8.43E-04	4.94E-03	3.15E-03
2:Del:R:2	0.00E+00	3.00E-04	1.11E-04	3.58E-04	5.12E-08	3.04E-04	1.02E-03	7.24E-05	2.58E-03	3.13E-03	2.78E-03	2.02E-08
