MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P
1:Del:C:0	1.49E-02	1.40E-03	3.55E-03	1.32E-02	1.69E-02	9.81E-03	2.20E-02	7.93E-03	1.05E-02	2.00E-02	1.85E-02	4.44E-02	1.32E-02	8.22E-03	1.89E-02	2.59E-02
1:Del:C:1	4.65E-04	1.89E-04	3.46E-08	8.80E-04	2.24E-02	7.69E-03	1.36E-02	9.88E-03	3.53E-02	1.04E-02	2.67E-02	3.61E-02	1.41E-02	7.22E-03	1.03E-02	1.65E-02
1:Del:C:2	3.85E-05	3.52E-09	1.94E-04	0.00E+00	2.10E-03	1.50E-03	5.77E-04	9.74E-04	1.24E-03	2.34E-04	4.45E-04	7.38E-03	4.54E-04	8.81E-04	2.48E-03	4.52E-03
1:Del:C:3	1.10E-03	1.16E-04	8.94E-04	2.42E-05	2.59E-03	3.20E-03	4.23E-03	1.63E-03	1.10E-02	7.64E-03	0.00E+00	2.48E-03	4.22E-03	6.60E-03	1.64E-03	1.32E-02
1:Del:C:4	2.61E-08	7.92E-05	1.89E-03	3.09E-04	2.77E-03	1.86E-03	2.46E-03	3.89E-04	5.63E-03	4.65E-03	3.36E-03	8.28E-03	6.47E-04	4.22E-03	5.79E-03	3.66E-04
1:Del:C:5	2.08E-04	1.22E-04	1.81E-03	0.00E+00	2.66E-04	5.85E-08	1.40E-03	8.15E-04	2.72E-03	1.53E-07	2.74E-03	3.39E-04	2.47E-02	6.98E-03	2.71E-02	2.20E-02
1:Del:T:0	1.07E-02	0.00E+00	1.35E-03	4.35E-04	1.86E-02	1.35E-02	1.86E-02	8.66E-03	7.48E-03	9.97E-03	1.73E-02	1.55E-02	9.64E-03	1.93E-02	2.28E-02	3.44E-02
1:Del:T:1	8.04E-09	1.69E-07	2.81E-08	5.64E-04	9.33E-03	3.72E-03	9.95E-03	2.65E-03	7.38E-03	3.70E-03	6.19E-07	7.30E-03	1.37E-03	4.91E-04	5.78E-03	3.04E-03
1:Del:T:2	4.51E-08	3.95E-04	7.29E-04	7.56E-04	1.05E-02	8.98E-03	1.64E-02	3.45E-03	4.11E-03	4.59E-03	2.14E-46	1.12E-02	8.20E-03	6.77E-03	1.50E-02	7.18E-03
1:Del:T:3	5.63E-04	6.48E-04	1.37E-03	5.92E-04	9.80E-03	1.08E-02	1.88E-02	5.06E-04	7.13E-03	1.02E-02	1.69E-02	1.85E-02	1.71E-02	3.36E-02	2.53E-02	5.29E-03
1:Del:T:4	5.45E-04	7.03E-04	4.77E-03	1.83E-03	1.60E-02	2.45E-04	1.43E-02	0.00E+00	1.13E-02	6.59E-04	1.90E-03	1.01E-02	6.45E-03	3.98E-02	2.76E-03	1.95E-02
1:Del:T:5	5.25E-07	1.87E-46	1.14E-02	9.29E-08	2.46E-07	1.70E-03	8.71E-08	1.82E-06	4.83E-06	1.33E-06	5.31E-03	2.58E-06	7.36E-03	1.07E-01	4.99E-02	4.93E-06
1:Ins:C:0	4.28E-05	4.44E-08	7.15E-08	4.28E-04	7.98E-04	2.24E-03	4.41E-07	1.93E-03	6.97E-09	6.27E-04	8.57E-07	1.96E-03	1.30E-03	8.16E-04	2.03E-07	3.81E-07
1:Ins:C:1	3.98E-05	8.57E-09	3.07E-08	2.05E-04	3.01E-07	1.20E-03	2.18E-07	7.86E-04	1.34E-07	1.05E-04	4.08E-08	1.53E-03	4.56E-04	1.49E-03	2.86E-03	5.14E-07
1:Ins:C:2	6.51E-09	1.37E-07	5.66E-08	5.80E-08	1.53E-04	5.43E-04	7.97E-05	4.13E-04	1.23E-03	2.81E-07	5.62E-04	2.79E-04	2.16E-07	3.24E-07	1.55E-03	2.00E-04
1:Ins:C:3	9.51E-04	4.68E-08	8.05E-03	2.96E-02	1.02E-07	8.89E-03	7.22E-08	6.59E-07	1.13E-02	2.35E-05	9.77E-02	1.49E-06	2.63E-02	6.08E-03	1.62E-06	2.16E-03
1:Ins:C:4	0.00E+00	2.84E-04	3.15E-04	1.36E-04	2.66E-09	1.10E-06	1.34E-07	1.82E-04	2.47E-04	7.19E-04	7.96E-04	3.28E-04	2.48E-04	4.63E-04	6.30E-03	2.96E-03
