NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	223.988	84.802	81.768	66.834	0.602	0.72	20000.0
2	218.408	81.793	76.678	63.192	0.584	0.742	20000.0
3	227.285	85.347	81.226	66.462	0.583	0.731	30000.0
4	224.64	83.034	79.9	64.067	0.573	0.734	40000.0
5	222.595	82.447	79.084	64.075	0.568	0.736	20000.0
6	226.98	85.694	83.091	67.567	0.604	0.722	20000.0
7	221.99	83.643	80.654	65.673	0.594	0.727	30000.0
8	226.03	84.22	79.743	65.08	0.579	0.732	20000.0
9	216.558	81.313	76.618	62.869	0.595	0.738	20000.0
10	222.42	82.355	79.507	63.738	0.569	0.739	20000.0
