Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M
V1	0	30	77	9	67	0	37	0	0	21	0	0	1
V2	0	0	37	42	8	17	33	33	4	0	18	8	0
V3	0	24	38	3	14	0	82	28	0	0	0	0	11
V4	29	3	31	0	37	0	14	0	4	10	0	0	27
V5	22	0	0	67	40	44	13	0	15	0	0	0	4
V6	8	54	3	56	0	0	6	0	0	8	1	0	4
V7	101	84	0	26	70	0	0	0	17	42	0	0	0
V8	0	0	94	0	10	8	0	0	49	0	0	0	22
V9	24	184	146	44	4	0	6	23	0	8	65	0	0
V10	4	0	0	44	2	4	0	0	0	3	0	7	9
V11	2	16	0	17	2	16	0	0	30	0	2	4	0
V12	26	0	0	0	14	2	0	52	0	0	11	6	0
V13	15	56	31	6	112	0	120	11	0	13	9	0	23
V14	91	35	30	145	0	23	31	0	0	5	7	0	38
V15	0	12	100	144	28	0	0	58	28	35	0	26	0
V16	0	24	8	71	3	26	0	0	0	0	0	0	7
V17	0	67	0	139	111	15	2	0	17	27	0	5	0
V18	9	67	30	25	0	0	27	0	0	15	0	0	24
V19	26	34	0	9	56	0	1	51	0	10	31	0	0
V20	0	52	17	6	23	0	47	0	24	32	11	22	0
V21	17	218	0	1	32	18	0	0	0	77	0	0	0
V22	2	12	0	11	129	4	19	0	0	0	0	0	0
V23	135	45	0	0	4	66	43	63	63	0	29	52	0
V24	0	14	0	85	0	42	0	34	9	1	4	2	0
V25	140	17	0	30	80	21	25	115	58	0	0	0	0
V26	1	20	32	63	65	32	17	0	16	0	0	0	49
V27	0	250	24	16	0	83	48	0	122	0	41	0	1
V28	52	1	0	62	41	5	0	0	0	6	0	0	5
V29	6	119	0	15	2	131	19	0	51	54	0	0	0
V30	95	2	156	0	15	0	28	0	7	0	33	0	0
V31	0	59	7	29	77	0	6	16	0	0	24	3	0
V32	16	8	0	3	45	113	19	126	7	2	0	6	0
V33	69	31	11	22	66	16	15	0	56	0	0	0	68
V34	99	3	0	24	5	0	2	0	0	0	0	8	12
V35	33	0	95	124	7	0	8	0	40	21	49	0	0
V36	15	8	0	2	36	28	0	0	0	0	0	0	1
V37	3	1	23	37	0	1	18	8	0	0	8	0	11
V38	51	118	0	4	24	0	0	146	0	20	4	0	0
V39	81	41	22	45	0	36	1	27	31	0	7	0	0
V40	4	0	187	6	3	0	230	0	8	0	25	0	18
V41	23	70	0	0	230	45	0	0	2	47	0	0	11
V42	3	4	0	20	296	16	0	0	14	0	0	9	0
V43	0	0	118	84	73	0	85	1	0	62	22	2	0
V44	116	14	51	34	0	103	55	0	34	0	0	0	8
V45	0	66	192	0	5	0	100	155	42	15	22	44	0
V46	1	28	150	9	85	5	122	0	1	41	0	0	0
V47	12	37	32	15	22	6	0	0	9	15	16	0	0
V48	99	46	85	10	100	0	121	0	7	12	28	0	0
V49	0	0	0	62	16	0	12	0	0	20	2	3	0
V50	44	3	18	11	6	132	0	0	27	0	1	3	9
V51	97	1	1	104	3	37	0	72	35	0	0	28	0
V52	0	5	0	49	218	135	20	0	33	20	0	0	62
V53	0	102	54	160	215	0	17	36	33	34	18	10	33
V54	3	0	0	0	84	46	3	0	12	6	11	0	0
V55	50	0	10	2	0	19	0	2	11	0	4	0	1
V56	24	175	0	44	7	30	10	0	21	12	0	12	0
V57	0	0	51	4	25	5	0	10	7	4	0	0	17
V58	184	127	50	73	9	142	21	127	63	22	15	43	0
V59	35	17	0	1	30	1	0	17	0	2	0	0	0
V60	23	24	58	63	0	20	0	7	6	26	42	11	3
V61	0	5	0	32	4	3	0	76	0	14	0	0	0
V62	70	58	0	0	27	24	67	19	0	0	2	0	6
V63	7	36	0	10	15	17	4	5	29	1	3	0	0
V64	176	31	0	15	5	60	0	65	4	7	0	62	0
V65	1	3	0	0	14	0	2	0	10	0	0	0	0
V66	0	10	8	35	0	41	14	28	0	0	15	0	8
V67	0	28	0	0	0	18	0	17	3	0	0	0	0
V68	377	0	304	17	11	14	51	29	30	0	42	0	0
V69	0	0	0	332	15	27	9	0	12	12	2	59	0
V70	60	85	41	14	2	76	87	61	43	0	0	11	0
V71	16	28	74	0	14	101	39	0	79	40	78	0	13
V72	82	120	0	2	0	36	0	54	17	0	7	6	0
V73	0	142	0	0	0	0	24	0	0	0	0	0	0
V74	25	14	0	185	44	32	0	0	7	13	0	16	0
V75	5	0	5	9	29	0	19	11	0	0	0	0	0
V76	0	63	52	75	3	4	9	0	0	5	15	8	0
V77	6	119	106	1	50	183	28	0	68	90	11	0	0
V78	0	114	2	64	0	8	18	5	12	0	0	0	2
V79	7	54	0	0	9	0	0	0	0	32	0	0	0
V80	0	55	172	7	22	0	22	0	0	22	28	0	0
V81	21	0	0	81	0	67	16	0	95	0	0	52	0
V82	162	0	1	0	4	0	0	11	0	9	16	0	0
V83	38	12	52	73	10	4	32	0	0	49	0	0	1
V84	65	0	0	25	100	14	16	4	3	0	0	7	0
V85	262	17	164	98	16	0	34	0	0	51	53	21	0
V86	95	4	21	0	247	13	0	0	0	0	2	0	12
V87	7	10	1	2	14	6	0	27	0	14	0	0	0
V88	21	7	0	29	3	11	0	21	0	20	5	10	0
V89	73	0	280	32	3	0	25	0	0	0	0	0	21
V90	2	26	219	1	54	48	24	66	0	40	0	0	42
V91	46	63	0	40	12	4	0	2	0	7	24	8	2
V92	97	10	18	2	9	21	13	32	19	7	0	22	2
V93	21	2	0	85	0	10	0	65	9	17	0	16	0
V94	136	3	79	69	36	115	4	0	1	44	12	36	7
V95	133	29	26	158	115	0	6	0	0	27	31	17	0
V96	7	67	42	0	69	0	23	0	10	1	0	0	0
V97	54	58	0	10	6	94	0	7	48	0	0	10	2
V98	98	31	16	0	15	20	100	217	7	1	72	18	0
V99	39	107	0	0	7	0	0	7	9	8	0	0	0
V100	29	4	8	0	0	1	7	19	0	0	0	0	1
