NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	69.766	21.85	18.742	14.732	0.125	0.985	30000.0
2	66.755	20.738	16.746	13.309	0.123	0.986	20000.0
3	75.789	23.934	21.187	16.926	0.13	0.98	40000.0
4	65.503	20.634	16.671	13.54	0.124	0.986	60000.0
5	71.571	22.525	19.68	15.594	0.126	0.982	40000.0
6	74.888	23.104	20.919	16.247	0.13	0.982	40000.0
7	67.746	21.45	17.08	13.926	0.127	0.986	40000.0
8	69.308	21.652	18.023	14.432	0.127	0.985	50000.0
9	67.839	21.106	17.074	13.83	0.126	0.986	40000.0
10	73.815	22.967	20.169	15.653	0.124	0.983	30000.0
