MutationType	ID83A	ID83B
1:Del:C:0	4.34E-03	5.57E-03
1:Del:C:1	9.80E-04	1.53E-03
1:Del:C:2	1.75E-03	1.14E-02
1:Del:C:3	3.06E-04	2.81E-04
1:Del:C:4	3.93E-04	3.74E-04
1:Del:C:5	6.44E-04	4.94E-04
1:Del:T:0	1.29E-03	2.14E-03
1:Del:T:1	5.48E-04	6.39E-04
1:Del:T:2	1.75E-03	1.78E-03
1:Del:T:3	2.86E-03	2.65E-03
1:Del:T:4	2.72E-03	2.54E-03
1:Del:T:5	2.62E-02	2.03E-02
1:Ins:C:0	2.34E-04	1.06E-04
1:Ins:C:1	8.05E-05	5.50E-05
1:Ins:C:2	1.43E-04	6.54E-05
1:Ins:C:3	8.45E-05	7.73E-05
1:Ins:C:4	1.76E-03	1.89E-02
1:Ins:C:5	1.20E-03	9.29E-04
1:Ins:T:0	2.65E-04	2.35E-04
1:Ins:T:1	3.28E-04	4.14E-04
1:Ins:T:2	1.37E-04	9.61E-05
1:Ins:T:3	1.90E-04	1.94E-04
1:Ins:T:4	5.68E-04	4.63E-04
1:Ins:T:5	3.06E-02	2.43E-02
2:Del:R:0	5.05E-04	4.89E-04
2:Del:R:1	7.84E-04	4.51E-04
2:Del:R:2	1.46E-04	8.30E-05
2:Del:R:3	6.27E-05	1.06E-05
2:Del:R:4	7.43E-05	5.53E-05
2:Del:R:5	1.07E-04	7.10E-05
3:Del:R:0	8.86E-04	6.32E-04
3:Del:R:1	3.24E-04	2.62E-04
3:Del:R:2	1.29E-04	1.52E-04
3:Del:R:3	1.26E-04	6.98E-05
3:Del:R:4	2.42E-05	1.23E-05
3:Del:R:5	3.93E-09	4.45E-09
4:Del:R:0	3.48E-04	3.55E-04
4:Del:R:1	3.18E-04	1.63E-04
4:Del:R:2	3.23E-05	2.58E-05
4:Del:R:3	1.47E-05	2.91E-05
4:Del:R:4	2.09E-05	3.54E-05
4:Del:R:5	3.62E-05	2.09E-05
5:Del:R:0	1.99E-02	1.34E-02
5:Del:R:1	9.80E-05	9.00E-05
5:Del:R:2	6.57E-05	3.67E-05
5:Del:R:3	3.93E-09	4.45E-09
5:Del:R:4	4.25E-08	2.22E-04
5:Del:R:5	3.93E-09	4.45E-09
2:Ins:R:0	4.11E-04	2.37E-04
2:Ins:R:1	2.10E-04	1.21E-04
2:Ins:R:2	6.73E-05	6.72E-05
2:Ins:R:3	6.45E-05	5.64E-05
2:Ins:R:4	1.92E-04	1.64E-04
2:Ins:R:5	9.14E-04	7.42E-04
3:Ins:R:0	5.79E-05	4.13E-05
3:Ins:R:1	9.15E-05	4.78E-05
3:Ins:R:2	6.42E-05	9.06E-06
3:Ins:R:3	3.93E-09	4.45E-09
3:Ins:R:4	4.13E-05	1.46E-05
3:Ins:R:5	1.04E-04	6.86E-05
4:Ins:R:0	5.34E-05	5.38E-05
4:Ins:R:1	3.21E-04	4.65E-04
4:Ins:R:2	1.54E-05	2.46E-07
4:Ins:R:3	3.66E-05	2.48E-05
4:Ins:R:4	3.59E-03	4.71E-03
4:Ins:R:5	1.00E-04	9.99E-05
5:Ins:R:0	5.28E-05	6.29E-05
5:Ins:R:1	8.48E-04	5.16E-04
5:Ins:R:2	3.93E-09	4.45E-09
5:Ins:R:3	1.18E-07	2.22E-05
5:Ins:R:4	5.31E-04	5.69E-04
5:Ins:R:5	3.79E-05	3.67E-05
2:Del:M:1	9.33E-03	1.25E-02
3:Del:M:1	7.74E-04	4.07E-04
3:Del:M:2	2.17E-04	2.51E-04
4:Del:M:1	4.18E-04	5.40E-04
4:Del:M:2	1.90E-04	1.79E-04
4:Del:M:3	1.46E-04	6.23E-05
5:Del:M:1	2.41E-02	1.60E-02
5:Del:M:2	1.08E-02	7.02E-03
5:Del:M:3	4.05E-03	2.53E-03
5:Del:M:4	1.29E-03	7.70E-04
5:Del:M:5	1.02E-03	7.54E-04
