Samples	ID83A	ID83B	ID83C	ID83D
V1	2.60E+00	2.09E+00	1.43E+00	1.66E+00
V2	5.73E+00	4.89E+00	0.00E+00	1.42E+00
V3	9.29E+00	8.35E+00	1.42E+00	2.10E+00
V4	4.71E+00	3.20E+00	2.00E+00	8.27E-01
V5	1.29E+01	2.91E+00	1.58E+00	1.24E+01
V6	7.64E+00	3.00E+00	0.00E+00	7.19E+00
V7	5.33E+00	1.79E+00	1.31E+00	4.86E+00
V8	1.78E+00	6.36E-01	1.77E+00	8.23E-01
V9	3.59E+00	4.08E+00	2.15E+00	2.50E+00
V10	3.12E+00	4.53E+00	2.77E+00	2.24E-01
V11	1.42E+01	3.48E+00	0.00E+00	1.64E+01
V12	3.24E+00	2.12E+00	3.94E+00	1.14E+00
V13	2.83E+00	1.75E+00	2.05E+00	1.43E+00
V14	1.85E+01	6.86E-01	3.34E+00	1.67E+01
V15	1.23E+01	1.30E+01	4.31E+00	9.33E-01
V16	7.08E+00	8.43E+00	1.52E+00	1.30E+01
V17	2.31E+01	6.96E-01	6.57E-01	2.27E+01
V18	1.54E+01	2.59E+00	9.35E+00	1.19E+01
V19	1.50E+01	1.46E+01	1.01E+00	1.31E+00
V20	8.82E+00	5.25E+00	1.17E+00	1.39E+01
V21	9.42E+00	2.38E+01	2.74E+00	1.47E+01
V22	7.30E-01	1.66E+00	8.75E-01	1.46E+00
V23	9.40E+00	3.77E+00	2.84E+00	9.93E+00
V24	1.49E+00	1.47E+00	4.99E-01	1.29E+00
V25	1.94E+00	2.25E+00	1.16E+00	7.95E-01
V26	9.15E+00	1.93E+00	5.97E-01	9.53E+00
V27	5.46E+00	3.52E+00	2.36E+00	4.32E+00
V28	2.02E+01	1.95E+01	0.00E+00	3.24E+00
V29	8.83E+00	5.12E-01	3.03E+00	6.52E+00
V30	8.86E+00	3.01E+00	3.96E+00	8.87E+00
V31	4.09E+00	0.00E+00	3.48E+00	1.74E+00
V32	3.11E+01	0.00E+00	8.10E+00	2.80E+01
V33	3.92E+00	1.48E+00	4.27E-01	4.52E+00
V34	2.66E+00	3.35E+00	3.39E+00	2.01E+00
V35	4.82E+00	2.09E+00	4.89E+00	1.30E+00
V36	4.21E+00	4.23E+00	0.00E+00	3.03E+00
V37	1.85E+01	1.68E+01	3.00E+00	2.40E+00
V38	4.20E+00	3.87E+00	2.10E+00	1.65E+00
V39	5.18E+00	1.10E+00	2.45E+00	3.70E+00
V40	2.04E+00	2.56E+00	8.03E-01	2.71E+00
V41	6.19E+00	3.96E-01	1.96E+00	4.89E+00
V42	1.64E+01	1.98E+00	2.30E+00	1.51E+01
V43	1.21E+00	3.59E-01	1.33E+00	3.27E-01
V44	1.34E+00	8.09E-01	0.00E+00	1.31E+00
V45	4.68E+00	1.64E+00	6.00E-01	5.21E+00
V46	2.84E+00	2.34E+00	2.12E+00	2.45E+00
V47	1.88E+00	2.17E+00	2.23E+00	2.05E+00
V48	1.42E+01	1.03E+01	4.54E+00	2.65E+00
V49	1.90E+00	7.06E-01	1.01E+00	2.06E+00
V50	3.71E+00	0.00E+00	5.21E-01	3.86E+00
V51	1.01E+01	1.17E+00	8.02E+00	5.13E+00
V52	1.85E+00	3.83E+00	1.44E+00	2.17E+00
V53	3.25E+00	1.72E+00	1.19E+00	2.09E+00
V54	6.43E+00	3.30E+00	4.07E+00	5.67E+00
V55	2.47E+00	2.21E+00	1.92E+00	2.73E+00
V56	1.14E+01	9.70E+00	7.72E-01	2.77E+00
V57	9.64E-01	1.31E+00	7.52E-01	5.67E-01
V58	1.69E+01	3.42E+00	0.00E+00	1.90E+01
V59	9.28E+00	0.00E+00	1.00E+00	8.66E+00
V60	6.49E+00	5.29E+00	1.77E+00	6.63E-01
V61	3.02E+00	1.88E+00	1.23E+00	4.33E-01
V62	1.97E+01	2.08E+01	0.00E+00	3.22E+00
V63	4.16E+00	0.00E+00	4.67E+00	1.70E+00
V64	5.92E+00	2.61E+00	2.76E+00	5.96E+00
V65	6.26E+00	3.09E+00	1.61E+00	5.61E+00
V66	2.21E-01	1.54E+00	1.36E+00	2.06E+00
V67	1.29E+00	7.86E-01	7.18E-01	9.71E-01
V68	1.35E+01	3.44E+00	3.69E+00	1.16E+01
V69	1.64E+01	1.42E+01	1.99E+00	3.32E+00
V70	2.56E+00	6.40E-01	1.25E+00	2.97E+00
V71	3.35E+00	3.07E+00	1.53E-01	1.27E+00
V72	5.47E+00	1.01E+01	1.02E+00	1.51E+01
V73	4.57E+00	6.40E+00	4.53E-01	2.56E+00
V74	1.72E+01	1.60E+01	8.70E-01	1.76E+00
V75	3.54E+00	3.25E+00	2.70E+00	3.51E+00
V76	4.03E+00	3.61E+00	2.50E+00	1.46E+00
V77	4.34E+00	4.69E+00	2.25E+00	1.63E-01
V78	3.16E+00	3.30E+00	3.99E+00	2.67E+00
V79	2.17E+01	1.74E+00	2.36E+00	2.31E+01
V80	5.96E+00	4.84E+00	1.33E+00	1.15E+00
V81	4.52E+00	5.12E+00	5.42E-01	1.82E+00
V82	5.95E+00	4.65E+00	1.66E+00	6.84E-01
V83	5.52E+00	4.01E+00	2.33E+00	1.39E+00
V84	2.26E+00	2.11E+00	1.94E+00	9.75E-01
V85	1.13E+01	3.08E+00	0.00E+00	1.05E+01
V86	7.55E+00	4.46E+00	0.00E+00	3.48E+00
V87	1.28E+00	2.07E+00	5.78E-01	2.19E+00
V88	1.76E+00	2.39E+00	9.40E-01	2.65E+00
V89	7.02E+00	5.66E+00	1.29E+00	1.99E+00
V90	1.72E+00	1.03E+00	1.43E+00	2.02E+00
V91	7.24E+00	5.41E+00	4.49E+00	1.65E+00
V92	2.69E+00	1.58E+00	0.00E+00	2.95E+00
V93	2.71E+00	2.38E+00	0.00E+00	1.21E+00
V94	4.28E-01	2.12E+00	2.23E+00	1.52E+00
V95	8.18E+00	7.32E+00	1.27E+00	1.49E+00
V96	4.33E+00	1.38E+00	9.17E-01	3.82E+00
V97	1.03E+01	3.85E+00	0.00E+00	1.30E+01
V98	1.00E+00	8.41E-01	1.04E+00	6.37E-01
V99	8.79E+00	2.84E+00	1.60E+00	9.65E+00
V100	6.52E+00	2.86E+00	2.46E+00	8.22E+00
