Samples	ID83A	ID83B	ID83C	ID83D
V1	0	19	26	34
V2	0	325	0	10
V3	7	85	30	19
V4	31	30	56	4
V5	121	215	19	12
V6	65	113	0	260
V7	66	11	69	11
V8	15	2	59	1
V9	7	156	31	46
V10	45	50	226	1
V11	178	78	0	6
V12	15	62	284	11
V13	152	24	49	23
V14	178	0	77	25
V15	104	83	150	2
V16	158	65	14	65
V17	285	0	3	35
V18	120	17	134	37
V19	44	136	16	14
V20	188	41	7	158
V21	360	253	77	67
V22	0	82	5	34
V23	144	4	109	18
V24	0	309	2	15
V25	5	72	76	9
V26	102	31	2	7
V27	40	253	60	15
V28	25	196	0	54
V29	69	0	105	24
V30	95	54	233	69
V31	23	7	132	81
V32	248	0	171	384
V33	96	30	1	15
V34	0	43	492	28
V35	60	20	225	2
V36	13	28	0	150
V37	7	163	111	22
V38	56	84	43	13
V39	207	20	57	0
V40	72	46	5	50
V41	58	0	41	2
V42	238	0	61	2
V43	11	2	47	1
V44	25	16	0	19
V45	67	0	4	16
V46	50	10	131	7
V47	1	62	28	49
V48	0	66	149	53
V49	25	11	19	77
V50	42	0	4	8
V51	81	0	273	15
V52	30	26	20	28
V53	6	29	43	95
V54	140	44	81	10
V55	108	26	20	10
V56	0	58	3	182
V57	1	20	7	14
V58	221	87	0	66
V59	122	0	1	9
V60	28	113	20	1
V61	15	18	26	0
V62	91	214	1	115
V63	2	3	286	28
V64	170	21	63	2
V65	60	77	26	18
V66	0	46	28	175
V67	13	2	7	0
V68	129	128	103	10
V69	4	123	37	49
V70	33	0	29	18
V71	8	18	2	13
V72	208	35	10	2
V73	40	137	1	9
V74	7	107	6	25
V75	61	24	60	2
V76	4	266	43	8
V77	27	59	66	0
V78	113	37	80	43
V79	289	0	41	148
V80	36	135	23	11
V81	10	22	2	56
V82	26	27	89	2
V83	8	117	152	6
V84	0	12	64	5
V85	101	37	0	95
V86	49	108	0	53
V87	63	60	17	0
V88	54	17	12	26
V89	40	38	12	65
V90	0	3	14	130
V91	64	74	223	10
V92	0	21	0	507
V93	13	59	0	32
V94	0	53	83	51
V95	2	59	14	16
V96	54	5	30	97
V97	124	26	0	381
V98	4	31	15	4
V99	135	3	20	44
V100	160	186	19	10
