Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q
V1	19	11	18	8	20	3	2	0	0	42	2	0	6	0	0	0	6
V2	136	11	26	0	53	19	21	0	0	0	0	8	0	13	0	6	0
V3	0	99	30	17	9	27	2	2	0	2	14	0	0	0	2	26	0
V4	154	0	0	3	0	0	9	1	0	0	2	0	0	0	49	0	46
V5	317	13	23	5	10	19	70	5	19	0	15	9	0	4	66	0	0
V6	40	67	0	68	0	0	11	0	5	0	7	1	7	19	0	0	13
V7	0	199	3	2	1	1	57	3	15	0	37	35	0	25	0	0	15
V8	4	40	1	5	0	0	12	0	7	0	21	16	0	22	0	0	0
V9	7	1	52	81	40	15	55	7	49	0	11	0	15	3	0	0	3
V10	128	7	0	0	29	5	20	13	35	22	17	0	0	12	0	0	14
V11	0	373	12	29	7	1	0	13	0	0	21	13	0	6	0	54	7
V12	165	185	1	33	16	0	5	20	0	0	11	29	4	0	7	38	14
V13	50	1	160	1	103	85	1	39	1	1	0	0	0	14	16	0	4
V14	86	1	63	82	46	44	3	10	12	0	21	17	20	15	0	0	14
V15	48	137	202	8	111	41	2	13	0	0	17	7	0	5	7	0	7
V16	4	7	281	33	61	130	1	0	12	0	12	0	6	2	0	0	0
V17	123	4	38	5	25	38	11	68	13	6	31	23	0	0	31	16	0
V18	105	20	91	58	20	23	27	0	6	0	7	12	41	0	0	0	15
V19	2	0	9	0	1	9	4	1	4	4	5	0	0	14	0	0	0
V20	6	17	50	62	23	35	5	18	4	5	0	0	4	0	0	0	0
V21	230	25	0	22	5	0	0	13	0	0	1	0	5	0	0	0	14
V22	12	6	0	9	0	0	4	0	0	0	0	0	1	0	0	0	0
V23	27	6	0	75	0	0	17	1	4	2	4	0	0	0	0	0	3
V24	20	0	2	7	0	1	10	0	18	3	6	8	0	23	19	9	0
V25	49	16	159	1	16	37	0	0	13	0	8	0	0	0	1	2	0
V26	0	89	23	18	7	29	2	2	0	0	0	0	0	3	0	0	0
V27	2	0	4	0	41	20	3	37	52	0	59	0	0	62	0	0	3
V28	233	13	16	4	7	16	9	0	5	8	0	2	1	3	0	0	0
V29	26	2	0	12	19	30	9	65	17	0	2	0	3	5	0	0	0
V30	0	10	1	5	0	0	28	0	5	0	15	6	0	0	44	0	0
V31	26	13	27	7	4	25	0	0	0	0	0	1	0	0	3	0	9
V32	8	23	0	89	1	2	58	12	76	0	16	64	1	1	0	0	8
V33	7	13	54	0	114	37	11	28	17	0	0	18	50	1	37	94	0
V34	2	29	33	0	5	28	15	0	33	6	34	16	0	1	0	0	0
V35	3	4	24	33	2	8	0	0	0	46	2	0	0	14	13	0	0
V36	2	115	26	1	14	13	0	3	0	0	2	1	10	1	6	0	10
V37	3	60	2	12	25	2	13	0	17	30	0	0	1	10	0	18	1
V38	0	15	18	4	3	9	9	0	0	0	0	0	0	7	0	0	2
V39	4	78	0	14	0	0	11	4	1	0	3	3	2	4	2	0	6
V40	9	47	9	2	26	14	15	15	20	116	16	6	32	0	6	0	5
V41	1	66	2	3	2	0	0	3	3	0	6	11	0	0	0	0	1
V42	35	42	126	118	38	49	0	0	0	0	0	0	85	5	0	0	0
V43	204	4	3	3	10	0	3	31	2	0	1	5	8	0	0	0	18
V44	10	38	5	0	13	6	8	2	11	13	8	0	0	0	8	0	0
V45	15	118	6	91	0	7	5	1	0	0	12	0	0	0	0	0	0
V46	64	36	2	16	36	16	18	37	8	50	4	28	22	10	9	4	0
V47	5	75	115	129	33	127	22	26	4	21	4	43	54	0	0	0	0
V48	3	68	15	2	2	2	2	0	0	0	2	1	6	0	0	13	1
V49	0	109	0	8	3	6	10	13	0	2	7	0	16	0	0	23	1
V50	296	8	0	25	10	0	2	18	0	0	14	11	11	0	0	0	29
V51	32	0	92	1	7	20	23	26	39	0	11	20	0	0	1	0	0
V52	7	143	1	0	15	0	6	19	0	0	60	10	0	2	0	0	14
V53	25	14	67	1	21	3	0	5	1	1	3	4	3	0	0	0	0
V54	33	13	40	0	43	30	0	19	0	19	5	1	0	6	0	0	4
V55	0	168	3	33	0	0	0	0	62	0	4	24	9	45	0	0	0
V56	0	43	64	39	27	80	5	0	0	31	0	20	0	0	8	15	1
V57	4	0	12	0	21	5	6	3	0	16	0	0	3	0	0	0	0
V58	51	16	31	12	1	3	2	0	10	0	14	33	0	5	0	0	0
V59	9	81	3	1	4	19	15	21	39	22	14	4	0	48	21	0	0
V60	281	0	1	28	0	6	2	13	0	0	0	0	40	0	1	0	13
V61	9	20	93	0	79	113	14	42	26	167	0	0	31	0	0	23	0
V62	41	47	18	140	20	32	16	87	12	0	5	23	115	6	0	0	0
V63	336	15	194	9	100	22	9	64	15	81	0	0	10	8	0	5	4
V64	20	114	85	17	19	38	6	9	0	0	7	4	9	4	0	4	0
V65	0	35	98	15	34	42	7	18	0	4	14	14	10	0	17	0	11
V66	90	462	84	14	32	8	96	3	0	0	73	50	0	21	0	11	19
V67	2	2	10	36	21	2	9	6	0	9	3	0	0	0	0	19	0
V68	16	242	114	82	36	26	0	13	0	0	26	0	25	5	0	0	3
V69	18	0	79	21	27	46	31	10	17	63	1	0	9	0	6	15	0
V70	1	59	42	38	4	11	0	0	0	0	17	0	0	0	0	4	0
V71	30	3	0	41	2	1	0	1	0	0	0	0	0	0	0	0	0
V72	68	1	2	30	0	2	9	0	1	2	3	0	7	0	24	0	0
V73	41	8	0	137	0	1	0	2	0	0	0	0	68	0	0	0	7
V74	0	6	15	74	1	5	30	0	89	0	46	0	8	0	64	0	0
V75	50	93	2	0	7	5	10	1	0	0	17	12	0	26	26	0	0
V76	21	0	281	68	22	54	62	3	9	0	21	22	0	20	22	0	0
V77	0	3	22	0	22	51	10	46	12	33	0	0	68	0	7	25	0
V78	7	24	0	3	0	1	27	0	3	3	1	0	0	10	0	18	0
V79	63	0	3	33	39	0	18	16	37	16	11	60	41	24	0	4	0
V80	74	35	10	14	4	5	10	2	56	0	65	3	0	21	0	0	21
V81	732	0	0	10	0	0	3	1	0	0	1	0	0	0	0	19	34
V82	43	0	29	40	7	83	106	70	35	147	31	28	0	12	40	0	0
V83	0	61	105	176	13	28	25	0	72	0	14	89	0	14	6	0	0
V84	8	2	116	1	12	29	3	4	0	0	0	0	0	0	0	0	0
V85	11	250	5	19	5	7	1	3	0	0	9	0	11	5	0	8	0
V86	22	315	0	1	2	2	10	8	0	0	18	8	0	18	0	0	10
V87	29	5	0	24	1	1	0	1	0	0	2	0	14	11	0	0	7
V88	0	34	6	1	7	16	0	22	3	0	2	5	9	0	6	0	0
V89	36	3	108	0	8	16	21	32	12	0	13	0	2	8	30	20	3
V90	4	129	5	3	0	0	24	0	21	0	28	9	6	0	0	0	16
V91	18	12	12	30	61	32	0	124	0	22	0	28	0	15	0	0	0
V92	66	7	17	0	57	27	26	18	39	2	0	27	0	59	0	0	13
V93	0	50	22	1	6	0	9	20	0	23	7	0	0	0	0	16	6
V94	77	51	0	16	0	0	47	0	9	0	48	0	0	46	16	0	0
V95	3	3	38	4	37	4	6	7	0	0	0	0	0	6	0	5	0
V96	167	3	6	8	34	28	23	0	144	79	0	6	0	0	29	0	0
V97	12	26	52	6	57	24	5	75	18	0	0	11	0	0	12	0	3
V98	12	46	25	36	9	10	13	0	33	0	15	0	0	5	0	0	12
V99	4	20	105	14	9	48	42	0	0	0	1	25	25	0	0	0	1
V100	0	3	2	85	43	12	2	35	0	18	0	7	0	5	0	5	1
