Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K
V1	124	71	19	30	50	46	33	16	32	11	0
V2	32	50	79	154	5	0	14	0	0	0	0
V3	155	0	0	0	133	0	4	21	12	0	7
V4	25	30	0	72	131	0	0	99	13	0	0
V5	0	113	0	21	65	0	0	9	34	0	36
V6	199	28	30	144	385	0	0	143	183	0	7
V7	0	3	19	0	7	0	42	0	0	17	4
V8	31	41	20	186	0	0	36	15	0	2	70
V9	46	111	0	19	11	0	0	14	6	0	0
V10	46	5	18	30	80	0	69	0	0	0	0
V11	7	34	1	64	0	2	0	7	0	27	0
V12	2	18	58	197	104	31	39	72	0	0	0
V13	384	68	45	0	68	9	0	0	38	2	20
V14	127	193	1	33	0	14	5	0	0	5	6
V15	0	95	11	28	40	42	37	33	3	3	15
V16	159	172	3	0	0	0	7	0	0	56	0
V17	55	0	48	1	14	20	84	0	5	38	31
V18	0	74	234	47	9	0	101	19	21	14	0
V19	1	237	105	73	0	0	3	6	0	0	1
V20	168	241	10	11	29	0	8	25	2	0	0
V21	14	27	97	6	40	0	0	17	0	0	0
V22	6	0	19	0	107	7	0	47	0	0	0
V23	105	33	39	11	0	0	0	0	0	40	0
V24	94	3	22	39	104	16	6	124	0	45	0
V25	2	0	155	64	73	35	0	32	3	40	4
V26	3	16	372	43	19	0	0	0	0	2	0
V27	0	199	32	50	0	22	14	0	0	0	0
V28	11	22	4	0	6	32	6	7	0	12	0
V29	172	67	1	1	5	0	16	0	0	0	15
V30	136	140	44	38	0	0	13	0	0	85	0
V31	0	98	21	4	0	55	3	0	0	42	0
V32	26	265	55	3	38	0	0	13	21	32	0
V33	3	22	78	1	5	9	13	2	64	0	0
V34	0	0	6	30	24	0	2	3	13	0	0
V35	134	18	43	21	0	60	0	0	0	0	0
V36	10	0	101	0	0	69	106	24	3	0	27
V37	0	0	37	0	5	19	0	2	11	0	12
V38	128	11	76	230	55	165	20	12	11	0	0
V39	0	1	40	86	0	42	0	0	0	0	0
V40	111	0	73	0	107	100	9	99	16	38	0
V41	6	19	14	196	39	0	10	0	3	0	0
V42	4	0	30	24	5	0	6	10	0	0	0
V43	50	56	123	85	13	0	75	0	40	5	28
V44	0	13	120	0	46	1	0	0	14	0	4
V45	80	251	49	5	38	0	82	0	51	0	71
V46	0	63	17	121	0	3	14	18	0	0	64
V47	15	249	6	36	0	0	7	7	0	28	0
V48	6	54	36	10	23	0	156	21	0	0	0
V49	92	0	169	4	19	0	0	28	30	0	0
V50	41	14	40	193	14	17	24	0	0	15	7
V51	3	151	1	0	13	6	0	13	27	0	0
V52	0	29	56	4	5	0	0	17	2	0	2
V53	0	244	7	33	147	0	3	2	0	3	0
V54	2	0	1	15	22	0	0	23	1	0	8
V55	40	40	18	64	159	65	0	4	0	0	36
V56	0	9	29	162	0	9	0	11	0	0	0
V57	34	137	72	11	2	0	0	0	0	0	13
V58	0	0	41	124	69	0	199	53	7	5	34
V59	166	30	57	109	0	50	65	0	9	88	0
V60	0	3	128	3	9	89	36	40	13	6	0
V61	322	1	38	1	2	0	0	0	0	37	1
V62	3	0	54	36	61	12	10	0	25	0	19
V63	174	20	7	36	0	267	86	0	0	15	0
V64	287	5	302	3	1	10	92	17	0	0	18
V65	119	0	27	61	10	0	1	0	0	15	0
V66	6	200	70	5	12	10	0	19	0	0	3
V67	11	5	28	59	0	0	2	0	0	0	24
V68	83	128	0	218	12	163	58	0	0	0	0
V69	31	0	36	119	4	3	3	0	0	0	5
V70	30	77	59	107	16	0	1	1	0	36	31
V71	4	0	70	3	139	0	86	57	3	24	0
V72	67	72	16	2	0	0	0	0	3	0	0
V73	42	17	1	0	11	0	5	10	23	0	0
V74	74	2	72	19	207	66	0	27	80	0	17
V75	38	1	34	0	0	0	0	5	0	0	0
V76	7	44	282	263	37	70	0	104	0	0	29
V77	2	160	7	5	0	0	0	9	23	0	20
V78	16	50	1	4	25	123	33	8	4	15	0
V79	73	4	63	0	31	0	0	37	39	0	4
V80	223	65	31	19	22	0	27	21	35	39	13
V81	127	46	45	0	4	0	0	25	0	0	0
V82	0	1	42	52	20	0	2	0	0	5	15
V83	38	62	0	9	81	33	10	0	0	0	10
V84	0	0	376	31	1	9	2	10	0	0	0
V85	3	29	125	101	31	0	121	38	0	0	0
V86	41	47	24	12	95	0	24	44	0	0	0
V87	106	82	0	40	0	201	104	0	51	0	0
V88	84	1	0	2	7	41	0	17	0	12	0
V89	68	75	6	50	32	89	3	20	0	7	0
V90	175	214	4	20	9	112	79	34	0	6	0
V91	0	5	66	51	17	71	26	0	0	9	0
V92	28	235	0	16	0	0	3	0	0	11	0
V93	43	88	2	0	24	0	0	0	58	0	0
V94	186	6	88	47	20	62	0	43	0	77	0
V95	9	29	91	67	13	30	0	35	0	0	3
V96	87	0	34	0	31	62	90	1	8	0	13
V97	167	201	102	29	2	0	0	0	21	0	0
V98	185	57	0	15	9	0	0	71	0	2	0
V99	0	151	3	0	33	12	0	33	3	0	17
V100	269	9	27	0	58	3	0	124	0	0	11
