Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S	ID83T
V1	67	6	43	42	36	1	10	0	0	0	0	0	1	0	10	3	0	0	3	0
V2	80	5	4	47	32	0	11	12	2	0	1	0	2	0	0	0	0	0	0	0
V3	0	4	45	0	0	40	11	0	22	4	15	24	0	0	7	0	1	7	1	3
V4	512	0	3	23	58	21	1	103	8	0	3	0	0	23	3	10	0	0	0	29
V5	36	16	23	12	5	52	0	0	9	20	9	0	6	0	0	5	6	1	4	0
V6	15	37	78	28	23	12	18	0	0	4	0	0	9	0	0	0	0	18	3	3
V7	1	0	28	25	0	1	2	23	7	11	2	0	7	0	1	1	6	0	0	1
V8	11	13	60	125	4	15	4	0	4	99	0	0	0	0	11	7	45	9	13	0
V9	13	10	16	17	127	0	4	0	0	3	1	0	0	10	3	13	0	0	0	0
V10	109	17	19	30	4	3	7	0	1	13	4	33	2	4	21	0	1	0	0	9
V11	46	50	122	29	1	10	9	16	2	16	13	0	15	4	0	4	10	0	1	0
V12	0	46	11	20	7	47	0	0	121	10	22	59	24	0	3	2	0	24	5	1
V13	21	15	79	119	121	0	47	24	0	10	1	0	24	4	11	33	0	0	6	0
V14	139	0	7	0	0	12	10	0	29	1	19	6	0	22	6	1	0	0	0	0
V15	20	13	14	17	47	0	15	3	4	10	11	14	2	0	1	3	8	0	0	0
V16	0	0	0	51	87	22	0	0	25	0	19	6	1	0	0	4	0	0	0	4
V17	32	18	19	22	3	4	3	0	2	16	0	15	0	22	1	2	3	4	1	0
V18	23	29	115	52	4	8	11	5	14	67	18	8	12	34	5	1	30	0	0	20
V19	16	66	0	1	1	107	0	0	13	0	19	15	48	5	3	8	0	17	0	0
V20	0	39	44	26	31	5	31	0	0	0	0	8	0	0	18	8	0	0	0	5
V21	49	10	72	22	2	8	23	9	9	26	0	8	2	0	8	2	8	0	0	0
V22	75	6	26	19	31	1	0	0	0	1	1	0	0	0	0	8	4	0	0	2
V23	63	10	4	0	3	19	0	0	18	2	15	11	5	15	3	6	0	12	8	0
V24	21	0	12	56	29	28	15	1	8	2	34	0	7	0	5	22	0	2	4	6
V25	0	0	10	12	17	21	11	0	15	11	0	18	9	0	2	2	0	0	0	4
V26	45	11	40	39	31	35	25	0	17	1	0	0	10	0	10	32	0	0	5	0
V27	224	0	18	250	211	27	0	24	10	1	7	0	26	52	5	33	0	0	8	7
V28	8	313	5	4	10	1	4	71	6	4	1	0	35	0	1	1	0	0	9	9
V29	69	0	8	0	4	33	0	3	0	2	9	0	2	8	0	2	0	0	2	4
V30	19	2	12	38	85	3	3	0	0	3	0	0	0	4	1	2	0	0	0	3
V31	7	0	44	2	3	4	24	0	0	0	0	0	1	2	24	1	5	0	0	0
V32	47	46	213	16	0	7	112	0	17	11	8	14	2	0	26	5	13	0	0	11
V33	8	19	22	36	18	6	0	0	0	6	0	7	0	0	0	4	10	9	6	0
V34	18	13	3	19	21	0	1	1	0	0	0	1	0	5	3	0	0	0	1	0
V35	6	83	0	0	0	0	1	2	2	2	0	0	7	9	0	0	0	0	0	10
V36	43	7	16	54	42	0	7	0	0	1	0	0	1	1	1	6	0	0	10	0
V37	80	12	100	42	32	22	19	14	5	0	17	11	10	5	15	9	2	0	0	0
V38	41	34	0	0	0	1	0	24	9	0	5	0	10	14	2	0	0	0	2	0
V39	101	145	30	20	16	3	2	23	8	2	7	0	21	42	1	7	0	7	0	0
V40	3	122	27	25	22	43	23	0	23	7	15	100	41	0	17	18	0	0	0	0
V41	175	53	1	36	46	0	1	10	0	0	0	0	18	0	1	9	2	0	7	0
V42	4	1	40	22	0	132	17	0	15	18	5	0	0	0	20	5	10	0	0	0
V43	141	110	47	41	100	0	34	4	0	0	4	0	6	27	5	9	0	0	0	7
V44	3	0	4	10	15	0	3	0	0	0	0	0	0	0	0	5	2	0	0	0
V45	45	25	2	51	163	0	1	11	1	6	3	0	9	0	1	17	1	2	7	0
V46	12	7	4	2	0	44	1	0	5	0	25	0	18	0	1	4	0	0	0	0
V47	1	64	18	19	33	32	6	37	9	5	0	0	26	0	4	8	1	5	0	1
V48	0	124	36	29	14	10	3	0	0	11	7	0	0	2	7	2	4	0	0	9
V49	116	0	19	16	12	19	6	0	5	5	4	0	0	0	21	0	0	0	0	1
V50	66	15	52	0	0	64	52	0	57	0	33	57	15	17	5	14	0	5	11	0
