MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R
1:Del:C:0	2.18E-04	8.34E-08	7.66E-07	2.91E-07	1.40E-46	1.10E-03	3.04E-02	3.69E-03	4.96E-03	2.62E-04	4.86E-02	5.04E-02	2.35E-03	4.76E-02	2.99E-02	1.01E-04	4.09E-02	8.45E-07
1:Del:C:1	2.95E-04	1.05E-08	6.64E-04	2.80E-03	4.06E-08	2.00E-03	9.20E-03	3.82E-03	1.03E-02	7.56E-03	5.99E-03	3.10E-02	3.85E-07	7.14E-02	4.79E-03	3.39E-04	4.54E-03	6.74E-03
1:Del:C:2	6.21E-05	1.56E-08	5.14E-05	5.57E-08	1.06E-04	6.70E-06	1.43E-04	2.18E-03	7.58E-04	1.02E-03	2.99E-07	2.58E-03	8.47E-04	7.87E-04	5.18E-04	2.21E-03	1.51E-03	2.30E-03
1:Del:C:3	1.46E-04	2.47E-04	1.79E-04	2.53E-08	1.90E-04	1.03E-03	3.32E-03	2.87E-03	1.95E-03	5.56E-04	6.25E-03	1.32E-02	5.20E-03	4.77E-03	2.65E-04	2.14E-03	9.88E-03	1.24E-02
1:Del:C:4	2.45E-04	1.40E-46	5.27E-08	7.30E-08	3.39E-02	2.21E-02	0.00E+00	8.68E-06	3.44E-02	4.49E-04	5.76E-08	6.47E-03	1.95E-07	2.91E-06	1.84E-02	1.32E-02	2.45E-03	2.74E-02
1:Del:C:5	6.78E-04	1.14E-06	7.56E-03	2.01E-02	1.63E-07	6.75E-08	1.10E-06	4.77E-03	1.02E-07	5.02E-06	2.42E-04	1.00E-06	7.03E-07	1.84E-02	4.52E-02	5.85E-03	1.89E-02	1.23E-07
1:Del:T:0	0.00E+00	1.26E-03	0.00E+00	2.20E-03	0.00E+00	4.79E-04	1.55E-02	6.07E-03	1.61E-02	9.75E-03	3.66E-02	8.67E-02	3.99E-02	9.47E-03	3.19E-03	1.08E-02	1.13E-02	1.40E-02
1:Del:T:1	0.00E+00	1.28E-04	1.19E-04	8.73E-04	3.13E-08	0.00E+00	8.20E-03	1.34E-03	6.74E-03	9.94E-04	1.07E-02	2.93E-02	6.45E-03	1.63E-02	7.89E-03	2.15E-03	1.51E-02	3.91E-03
1:Del:T:2	2.24E-04	5.57E-03	3.92E-08	1.09E-03	2.81E-03	3.04E-04	1.26E-02	2.03E-03	1.87E-46	0.00E+00	3.25E-02	8.61E-03	5.71E-02	2.51E-02	8.22E-02	1.27E-02	1.08E-02	3.27E-07
1:Del:T:3	4.60E-04	1.79E-03	1.30E-03	8.40E-08	1.90E-06	1.54E-07	6.23E-03	1.03E-06	1.43E-04	8.75E-04	7.84E-02	8.24E-03	3.59E-02	5.09E-03	2.56E-02	1.27E-02	1.20E-02	6.64E-03
1:Del:T:4	1.06E-04	3.63E-03	5.63E-04	4.69E-08	2.13E-03	1.97E-04	5.79E-03	0.00E+00	7.46E-07	6.98E-04	1.81E-02	1.92E-02	8.13E-02	1.25E-02	1.07E-03	1.61E-03	2.35E-02	3.34E-02
1:Del:T:5	4.84E-08	9.44E-03	6.68E-04	3.42E-07	3.38E-07	3.38E-07	1.70E-06	1.12E-03	9.91E-04	1.59E-05	1.11E-02	2.78E-06	5.66E-06	2.77E-06	9.48E-03	1.40E-02	1.02E-01	1.01E-06
1:Ins:C:0	1.30E-07	1.11E-08	7.32E-07	5.23E-08	1.00E-08	6.43E-08	4.16E-08	2.22E-03	2.28E-03	1.40E-03	1.27E-04	1.41E-04	1.50E-06	1.54E-06	1.39E-03	1.96E-04	9.31E-04	1.06E-03
