Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S
V50	10	12	21	2	8	5	14	20	19	39	0	36	5	0	0	0	10	0	8
V51	175	2	52	7	31	2	77	33	11	0	0	11	6	0	19	0	0	5	0
V52	3	74	13	1	45	8	6	0	0	9	3	0	0	23	0	0	0	11	0
V53	56	0	6	40	0	50	0	51	4	0	6	0	4	4	4	0	5	3	7
V54	39	0	6	10	13	14	0	2	1	0	0	0	0	0	6	0	0	0	0
V55	30	0	3	75	1	73	17	6	0	21	0	0	0	17	0	0	0	0	0
V56	8	42	71	2	79	0	0	3	0	45	0	0	19	0	0	0	0	2	0
V57	90	0	1	56	0	47	41	74	41	19	67	80	18	3	0	0	0	0	0
V58	34	4	57	1	51	1	10	8	0	8	0	0	12	0	6	0	0	3	0
V59	64	15	13	4	12	7	2	17	1	7	5	2	0	0	4	15	3	0	0
V60	2	203	13	87	8	56	0	1	12	0	39	39	0	8	0	0	6	0	0
V61	55	15	17	0	18	1	0	0	32	0	38	35	0	0	1	22	10	0	0
V62	158	4	0	0	0	1	1	0	0	4	0	0	0	3	9	5	0	0	4
V63	24	11	114	15	34	41	28	41	26	12	32	0	0	0	0	0	8	0	31
V64	24	11	33	34	24	10	0	0	0	5	0	2	1	0	0	13	6	0	0
V65	23	0	0	0	0	0	0	0	2	0	1	0	0	7	1	0	0	0	0
V66	159	163	57	0	35	3	101	82	0	64	0	0	70	0	24	0	12	11	0
V67	30	4	0	10	0	2	34	37	0	0	0	0	34	0	2	2	0	9	0
V68	0	4	73	4	35	0	22	13	41	0	38	56	3	5	0	0	0	0	0
V69	73	5	5	7	4	0	0	1	0	0	1	0	0	0	26	0	0	0	0
V70	259	0	19	1	8	1	78	50	8	49	0	1	5	0	11	0	0	2	1
V71	20	72	74	14	24	7	0	0	3	1	0	0	0	0	5	7	9	0	0
V72	11	4	29	1	41	3	84	122	0	73	0	0	8	0	0	6	13	4	0
V73	0	157	57	0	37	12	49	56	0	61	0	0	7	0	17	0	23	15	7
V74	80	127	1	0	3	11	16	20	0	11	0	0	0	35	19	15	7	0	18
V75	3	0	2	3	0	10	3	10	0	2	0	0	0	0	0	0	0	0	0
V76	77	0	0	53	0	48	0	0	11	3	0	0	0	0	2	0	1	0	0
V77	36	66	61	76	25	17	0	8	23	14	0	1	6	0	2	8	0	3	0
V78	3	285	69	6	69	0	0	0	1	5	0	0	11	35	6	0	0	1	0
V79	139	1	0	1	0	3	3	8	0	0	0	0	0	0	17	0	2	0	0
V80	18	0	2	68	2	59	21	27	40	0	106	106	21	4	2	0	4	0	0
V81	46	0	0	101	0	75	7	12	0	5	0	4	0	8	9	6	0	3	0
V82	0	5	45	0	12	1	60	42	143	2	144	123	0	0	0	50	5	2	0
V83	10	121	106	0	100	2	31	0	131	49	156	136	0	20	0	4	0	1	0
V84	20	2	1	13	0	6	10	0	0	2	25	1	0	0	0	0	0	1	0
V85	16	69	131	0	85	0	9	0	0	0	0	0	3	0	8	0	0	0	0
V86	1	0	4	9	0	21	46	0	47	15	22	30	2	0	0	5	0	0	5
V87	5	40	38	138	42	71	0	0	0	1	0	0	0	0	0	0	0	0	0
V88	45	29	175	0	112	4	3	0	43	1	0	20	0	27	11	0	0	0	0
V89	12	154	30	6	2	18	64	42	19	6	37	26	0	0	0	19	4	10	0
V90	4	45	0	14	0	28	35	11	27	58	103	18	12	0	0	0	0	1	27
V91	0	0	65	38	21	21	5	0	0	1	0	0	0	0	0	0	0	0	0
V92	99	142	5	0	10	1	49	71	0	33	0	0	30	0	33	0	0	1	0
V93	0	80	4	102	11	77	0	0	6	7	0	4	0	63	0	0	0	0	0
V94	103	140	0	20	0	0	2	0	5	3	32	0	0	0	19	0	0	2	0
V95	93	0	22	4	13	3	9	6	22	13	17	1	1	13	15	0	0	7	0
V96	260	47	1	57	2	58	13	0	25	0	21	14	6	25	11	0	0	2	0
V97	0	35	49	27	25	33	80	37	11	66	8	0	28	6	0	0	0	8	8
V98	44	4	26	13	40	13	16	2	6	35	0	5	17	0	0	16	0	0	0
V99	63	0	5	5	0	8	0	0	5	0	0	1	0	0	0	1	0	0	4
V100	13	23	9	0	0	2	0	0	49	22	87	62	30	0	4	0	0	5	5
