Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P
V1	200	2	6	44	0	13	0	1	2	0	20	5	7	84	0	20
V2	83	680	174	0	44	42	3	0	14	23	60	64	6	0	6	46
V3	55	16	21	0	42	0	0	0	38	0	4	0	5	0	0	0
V4	105	24	3	31	22	3	20	43	54	3	14	0	17	0	0	0
V5	22	39	44	1	2	11	0	1	4	0	27	9	0	0	0	9
V6	25	6	20	82	21	88	30	17	17	2	17	26	50	0	55	0
V7	0	4	2	34	0	45	0	0	0	0	2	19	0	5	0	7
V8	6	68	41	10	20	37	32	65	26	0	9	30	23	0	24	26
V9	8	2	1	125	2	0	0	0	0	0	0	0	2	0	0	0
V10	15	9	0	19	1	39	24	34	0	0	13	11	13	0	0	0
V11	90	40	28	7	7	1	60	44	3	32	0	4	0	0	9	0
V12	75	0	1	0	7	1	0	0	16	0	0	0	0	14	0	0
V13	0	55	8	4	36	20	149	91	29	56	0	55	0	0	0	18
V14	70	8	3	40	3	171	9	15	0	0	44	71	60	7	0	0
V15	95	33	27	3	25	7	25	47	45	23	3	16	0	0	15	0
V16	173	28	14	22	9	2	6	3	6	0	6	1	0	18	4	0
V17	1	97	235	0	5	8	2	4	0	4	0	6	16	0	1	0
V18	45	9	5	4	34	10	36	52	53	0	0	11	6	0	0	9
V19	30	0	2	71	1	0	11	12	0	14	0	0	15	28	16	0
V20	270	0	0	4	0	0	0	0	0	0	5	0	20	0	1	17
V21	90	62	28	88	7	10	25	11	4	4	0	1	0	0	10	0
V22	35	54	13	28	8	37	26	2	1	0	13	14	7	0	13	0
V23	682	216	120	8	29	0	3	0	38	0	40	3	44	101	8	1
V24	27	181	71	2	9	42	5	20	12	0	13	0	11	0	0	2
V25	0	40	62	157	48	11	23	24	60	9	0	3	3	6	2	12
V26	6	13	6	13	4	11	27	83	9	55	0	1	0	0	0	0
V27	136	12	2	7	24	16	9	8	11	0	33	22	12	1	16	4
V28	125	12	2	26	17	0	21	24	5	25	24	0	17	0	0	0
V29	59	11	25	3	2	95	19	27	4	0	22	11	26	0	51	3
V30	8	24	53	6	228	33	8	14	156	0	20	37	0	0	33	7
V31	9	19	47	227	7	2	13	0	2	34	0	0	0	0	8	0
V32	93	7	2	0	50	7	49	27	23	19	0	9	0	0	0	15
V33	33	36	34	56	79	14	36	16	119	31	2	0	0	0	0	40
V34	0	1	8	42	8	0	0	0	4	0	0	0	0	0	0	4
V35	5	45	79	228	54	67	6	0	29	0	11	18	21	0	3	0
V36	10	136	168	79	0	68	2	16	0	0	24	55	74	0	0	0
V37	72	38	10	1	16	5	9	13	11	0	0	0	4	12	1	0
V38	228	6	7	177	1	4	13	16	4	12	12	0	0	0	17	0
V39	60	4	0	9	139	16	6	9	44	2	18	10	4	7	4	0
V40	0	0	0	7	4	2	3	0	2	0	0	4	1	0	0	0
V41	20	2	8	22	9	2	0	1	3	0	17	4	9	2	0	0
V42	0	33	14	5	2	25	53	28	2	0	5	6	2	0	17	0
V43	33	138	110	42	5	9	0	0	2	0	6	1	4	23	0	7
V44	43	1	10	23	1	65	10	7	2	0	22	47	25	0	81	13
V45	153	5	0	8	2	0	2	2	2	2	7	0	0	57	0	0
V46	77	19	5	8	36	4	1	1	27	0	3	0	5	0	0	21
V47	221	113	205	66	40	0	10	26	12	3	7	0	15	2	3	0
V48	0	93	41	1	76	5	34	82	75	8	15	12	25	0	22	0
V49	147	71	70	21	155	11	12	21	59	35	14	1	1	0	28	0
V50	19	0	1	0	24	42	2	8	6	0	6	19	17	0	3	8
V51	44	0	0	99	24	0	0	4	17	0	0	3	3	6	0	5
V52	9	43	145	35	22	16	351	474	37	61	0	28	3	0	24	0
V53	34	35	38	3	14	39	151	119	8	110	0	1	8	0	0	0
V54	17	61	46	5	3	0	8	5	0	0	0	1	0	0	5	0
V55	161	58	64	104	10	34	2	12	5	0	28	30	10	45	0	0
V56	123	34	3	57	1	10	123	98	0	0	0	0	25	102	0	3
V57	63	3	0	0	40	28	5	2	71	0	7	11	0	30	1	26
V58	2	49	53	12	48	93	7	13	29	13	19	0	11	0	12	5
V59	0	33	13	141	29	15	0	15	37	1	0	0	18	13	12	0
V60	1	10	1	0	1	72	0	0	0	0	16	41	37	0	0	13
V61	3	100	66	15	84	133	22	2	53	40	17	13	27	0	11	0
V62	0	89	64	3	3	9	11	1	0	1	7	13	0	0	13	3
V63	40	32	36	0	235	25	0	0	40	24	17	12	21	0	11	8
V64	246	0	0	100	7	27	7	16	18	0	27	21	41	0	23	36
V65	0	38	67	27	9	20	0	0	28	0	0	4	10	0	0	15
V66	112	38	3	34	11	4	85	65	5	0	6	2	1	0	32	11
V67	87	62	58	31	9	42	4	2	4	1	36	20	0	0	0	0
V68	10	13	22	28	63	16	30	21	37	5	4	0	3	0	0	11
V69	177	29	37	13	3	35	11	10	9	105	3	13	0	0	0	0
V70	27	6	4	14	50	12	38	3	33	1	1	5	0	9	0	9
V71	0	10	29	9	36	0	3	0	19	0	25	0	10	46	0	0
V72	1	85	39	5	2	0	27	8	3	12	0	7	0	0	0	0
V73	15	10	9	0	11	57	0	21	0	61	2	12	24	0	18	24
V74	0	133	18	8	0	12	0	0	0	0	4	2	2	9	0	3
V75	246	36	16	38	0	202	3	3	8	0	159	34	0	89	12	91
V76	132	83	49	41	0	4	7	0	1	10	15	7	10	0	0	24
V77	12	156	50	50	11	179	23	10	19	0	55	44	93	0	51	51
V78	0	130	60	13	71	1	0	1	59	0	0	0	0	2	0	0
V79	88	49	17	4	6	2	100	38	12	0	6	0	0	0	26	0
V80	37	18	2	17	14	22	44	0	21	191	10	17	0	0	17	0
V81	75	54	30	14	72	1	0	15	20	11	2	0	0	0	5	0
V82	79	23	12	12	5	12	8	11	3	0	6	2	21	30	13	3
V83	100	32	93	32	8	0	5	1	7	26	13	8	0	72	7	0
V84	72	39	24	2	44	2	4	6	16	9	0	4	0	0	0	17
V85	3	6	1	50	3	4	9	11	20	25	0	5	0	0	0	3
V86	39	21	5	6	1	28	114	20	12	1	16	14	39	0	5	9
V87	17	80	28	18	2	4	1	2	5	0	5	6	19	10	0	0
V88	10	33	18	37	14	14	1	1	33	1	9	2	1	6	5	0
V89	24	4	0	85	151	0	7	0	55	0	2	0	0	37	0	0
V90	10	9	15	4	0	0	0	0	0	1	0	0	0	0	5	0
V91	1	107	78	10	2	81	65	45	1	128	58	68	15	0	19	0
V92	39	6	4	0	17	19	0	0	18	0	11	5	17	0	27	12
V93	0	2	14	0	17	33	0	0	18	0	14	18	8	0	30	15
V94	14	17	8	8	9	12	23	20	7	27	0	7	0	0	0	0
V95	4	0	0	0	49	16	0	9	37	0	0	0	0	0	11	34
V96	271	66	64	257	4	13	35	80	0	99	12	12	35	11	8	32
