MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L
1:Del:C:0	1.38E-03	1.38E-03	3.20E-02	2.05E-03	0.00E+00	1.50E-03	4.68E-02	1.25E-02	2.13E-06	2.36E-02	4.46E-02	4.20E-03
1:Del:C:1	0.00E+00	2.25E-04	1.74E-02	2.77E-04	2.05E-03	4.11E-03	1.80E-02	7.14E-03	3.06E-03	4.17E-03	1.29E-02	1.80E-02
1:Del:C:2	2.27E-05	4.31E-05	7.80E-04	1.08E-08	9.31E-05	6.84E-04	1.05E-03	2.02E-03	6.36E-04	1.23E-07	2.24E-03	1.10E-03
1:Del:C:3	2.42E-04	3.85E-04	3.45E-03	3.40E-04	5.10E-04	4.92E-04	1.01E-03	3.63E-03	3.79E-03	2.86E-03	6.20E-03	9.15E-03
1:Del:C:4	5.91E-04	1.43E-04	1.89E-03	2.34E-03	1.10E-03	1.13E-03	2.58E-03	5.01E-04	0.00E+00	2.30E-03	6.56E-03	8.45E-03
1:Del:C:5	0.00E+00	0.00E+00	9.61E-05	1.37E-03	1.05E-03	2.67E-04	2.69E-03	1.85E-03	1.38E-03	1.58E-03	7.72E-03	2.91E-03
1:Del:T:0	1.04E-03	3.66E-04	1.19E-02	1.36E-03	1.16E-03	4.46E-03	1.11E-02	1.14E-02	5.65E-04	8.11E-03	1.17E-02	2.67E-02
1:Del:T:1	1.26E-07	0.00E+00	7.16E-03	0.00E+00	6.18E-08	1.95E-03	1.57E-02	1.19E-02	2.79E-03	3.33E-03	1.35E-02	1.26E-02
1:Del:T:2	1.03E-03	7.13E-04	1.37E-02	1.33E-03	6.72E-05	0.00E+00	2.05E-02	4.27E-03	2.85E-03	5.29E-04	2.39E-02	2.33E-02
1:Del:T:3	7.72E-04	1.11E-04	1.03E-02	3.12E-03	9.52E-04	2.76E-03	1.50E-02	7.40E-03	1.05E-02	2.15E-03	1.42E-02	2.23E-02
1:Del:T:4	2.89E-04	3.10E-04	1.25E-02	4.71E-03	5.16E-04	0.00E+00	2.51E-02	2.87E-03	1.01E-02	0.00E+00	2.13E-02	7.39E-03
1:Del:T:5	1.77E-02	1.07E-07	2.58E-07	1.26E-02	1.38E-03	1.02E-06	1.11E-07	5.82E-04	4.88E-03	2.79E-03	8.47E-03	1.04E-01
1:Ins:C:0	2.31E-08	2.00E-08	2.34E-08	6.21E-08	5.26E-08	9.15E-04	1.46E-07	5.66E-04	6.68E-08	1.73E-03	2.45E-04	6.20E-06
1:Ins:C:1	3.44E-08	4.12E-05	4.02E-07	1.01E-07	2.51E-08	5.50E-04	3.80E-03	2.07E-03	1.15E-04	3.17E-04	2.85E-04	3.04E-04
1:Ins:C:2	2.46E-08	2.70E-08	3.91E-04	2.39E-08	1.16E-04	3.60E-04	1.71E-04	5.95E-04	2.10E-08	4.51E-04	1.80E-03	1.15E-03
1:Ins:C:3	8.00E-05	2.70E-08	1.33E-08	5.26E-08	4.30E-05	4.23E-05	2.29E-04	2.94E-04	4.22E-04	2.57E-04	9.60E-05	2.99E-07
1:Ins:C:4	0.00E+00	5.36E-05	1.81E-04	4.17E-04	5.33E-04	3.11E-04	9.86E-04	2.17E-04	2.04E-03	6.99E-04	3.82E-03	1.94E-03
1:Ins:C:5	1.89E-05	0.00E+00	2.31E-07	1.59E-03	3.86E-03	7.56E-04	6.75E-04	0.00E+00	9.13E-03	1.40E-46	1.43E-02	2.52E-03
1:Ins:T:0	1.64E-08	0.00E+00	4.51E-03	1.66E-06	2.82E-04	1.00E-03	9.81E-04	1.85E-03	3.73E-03	2.85E-03	1.17E-02	5.04E-04
1:Ins:T:1	4.90E-08	0.00E+00	2.48E-03	2.69E-08	1.39E-07	8.52E-04	3.16E-03	2.78E-03	2.11E-07	1.82E-04	9.23E-03	1.36E-02
1:Ins:T:2	2.83E-04	0.00E+00	2.70E-04	9.30E-05	5.85E-05	1.15E-03	4.50E-04	5.91E-04	9.43E-05	2.65E-03	3.28E-03	4.02E-03
1:Ins:T:3	5.83E-05	1.13E-04	2.56E-04	5.23E-05	1.35E-03	2.11E-04	6.01E-03	8.65E-04	2.52E-03	1.20E-02	2.55E-03	5.67E-03
1:Ins:T:4	5.26E-05	1.93E-04	4.06E-04	2.00E-04	3.21E-03	1.87E-04	8.65E-04	7.51E-04	8.72E-03	4.00E-03	6.36E-03	8.54E-03
1:Ins:T:5	4.00E-03	7.64E-04	5.46E-04	1.50E-03	1.29E-02	9.06E-03	3.84E-03	5.53E-03	8.90E-02	2.67E-02	7.69E-02	3.62E-02
2:Del:R:0	1.98E-04	4.77E-05	4.32E-03	0.00E+00	6.77E-04	2.15E-03	4.06E-03	6.15E-04	7.57E-04	3.56E-03	2.13E-03	1.37E-02
2:Del:R:1	1.35E-04	0.00E+00	4.20E-04	4.88E-04	1.18E-03	2.68E-03	5.85E-04	1.73E-03	1.62E-03	2.75E-03	3.76E-04	5.61E-03
2:Del:R:2	7.89E-05	0.00E+00	4.09E-04	5.20E-04	1.06E-04	3.82E-04	4.91E-04	2.93E-04	1.22E-03	7.66E-04	3.68E-03	5.66E-04
2:Del:R:3	1.27E-08	4.72E-08	6.94E-05	1.20E-04	1.85E-04	1.45E-04	2.35E-07	4.10E-08	1.61E-03	3.61E-07	1.53E-03	7.58E-05
2:Del:R:4	2.18E-08	3.63E-08	2.09E-07	5.05E-05	2.22E-04	1.74E-05	9.12E-08	1.25E-04	4.50E-04	3.45E-04	1.64E-04	5.20E-04
2:Del:R:5	5.17E-08	3.49E-08	4.58E-08	1.85E-04	9.60E-08	3.95E-05	5.95E-08	9.04E-05	1.61E-07	4.20E-04	3.25E-04	1.23E-08
3:Del:R:0	5.75E-08	3.80E-05	6.32E-04	2.66E-04	1.08E-06	1.81E-03	1.51E-03	7.10E-03	1.02E-03	5.75E-03	1.78E-02	6.35E-03
3:Del:R:1	2.25E-04	6.66E-05	1.04E-03	4.66E-04	1.26E-03	3.55E-04	4.30E-03	1.18E-03	6.21E-03	1.26E-02	1.28E-02	4.27E-03
3:Del:R:2	5.67E-04	0.00E+00	4.40E-04	4.41E-04	3.86E-08	1.57E-04	2.06E-03	1.15E-03	1.23E-03	9.66E-04	4.06E-03	6.00E-04
3:Del:R:3	3.56E-08	7.43E-05	2.39E-04	1.63E-04	1.50E-07	1.14E-04	3.64E-04	1.73E-04	1.02E-07	4.04E-07	7.92E-04	3.12E-08
3:Del:R:4	1.24E-08	1.92E-08	3.53E-08	9.59E-09	3.29E-08	3.12E-08	1.56E-07	7.64E-08	1.06E-07	1.43E-07	1.88E-07	1.57E-07
