Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S
V1	58	18	4	13	0	26	80	2	0	5	7	0	1	5	30	6	0	0	6
V2	17	8	7	0	8	2	3	0	0	5	1	0	1	0	5	0	9	0	2
V3	7	56	10	5	3	2	0	11	3	5	14	8	4	13	6	0	0	1	0
V4	3	1	4	50	36	86	9	32	27	76	0	26	19	4	0	13	0	0	0
V5	137	0	34	42	30	0	0	39	11	10	0	30	34	63	0	22	3	17	0
V6	72	26	0	4	0	8	2	0	5	0	8	0	0	8	11	0	36	15	0
V7	60	358	26	7	14	22	23	29	3	0	44	0	0	4	39	0	2	4	15
V8	26	110	51	6	4	13	21	13	2	23	11	0	4	8	27	1	0	0	21
V9	189	10	38	68	18	28	37	7	63	0	5	0	3	14	15	0	55	7	0
V10	10	25	23	12	9	17	15	10	0	11	6	13	9	6	25	28	0	0	0
V11	52	54	0	0	1	9	3	0	0	0	29	0	0	8	14	0	6	2	0
V12	16	24	83	0	21	13	9	3	0	90	6	0	14	0	25	0	2	3	3
V13	5	13	9	3	42	10	55	0	2	13	4	5	20	3	4	19	0	0	0
V14	13	5	0	31	78	15	17	156	4	2	0	17	59	4	8	18	22	0	0
V15	98	29	1	2	1	0	0	0	6	0	12	0	0	1	0	4	15	10	0
V16	190	0	0	19	0	0	0	13	19	2	1	6	0	5	0	24	19	0	0
V17	3	60	0	27	0	0	0	0	14	0	25	0	0	29	0	0	0	0	0
V18	0	65	14	80	3	7	3	0	16	0	38	0	0	5	3	0	0	0	0
V19	10	63	4	20	3	15	19	1	19	0	0	0	0	5	17	4	0	0	9
V20	12	29	7	32	169	0	1	77	54	14	7	14	9	5	0	8	0	0	0
V21	20	12	148	0	33	6	8	0	0	0	0	46	31	1	5	0	44	12	0
V22	1	0	51	0	4	1	4	0	0	0	1	13	2	0	0	2	0	0	4
V23	180	0	131	12	24	16	24	12	5	0	0	8	7	8	14	0	2	0	3
V24	30	42	22	1	13	43	29	8	5	2	2	0	0	1	20	30	0	0	0
V25	20	102	0	2	1	0	0	0	0	0	5	0	0	1	0	0	0	7	0
V26	236	5	0	7	38	0	11	36	16	52	3	9	10	9	0	0	7	30	14
V27	14	51	0	34	0	0	0	0	22	0	25	0	0	23	0	0	0	0	0
V28	12	141	84	81	44	0	0	7	9	0	80	10	10	0	5	0	3	0	0
V29	4	0	7	6	1	0	0	0	1	0	0	2	0	3	0	0	0	4	0
V30	0	6	52	72	1	0	0	0	56	0	0	3	2	51	0	0	0	0	0
V31	19	1	0	6	46	0	10	75	7	37	6	9	44	1	5	3	14	1	0
V32	27	24	0	3	0	0	0	0	8	0	27	0	0	1	0	0	2	0	0
V33	0	19	78	0	8	12	10	2	0	0	11	11	1	0	0	0	2	7	0
V34	7	92	3	6	2	11	25	0	14	5	14	0	0	7	4	12	3	19	0
V35	9	55	9	8	0	4	0	0	2	0	15	0	0	7	0	0	3	4	0
V36	10	26	0	20	5	18	6	0	47	0	36	0	0	63	1	0	0	0	0
V37	5	7	71	37	1	11	2	1	47	0	1	9	1	29	3	0	0	6	0
