Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S
V38	0	18	4	19	13	0	2	6	14	5	1	8	5	0	0	1	1	0	4
V39	25	51	98	11	8	1	0	5	2	0	7	17	0	9	0	0	1	0	0
V40	13	10	0	3	10	129	45	10	4	0	6	0	2	0	59	12	0	0	5
V41	1	23	19	2	34	15	4	13	0	11	1	17	27	0	1	15	0	0	0
V42	214	89	12	64	0	23	10	0	33	0	12	0	0	45	27	7	20	18	7
V43	14	3	46	43	5	0	0	0	1	0	0	14	2	22	0	0	0	2	9
V44	15	5	152	15	23	3	0	12	6	0	4	5	10	0	0	2	3	0	0
V45	27	10	1	6	1	12	23	3	12	0	7	0	0	0	5	0	0	0	0
V46	3	30	63	6	19	3	0	1	0	2	3	0	4	7	0	9	0	1	8
V47	5	15	6	1	8	4	0	0	0	1	10	0	7	0	3	6	0	2	0
V48	12	3	34	8	42	23	38	20	7	0	7	49	15	9	75	4	0	0	2
V49	0	110	11	20	0	0	0	0	9	0	32	7	1	13	0	0	0	0	0
V50	0	138	0	12	10	3	0	12	0	0	13	0	2	0	0	0	3	0	0
V51	2	86	26	0	2	18	20	10	2	0	9	9	1	6	2	0	0	0	0
V52	13	5	105	14	2	4	14	8	7	0	0	16	8	11	0	15	0	7	0
V53	182	8	3	28	3	5	0	1	8	0	0	1	10	15	1	1	8	0	0
V54	8	31	224	22	0	35	9	0	22	5	0	43	11	2	17	2	0	11	0
V55	17	15	30	0	6	2	0	0	0	2	3	2	2	0	1	12	5	0	0
V56	24	15	44	0	12	23	0	0	8	26	7	22	9	0	20	0	0	0	0
V57	0	1	99	30	8	16	34	0	7	6	1	18	0	4	20	0	0	4	0
V58	28	5	12	4	9	75	57	4	0	37	3	0	0	8	1	1	0	0	0
V59	3	0	6	8	6	6	45	17	12	0	4	0	27	6	25	0	0	0	4
V60	0	0	45	0	6	0	0	2	2	0	4	3	2	0	0	5	0	0	6
V61	0	184	21	28	12	15	7	24	28	0	16	24	21	22	5	0	0	0	29
V62	2	79	146	3	2	2	18	0	5	8	35	10	23	1	20	4	5	0	4
V63	142	126	4	0	4	29	10	44	1	57	47	0	22	0	21	0	0	1	0
V64	22	0	27	2	0	21	3	1	1	5	0	0	1	0	10	0	0	3	8
V65	1	94	0	0	30	4	0	22	0	4	16	14	19	0	0	15	13	0	0
V66	3	77	2	0	2	12	2	0	2	14	13	0	0	13	7	0	0	0	0
V67	5	6	0	2	2	0	1	0	0	0	3	1	0	3	0	0	1	0	0
V68	125	33	225	3	1	18	20	0	2	0	4	3	2	0	10	4	9	27	10
V69	37	0	0	36	15	6	19	9	28	0	0	13	9	14	3	2	15	0	0
V70	0	98	7	8	0	0	0	0	3	0	25	0	0	2	0	0	0	0	0
V71	0	104	3	107	2	4	0	0	36	0	60	0	0	20	1	0	0	0	0
V72	74	18	0	10	3	11	12	7	4	0	1	15	3	0	16	0	7	2	7
V73	0	17	19	45	0	1	0	0	55	0	1	0	1	16	0	0	0	0	0
V74	0	13	0	23	36	10	1	17	22	12	0	2	25	23	15	4	0	0	0
V75	42	2	18	2	102	0	0	0	1	2	3	10	47	0	0	36	0	0	39
V76	159	4	108	0	8	0	7	10	1	0	2	33	3	0	2	7	0	25	0
V77	60	7	2	5	0	1	1	0	8	0	1	0	0	0	0	0	17	0	0
V78	3	1	0	18	26	43	34	5	34	57	0	13	0	9	0	0	8	0	4
V79	7	41	18	69	0	2	0	0	8	0	22	1	0	14	0	0	0	0	0
V80	148	59	4	13	13	30	6	2	13	59	8	0	21	4	44	3	13	0	0
V81	3	0	17	7	65	0	2	97	1	0	8	31	61	0	0	5	0	6	8
V82	21	2	4	0	0	4	11	0	0	10	2	17	0	0	10	10	0	0	0
V83	751	0	295	40	22	57	30	0	5	77	0	22	32	60	29	0	0	39	0
V84	32	1	2	16	1	2	1	5	5	0	0	0	2	6	1	10	5	0	0
V85	28	28	0	0	13	0	0	12	0	0	9	6	8	4	0	0	0	5	11
V86	30	84	8	0	2	41	11	0	0	1	17	0	0	11	6	0	10	0	13
V87	12	0	10	26	101	2	0	40	12	0	2	28	22	19	0	0	0	0	0
V88	23	90	11	85	70	9	5	2	37	0	16	17	35	16	10	0	0	5	17
V89	2	6	95	17	60	2	2	39	13	0	4	64	0	7	7	0	0	2	10
V90	237	102	6	7	53	73	73	12	45	27	30	0	61	12	18	0	0	0	6
V91	15	0	2	69	16	19	32	1	16	39	0	0	7	44	0	24	0	0	0
V92	126	31	4	3	40	0	0	13	5	0	3	7	21	5	0	0	0	2	0
V93	1	15	23	6	7	8	38	13	4	45	7	12	5	3	44	12	0	0	6
V94	69	38	32	3	17	46	30	12	4	0	27	20	8	0	8	0	0	24	0
V95	9	1	53	0	9	1	2	17	0	31	0	36	27	3	0	23	2	0	8
V96	209	14	2	5	0	14	38	2	7	50	5	0	2	0	22	0	0	48	0
V97	73	11	15	19	2	0	5	0	2	0	0	0	3	0	0	0	0	14	0
V98	71	37	79	0	39	0	0	22	0	0	5	12	1	0	1	17	20	0	48
V99	9	28	46	4	20	27	76	5	2	43	13	80	1	1	11	0	1	17	22
V100	2	6	5	18	2	10	6	0	15	0	0	2	1	0	0	0	0	0	0
