Sample Names	MutationType	ID1	ID2	ID8	ID9	ID83A	ID83B
V1	1:Del:C:0	0.0	0.0	0.055554521133365564	0.9343994749498289	0.0	0.010046003916805513
V1	1:Del:C:1	0.0	0.0	0.10559331790543747	0.8829862407843808	0.0	0.011420441310181603
V1	1:Del:C:2	0.0	0.0	0.38230096337592046	0.6176990366240795	0.0	0.0
V1	1:Del:C:3	0.0	0.0	0.1818494108396637	0.7152215158542932	0.0	0.10292907330604316
V1	1:Del:C:4	0.0	0.0	0.04708388033558103	0.9224715641787951	0.0	0.03044455548562394
V1	1:Del:C:5	0.0	0.0	0.332928346079203	0.031947577732614696	0.0	0.6351240761881822
V1	1:Del:T:0	0.0	0.0	0.13788503072891392	0.846430910659764	0.0	0.01568405861132218
V1	1:Del:T:1	0.0	0.0	0.10515983638346238	0.8912893554137611	0.0	0.0035508082027766196
V1	1:Del:T:2	0.0	0.0	0.049668566244210705	0.9485378161424072	0.0	0.001793617613382147
V1	1:Del:T:3	0.0	0.0	0.04115080610024293	0.9486686470824218	0.0	0.010180546817335288
V1	1:Del:T:4	0.0	0.0	0.006700604937671139	0.9932993950623289	0.0	0.0
V1	1:Del:T:5	0.0	0.0	0.8509370458844142	0.1490029319319348	0.0	6.00221836510367e-05
V1	1:Ins:C:0	0.0	0.0	0.929759745401202	3.639296018820516e-15	0.0	0.0702402545987945
V1	1:Ins:C:1	0.0	0.0	0.9982236367677736	0.0017763632322263584	0.0	0.0
V1	1:Ins:C:2	0.0	0.0	0.14252258779994328	0.06582415517718324	0.0	0.7916532570228735
V1	1:Ins:C:3	0.0	0.0	0.9999999999999071	9.285640726373104e-14	0.0	0.0
V1	1:Ins:C:4	0.0	0.0	0.9922649539746856	0.007735046025314371	0.0	0.0
V1	1:Ins:C:5	0.0	0.0	0.28500975380683063	0.08582509047420236	0.0	0.629165155718967
V1	1:Ins:T:0	0.0	0.0	0.1450798951256095	0.8119416775382846	0.0	0.042978427336105844
V1	1:Ins:T:1	0.0	0.0	0.18530709911085372	0.7905463797334532	0.0	0.024146521155692973
V1	1:Ins:T:2	0.0	0.0	0.23595394722726437	0.7640460527727357	0.0	0.0
V1	1:Ins:T:3	0.0	0.0	0.0018022938790938905	0.005307279292905864	0.0	0.9928904268280003
V1	1:Ins:T:4	0.0	0.0	0.169966597412608	0.655121563206896	0.0	0.17491183938049612
V1	1:Ins:T:5	0.0	0.0	0.5904913333884625	0.33813377149650975	0.0	0.07137489511502768
V1	2:Del:R:0	0.0	0.0	0.24312231117359287	0.7305268438996355	0.0	0.026350844926771613
V1	2:Del:R:1	0.0	0.0	0.6170381305282788	0.3829618694717212	0.0	0.0
V1	2:Del:R:2	0.0	0.0	0.18273763318243333	0.8172623668175667	0.0	0.0
V1	2:Del:R:3	0.0	0.0	0.1238008222932846	0.8761991777067153	0.0	0.0
V1	2:Del:R:4	0.0	0.0	0.010454856117060997	4.1281166887423503e-16	0.0	0.9895451438829386
V1	2:Del:R:5	0.0	0.0	0.9668442942955414	1.2557338816940239e-14	0.0	0.033155705704445995
V1	3:Del:R:0	0.0	0.0	0.6482586289128961	0.33797294388346183	0.0	0.013768427203642014
V1	3:Del:R:1	0.0	0.0	0.1329346479489231	0.8479307320261402	0.0	0.019134620024936592
V1	3:Del:R:2	0.0	0.0	0.12124431709124303	0.8214835261700411	0.0	0.05727215673871588
V1	3:Del:R:3	0.0	0.0	0.09901526757045895	0.23599558584280123	0.0	0.6649891465867399
V1	3:Del:R:4	0.0	0.0	0.9063477522630702	3.659209955032246e-12	0.0	0.09365224773327063
V1	3:Del:R:5	0.0	0.0	0.005461137550979742	6.493352560615474e-16	0.0	0.9945388624490196
V1	4:Del:R:0	0.0	0.0	0.5869228288349163	0.2513492559261927	0.0	0.16172791523889088
V1	4:Del:R:1	0.0	0.0	0.1192881690958045	0.675355428041837	0.0	0.20535640286235862
V1	4:Del:R:2	0.0	0.0	0.12596268324123003	0.8279975445104771	0.0	0.046039772248292934
V1	4:Del:R:3	0.0	0.0	0.3756019293221732	0.6207865220741473	0.0	0.0036115486036795005
V1	4:Del:R:4	0.0	0.0	0.9999999999998888	1.1120246659813768e-13	0.0	0.0
V1	4:Del:R:5	0.0	0.0	0.18691250731965758	0.8077922240628733	0.0	0.005295268617469061
V1	5:Del:R:0	0.0	0.0	0.9466305637982102	0.006142125514000783	0.0	0.04722731068778904
V1	5:Del:R:1	0.0	0.0	0.0006197494123619825	0.0010386992223689745	0.0	0.998341551365269
V1	5:Del:R:2	0.0	0.0	0.49374269184620206	0.5062573081537979	0.0	0.0
V1	5:Del:R:3	0.0	0.0	0.07709327163114069	0.11563990744671103	0.0	0.8072668209221483
V1	5:Del:R:4	0.0	0.0	0.8842849472661443	0.11357270930715417	0.0	0.0021423434267014855
V1	5:Del:R:5	0.0	0.0	0.4244233204787156	0.5729235793369569	0.0	0.0026531001843274316
V1	2:Ins:R:0	0.0	0.0	0.45190630991552766	0.5480936900844724	0.0	0.0
V1	2:Ins:R:1	0.0	0.0	0.28347992221350343	0.7165200777864965	0.0	0.0
V1	2:Ins:R:2	0.0	0.0	0.16676229750534913	0.8332377024946509	0.0	0.0
V1	2:Ins:R:3	0.0	0.0	0.18378373357976338	0.7278263477621179	0.0	0.08838991865811886
V1	2:Ins:R:4	0.0	0.0	0.002276406090235873	0.008419959875932687	0.0	0.9893036340338315
V1	2:Ins:R:5	0.0	0.0	0.6520263183662578	3.998520030063132e-15	0.0	0.3479736816337382
V1	3:Ins:R:0	0.0	0.0	0.5674089631320209	0.43256476843726327	0.0	2.6268430715933212e-05
V1	3:Ins:R:1	0.0	0.0	0.2897314694882276	0.7102685305117723	0.0	0.0
V1	3:Ins:R:2	0.0	0.0	0.3645939903805221	0.6351607138116628	0.0	0.00024529580781501955
V1	3:Ins:R:3	0.0	0.0	0.0009394732516058991	0.00025680588091390804	0.0	0.9988037208674803
V1	3:Ins:R:4	0.0	0.0	0.7908052726387863	0.2086506156043372	0.0	0.000544111756876542
V1	3:Ins:R:5	0.0	0.0	0.03800037118830126	1.1233989515230046e-14	0.0	0.9619996288116875
V1	4:Ins:R:0	0.0	0.0	0.702716476833037	0.2970524339888563	0.0	0.00023108917810686825
V1	4:Ins:R:1	0.0	0.0	0.17652318725167376	0.2288498959340447	0.0	0.5946269168142816
V1	4:Ins:R:2	0.0	0.0	0.4843101618219556	0.5140112856383208	0.0	0.0016785525397235567
V1	4:Ins:R:3	0.0	0.0	0.16603044710493137	0.8320873223207518	0.0	0.0018822305743168041
V1	4:Ins:R:4	0.0	0.0	0.9999999999999474	5.2648225190372633e-14	0.0	0.0
V1	4:Ins:R:5	0.0	0.0	0.5282975544011682	0.002602024725001094	0.0	0.46910042087383064
V1	5:Ins:R:0	0.0	0.0	0.48964712111736386	0.5102018128969107	0.0	0.00015106598572529276
V1	5:Ins:R:1	0.0	0.0	0.7924482868650755	0.20360933842912957	0.0	0.003942374705794926
V1	5:Ins:R:2	0.0	0.0	0.3296458323986419	0.6703457972846664	0.0	8.370316691737024e-06
V1	5:Ins:R:3	0.0	0.0	0.30649065014411253	0.6933864637957072	0.0	0.00012288606018017552
V1	5:Ins:R:4	0.0	0.0	0.03417475463257824	0.512114275651395	0.0	0.45371096971602676
V1	5:Ins:R:5	0.0	0.0	0.16894541225495655	0.017537248581235683	0.0	0.8135173391638078
V1	2:Del:M:1	0.0	0.0	0.332226834705702	0.5275108227963005	0.0	0.14026234249799743
V1	3:Del:M:1	0.0	0.0	0.5731244306595308	0.3715399442515603	0.0	0.05533562508890893
V1	3:Del:M:2	0.0	0.0	0.5717643153397589	0.41016405836646064	0.0	0.018071626293780448
V1	4:Del:M:1	0.0	0.0	0.5810045880833905	0.3855770421998883	0.0	0.03341836971672125
V1	4:Del:M:2	0.0	0.0	0.19441645453815948	0.8055835454599025	0.0	1.938053229038789e-12
V1	4:Del:M:3	0.0	0.0	0.16236627497773096	0.7521748790068499	0.0	0.08545884601541918
V1	5:Del:M:1	0.0	0.0	0.9850127279299543	0.0002484249175238391	0.0	0.014738847152521939
V1	5:Del:M:2	0.0	0.0	0.947155290196257	0.003390414553241211	0.0	0.04945429525050183
V1	5:Del:M:3	0.0	0.0	0.9758459841384227	0.02415401586157723	0.0	0.0
V1	5:Del:M:4	0.0	0.0	0.8807409860830983	0.04824794455331322	0.0	0.07101106936358861
V1	5:Del:M:5	0.0	0.0	0.963138483416418	8.132075184590575e-16	0.0	0.036861516583581166
V2	1:Del:C:0	0.0005800725621120673	0.0	0.0	0.9942152533695112	0.005204674068376714	0.0
V2	1:Del:C:1	0.009306539892127267	0.0	0.0	0.984327818572534	0.006365641535338606	0.0
