MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
1:Del:C:0	3.90E-03	2.44E-03	3.40E-03	1.78E-03	1.40E-46	2.26E-02	1.55E-02	3.48E-02	2.94E-02
1:Del:C:1	1.08E-03	0.00E+00	3.85E-03	2.50E-05	7.03E-04	1.18E-02	9.64E-03	2.23E-02	1.17E-02
1:Del:C:2	2.59E-08	4.08E-08	5.48E-04	3.32E-05	1.23E-04	6.76E-04	5.76E-04	2.19E-03	5.22E-04
1:Del:C:3	1.25E-04	4.82E-04	7.79E-04	0.00E+00	6.49E-04	2.06E-03	2.28E-03	5.85E-03	3.12E-03
1:Del:C:4	3.99E-04	7.54E-04	0.00E+00	1.37E-04	0.00E+00	1.83E-03	1.55E-04	1.97E-03	3.80E-03
1:Del:C:5	2.17E-04	1.65E-03	0.00E+00	1.74E-04	1.05E-03	2.55E-05	3.95E-04	2.31E-03	5.61E-03
1:Del:T:0	1.79E-04	2.12E-03	2.36E-03	2.75E-04	7.02E-04	6.64E-03	1.81E-02	1.44E-02	7.62E-03
1:Del:T:1	4.88E-04	0.00E+00	2.58E-03	1.57E-04	4.75E-08	5.26E-03	1.02E-02	1.00E-02	3.95E-03
1:Del:T:2	1.16E-04	1.39E-03	2.65E-04	8.34E-05	7.53E-04	5.91E-03	5.60E-03	1.37E-02	8.47E-03
1:Del:T:3	0.00E+00	2.35E-03	1.88E-03	1.09E-04	1.40E-46	1.28E-02	6.86E-03	2.77E-02	1.64E-02
1:Del:T:4	9.98E-04	2.56E-03	0.00E+00	0.00E+00	2.70E-03	7.70E-03	2.83E-03	2.74E-02	1.10E-02
1:Del:T:5	1.59E-07	4.75E-03	9.02E-08	6.77E-04	1.18E-07	3.40E-08	5.64E-03	3.31E-07	1.06E-01
1:Ins:C:0	7.46E-09	1.13E-06	3.94E-04	3.02E-08	1.27E-07	9.80E-09	1.14E-03	7.73E-08	4.77E-05
1:Ins:C:1	4.83E-05	2.36E-07	3.49E-04	2.99E-08	2.29E-07	3.75E-05	1.70E-03	1.94E-07	5.21E-04
1:Ins:C:2	2.65E-05	1.81E-08	3.30E-04	2.06E-08	8.21E-08	1.54E-04	1.61E-03	9.52E-04	1.22E-03
1:Ins:C:3	1.63E-08	6.61E-05	8.11E-09	1.69E-08	1.24E-04	1.69E-04	1.80E-07	5.22E-04	1.22E-04
1:Ins:C:4	2.82E-04	4.14E-04	3.45E-04	0.00E+00	3.14E-04	3.07E-04	4.00E-04	1.26E-03	2.76E-03
1:Ins:C:5	3.18E-04	1.27E-03	5.81E-04	4.92E-04	5.09E-03	1.13E-04	3.92E-03	7.75E-04	6.13E-03
1:Ins:T:0	9.54E-06	1.33E-04	5.35E-04	1.47E-04	3.45E-04	2.72E-03	5.62E-03	7.31E-03	9.94E-04
1:Ins:T:1	1.95E-04	2.57E-04	4.61E-04	1.22E-04	1.31E-08	2.15E-03	1.51E-03	2.92E-03	4.56E-04
1:Ins:T:2	7.65E-05	2.79E-04	1.09E-04	4.06E-08	7.66E-08	4.77E-04	3.14E-05	7.72E-04	1.68E-03
1:Ins:T:3	8.17E-05	3.79E-04	1.89E-05	3.92E-04	7.20E-04	3.10E-04	1.37E-03	2.79E-03	8.15E-04
1:Ins:T:4	0.00E+00	6.88E-04	2.95E-04	7.31E-05	7.62E-04	1.49E-04	5.16E-03	2.05E-03	1.68E-03
1:Ins:T:5	3.11E-08	1.12E-03	3.01E-03	1.62E-07	8.89E-03	3.78E-03	5.08E-03	9.01E-02	4.05E-02
2:Del:R:0	0.00E+00	1.83E-04	1.09E-03	2.33E-04	2.31E-04	2.16E-03	2.91E-03	7.19E-03	1.06E-03
2:Del:R:1	7.13E-05	5.46E-04	1.01E-03	4.23E-04	4.35E-04	1.34E-03	5.63E-03	3.37E-03	5.27E-03
2:Del:R:2	1.21E-06	6.84E-04	2.01E-04	1.04E-09	0.00E+00	3.60E-04	6.55E-07	3.59E-04	2.49E-03
2:Del:R:3	1.47E-08	2.73E-04	9.60E-09	3.16E-08	4.24E-05	3.74E-04	3.54E-07	9.78E-08	2.18E-04
2:Del:R:4	1.17E-02	9.47E-08	1.40E-46	1.63E-06	2.98E-04	2.22E-03	1.09E-02	7.67E-04	5.02E-02
2:Del:R:5	3.28E-08	4.18E-08	3.28E-04	5.37E-05	1.17E-04	3.07E-09	1.94E-03	8.58E-05	1.27E-07
3:Del:R:0	0.00E+00	6.70E-05	1.22E-03	2.74E-04	2.69E-04	1.02E-03	3.74E-03	9.55E-04	1.11E-03
