NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	43.672	16.446	10.265	9.661	0.094	0.993	50000.0
2	43.793	16.614	10.369	9.816	0.099	0.993	60000.0
3	39.454	14.97	9.267	8.594	0.092	0.995	30000.0
4	44.778	17.092	10.641	10.102	0.101	0.993	40000.0
5	44.478	16.438	10.612	9.464	0.097	0.994	60000.0
6	44.869	17.031	10.88	10.248	0.099	0.993	60000.0
7	42.68	16.331	9.945	9.499	0.098	0.994	30000.0
8	48.534	17.741	12.725	11.396	0.103	0.99	20000.0
9	42.207	15.901	9.99	9.324	0.096	0.994	40000.0
10	44.119	16.368	10.522	9.363	0.096	0.994	50000.0
