NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	30.437	12.858	7.66	8.071	0.069	0.995	80000.0
2	34.662	15.107	8.842	9.565	0.075	0.993	60000.0
3	33.564	14.837	8.661	9.396	0.079	0.994	30000.0
4	30.547	13.256	7.653	8.377	0.073	0.994	40000.0
5	34.713	15.295	9.036	9.671	0.074	0.993	60000.0
6	33.9	14.877	8.431	8.999	0.076	0.994	80000.0
7	32.782	14.193	8.097	8.446	0.073	0.995	50000.0
8	33.663	14.675	8.326	9.041	0.078	0.994	50000.0
9	34.399	14.257	8.709	8.718	0.074	0.995	90000.0
10	34.483	15.07	8.565	9.23	0.076	0.994	90000.0
