NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	47.091	17.248	11.455	10.5	0.084	0.992	100000.0
2	44.873	16.419	11.022	10.174	0.084	0.992	60000.0
3	48.62	17.654	11.815	11.057	0.086	0.991	50000.0
4	46.015	16.879	11.417	10.604	0.08	0.992	70000.0
5	44.861	15.888	10.817	9.709	0.078	0.994	50000.0
6	46.595	16.743	11.115	10.056	0.081	0.993	70000.0
7	43.056	15.531	10.482	9.605	0.075	0.993	100000.0
8	40.887	14.667	9.58	8.918	0.079	0.994	50000.0
9	42.716	15.224	10.535	9.52	0.076	0.994	40000.0
10	46.548	16.712	11.28	10.24	0.08	0.993	60000.0
