NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	42.691	16.213	10.475	10.122	0.098	0.992	20000.0
2	39.898	15.021	9.225	8.832	0.097	0.994	60000.0
3	45.261	16.615	10.538	9.665	0.098	0.993	50000.0
4	42.813	15.667	10.248	9.275	0.091	0.994	30000.0
5	41.454	15.314	9.565	8.782	0.093	0.995	60000.0
6	41.984	15.657	10.19	9.187	0.091	0.994	50000.0
7	45.583	16.907	10.763	10.06	0.101	0.993	60000.0
8	41.832	15.73	9.961	9.326	0.095	0.994	80000.0
9	47.586	17.768	12.338	11.339	0.098	0.991	80000.0
10	43.113	15.935	10.107	9.412	0.096	0.994	50000.0
