Samples	ID83A	ID83B	ID83C
V1	1.33E+01	0.00E+00	1.33E+01
V2	5.43E+00	3.14E+00	4.21E+00
V3	8.07E+00	4.59E+00	7.45E+00
V4	2.76E+01	1.45E+01	2.61E+01
V5	3.55E+00	2.37E+01	2.50E+01
V6	2.20E+01	6.00E-01	2.21E+01
V7	9.20E-01	1.51E+01	1.51E+01
V8	5.84E+00	2.69E+00	6.83E+00
V9	5.68E+00	4.09E+00	7.29E+00
V10	7.88E+00	2.62E+00	7.99E+00
V11	3.12E+01	1.47E+01	3.17E+01
V12	1.09E+01	7.23E+00	1.07E+01
V13	1.88E+01	1.10E+01	1.90E+01
V14	7.27E+00	1.26E+01	1.79E+01
V15	1.32E+00	4.53E-01	1.32E+00
V16	1.24E+01	6.59E+00	1.28E+01
V17	6.13E+00	6.69E+00	1.25E+01
V18	1.18E+01	4.95E+00	1.19E+01
V19	8.92E-01	5.79E+00	6.19E+00
V20	1.99E+00	2.00E+01	2.09E+01
V21	2.61E+00	3.50E+00	2.90E+00
V22	2.10E+00	2.08E+00	1.39E+00
V23	2.55E+01	1.47E+01	2.84E+01
V24	1.20E+00	1.31E+00	5.43E-01
V25	4.23E+00	7.95E-01	4.42E+00
V26	7.93E+00	6.96E+00	8.87E+00
V27	3.72E+00	1.15E+00	4.16E+00
V28	6.58E+00	1.14E+01	1.34E+01
V29	2.10E+00	1.37E+01	1.42E+01
V30	6.40E+00	1.27E+01	1.59E+01
V31	1.28E+00	7.27E-01	1.41E+00
V32	2.10E+01	4.42E+00	2.21E+01
V33	2.30E+00	2.54E+00	3.67E+00
V34	9.01E+00	6.87E+01	7.21E+01
V35	4.72E+00	4.92E+00	7.53E+00
V36	6.33E+00	6.28E+00	5.73E+00
V37	2.69E+00	1.91E+00	2.67E+00
V38	1.88E+00	3.17E+00	4.06E+00
V39	8.48E+00	6.10E+00	1.05E+01
V40	8.17E+00	1.20E+01	1.65E+01
V41	9.87E-01	2.45E+00	2.20E+00
V42	7.31E+00	1.41E+01	1.79E+01
V43	9.90E+00	2.26E+01	2.63E+01
V44	3.95E+01	4.58E+00	4.10E+01
V45	3.74E+00	8.10E+00	1.04E+01
V46	6.14E+00	4.00E+00	6.05E+00
V47	1.53E+01	1.87E+00	1.55E+01
V48	1.72E+01	1.34E+01	1.50E+01
V49	1.16E+01	6.15E+00	1.16E+01
V50	7.77E+00	4.95E+00	8.79E+00
V51	2.76E+01	0.00E+00	2.76E+01
V52	3.65E+01	3.09E+00	3.70E+01
V53	1.80E+01	7.14E+00	1.78E+01
V54	7.60E+00	1.48E+01	2.03E+01
V55	4.51E+01	2.45E+01	4.81E+01
V56	2.94E+00	6.47E+00	7.07E+00
V57	2.54E+00	3.67E+00	3.16E+00
V58	9.95E+00	8.52E+00	1.01E+01
V59	7.75E+00	3.17E+01	3.19E+01
V60	4.21E+00	1.78E+01	2.05E+01
V61	1.28E+01	6.69E+00	1.59E+01
V62	3.07E+00	2.37E+01	2.39E+01
V63	8.92E+00	5.57E+00	8.52E+00
V64	1.09E+01	5.16E+00	1.17E+01
V65	2.43E+00	1.04E+01	1.10E+01
V66	2.11E+00	2.64E+01	2.78E+01
V67	4.93E+00	2.06E+01	2.37E+01
V68	2.60E+00	4.52E+00	6.00E+00
V69	1.98E+00	1.19E+01	1.29E+01
V70	3.96E+01	1.91E+01	3.97E+01
V71	1.11E+01	1.17E+01	1.11E+01
V72	2.85E+00	1.80E+01	2.00E+01
V73	6.72E+00	4.77E+00	8.22E+00
V74	7.27E+00	3.42E-01	7.32E+00
V75	9.78E-01	6.80E+00	7.41E+00
V76	1.10E+01	2.20E+00	1.21E+01
V77	3.52E+01	3.02E+01	3.61E+01
V78	9.28E+00	2.97E+01	3.38E+01
V79	5.90E+00	9.04E+00	9.19E+00
V80	5.40E+00	5.75E+01	6.19E+01
V81	6.94E+00	5.99E+00	8.16E+00
V82	2.44E+00	2.90E+00	2.81E+00
V83	3.72E+00	3.04E+00	2.65E+00
V84	1.95E+01	9.04E+00	1.98E+01
V85	1.47E+01	7.73E+00	1.42E+01
V86	5.82E+00	6.11E+00	6.62E+00
V87	5.08E+00	1.39E+01	1.60E+01
V88	2.39E+00	8.66E+00	8.94E+00
V89	1.14E+01	1.07E+01	1.07E+01
V90	6.21E+00	1.16E+01	1.47E+01
V91	7.54E+00	7.02E+00	6.45E+00
V92	3.50E+01	1.89E+01	3.40E+01
V93	6.22E+00	1.11E+01	1.10E+01
V94	1.93E+01	1.02E+01	1.97E+01
V95	2.52E+01	2.08E+01	3.38E+01
V96	3.41E+00	2.72E+00	3.91E+00
V97	2.25E+00	2.48E+01	2.68E+01
V98	5.50E+00	2.58E+01	3.10E+01
V99	3.59E+00	5.50E+00	6.37E+00
V100	1.32E+01	5.73E+01	6.93E+01
