NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	50.12	20.056	12.719	12.838	0.103	0.99	40000.0
2	48.64	19.23	11.759	12.272	0.1	0.989	20000.0
3	49.336	20.29	12.086	12.994	0.11	0.989	70000.0
4	52.065	20.912	12.356	12.973	0.109	0.988	80000.0
5	51.07	21.069	12.64	13.781	0.106	0.986	60000.0
6	51.558	20.285	12.585	12.817	0.099	0.99	50000.0
7	46.993	18.807	11.354	12.007	0.102	0.99	30000.0
8	49.329	19.202	11.9	12.053	0.099	0.99	60000.0
9	51.902	21.209	12.44	13.299	0.11	0.987	40000.0
10	55.476	22.745	13.468	14.436	0.114	0.986	60000.0
