Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q
V1	110	73	0	0	69	0	0	18	0	18	44	53	0	0	0	0	0
V2	0	125	1	0	0	7	0	65	69	25	0	14	30	0	41	0	0
V3	146	38	0	168	0	156	26	26	0	0	16	0	3	0	16	9	0
V4	16	62	159	2	2	4	0	52	3	10	0	0	0	28	6	0	0
V5	29	193	61	21	80	0	31	106	17	25	3	31	19	0	0	7	0
V6	1	42	9	14	0	16	0	0	0	0	1	3	0	0	10	3	0
V7	2	21	225	102	22	4	0	0	0	0	7	19	5	0	0	11	10
V8	33	2	0	25	0	24	19	16	53	57	4	0	2	0	0	0	0
V9	5	53	5	0	31	0	0	0	0	0	7	0	36	7	0	0	0
V10	35	55	15	0	0	30	98	8	2	14	5	0	24	0	0	10	5
V11	41	181	0	181	0	95	0	0	0	13	23	0	6	2	2	18	0
V12	170	1	24	0	2	9	0	13	56	59	54	9	0	0	0	0	0
V13	29	56	2	0	17	24	16	2	0	10	11	23	10	40	0	7	5
V14	13	18	39	10	36	21	2	0	5	1	26	0	0	0	0	0	0
V15	12	22	0	153	1	38	61	18	0	0	19	0	0	0	19	0	0
V16	31	44	0	3	93	9	0	3	0	3	17	5	0	0	0	0	0
V17	12	0	0	97	72	39	0	1	15	15	0	11	0	0	21	2	2
V18	23	0	0	0	3	0	0	0	0	0	0	0	5	0	0	0	3
V19	68	6	56	3	18	0	3	69	48	43	8	0	0	0	3	3	0
V20	414	234	66	29	32	9	19	8	8	3	68	81	0	0	0	0	0
V21	36	10	41	0	48	0	0	0	4	4	0	0	30	20	0	1	0
V22	6	28	0	0	28	0	6	75	23	44	3	0	0	0	0	0	0
V23	319	11	19	58	0	5	0	13	3	11	51	0	3	0	25	0	0
V24	0	96	323	0	22	4	4	0	10	5	2	0	16	59	0	1	1
V25	8	0	6	2	43	3	24	18	0	4	9	0	2	0	0	0	0
V26	26	6	34	0	1	0	1	6	43	31	7	10	9	0	0	0	0
V27	6	12	20	33	11	46	0	0	0	7	6	21	20	17	0	0	0
V28	0	109	52	0	1	0	8	1	70	46	0	0	0	24	10	3	4
V29	17	1	7	32	0	0	53	10	0	27	1	0	0	0	5	0	0
V30	19	85	0	0	0	3	22	19	0	0	0	9	0	9	0	1	2
V31	19	7	0	3	5	0	0	0	0	0	0	3	0	0	0	3	2
V32	32	65	9	11	0	20	18	0	3	0	6	17	9	9	0	13	0
V33	5	4	47	18	39	58	0	0	5	0	2	0	5	1	0	0	0
V34	0	104	12	0	0	12	0	11	2	0	1	22	2	0	0	3	1
