Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
V1	92	11	39	0	46	42	25
V2	15	0	1	34	47	56	2
V3	18	2	25	54	63	40	0
V4	0	4	0	24	0	0	20
V5	142	62	1	70	26	23	0
V6	19	2	58	19	113	164	1
V7	116	5	0	0	30	83	0
V8	22	75	9	1	4	8	3
V9	2	0	13	11	44	6	18
V10	29	1	114	0	46	5	1
V11	43	0	28	121	13	19	5
V12	1	33	25	0	43	6	9
V13	1	102	9	5	9	0	13
V14	128	88	4	11	3	1	0
V15	54	27	21	0	11	30	0
V16	78	53	5	49	14	0	0
V17	27	0	27	15	6	6	4
V18	6	33	5	24	38	9	0
V19	132	99	0	0	53	0	0
V20	28	55	1	1	120	16	0
V21	24	0	1	58	26	0	34
V22	30	0	85	115	25	1	0
V23	10	176	153	84	60	107	0
V24	21	133	5	6	3	12	0
V25	19	52	23	73	17	22	19
V26	8	447	4	2	117	2	5
V27	7	15	3	266	1	13	0
V28	179	0	124	33	329	61	1
V29	73	45	0	8	70	5	43
V30	78	98	6	50	39	1	0
V31	66	1	21	7	87	100	0
V32	30	9	3	17	6	53	0
V33	86	82	18	0	8	0	26
V34	1	7	0	136	2	43	52
V35	1	6	4	6	1	145	0
V36	105	316	0	0	17	10	58
V37	95	176	148	8	0	2	7
V38	58	0	11	0	32	7	0
V39	27	20	2	40	0	154	10
V40	53	246	37	46	0	7	63
V41	8	2	75	39	2	2	0
V42	1	11	46	0	112	53	3
V43	4	164	108	0	58	0	21
V44	134	0	7	25	2	21	5
V45	1	2	269	3	2	134	0
V46	3	40	73	9	31	16	0
V47	142	0	27	1	6	13	2
V48	39	52	36	111	2	6	0
V49	75	14	19	4	0	2	26
V50	5	1	29	45	40	0	0
V51	83	41	0	20	10	7	0
V52	7	3	65	0	3	108	1
V53	208	11	13	67	1	217	0
V54	25	11	13	20	3	55	0
V55	0	0	3	138	62	186	6
V56	89	165	2	71	44	82	78
V57	23	16	37	6	21	0	54
V58	46	113	111	0	108	3	15
V59	17	15	6	161	2	27	0
V60	132	23	7	22	6	19	0
V61	24	0	11	83	24	31	7
V62	307	6	24	19	1	71	0
V63	215	183	4	16	5	11	11
V64	49	13	63	3	113	56	13
V65	14	0	24	25	14	7	13
V66	32	6	10	9	1	0	17
V67	271	90	7	93	20	5	0
V68	9	0	17	91	51	91	8
V69	10	63	0	54	50	32	68
V70	261	16	0	0	63	12	0
V71	0	26	51	46	24	0	5
V72	44	84	29	30	20	11	0
V73	53	99	63	37	3	46	0
V74	0	0	34	12	13	0	25
V75	65	27	37	6	4	7	0
V76	41	11	35	0	221	6	0
V77	40	29	16	71	52	11	12
V78	12	1	80	78	1	24	6
V79	2	67	0	71	3	3	0
V80	3	13	1	0	55	10	4
V81	1	1	8	0	12	0	0
V82	0	16	91	144	115	20	83
V83	7	2	86	30	37	19	11
V84	141	29	6	134	12	1	10
V85	27	67	277	33	53	51	11
V86	23	1	214	132	0	0	18
V87	169	3	13	158	56	0	0
V88	2	142	18	22	22	24	12
V89	1	0	16	8	179	1	0
V90	143	4	92	20	6	0	2
V91	62	62	70	55	3	149	70
V92	12	67	136	11	41	155	56
V93	9	7	22	19	54	1	0
V94	2	0	13	27	76	15	1
V95	56	51	112	9	37	9	0
V96	57	200	6	11	54	104	0
V97	35	14	157	96	126	0	9
V98	2	18	39	79	21	186	32
V99	19	51	53	26	5	3	0
V100	9	55	24	31	4	43	0
