MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q
1:Del:C:0	2.09E-04	8.23E-04	3.44E-04	1.84E-07	2.53E-03	2.77E-02	4.54E-02	7.20E-03	2.78E-02	3.84E-02	4.14E-03	3.45E-02	1.65E-02	2.29E-04	3.34E-02	2.49E-03	2.83E-02
1:Del:C:1	2.51E-03	1.75E-08	1.21E-02	1.30E-03	4.03E-03	6.19E-03	1.45E-02	1.13E-02	1.56E-02	3.32E-02	9.95E-02	1.21E-02	3.93E-02	2.68E-03	5.58E-03	7.40E-03	1.99E-02
1:Del:C:2	0.00E+00	1.18E-04	2.84E-04	2.67E-07	5.85E-04	2.63E-03	4.37E-03	2.22E-03	9.27E-04	8.03E-04	7.94E-04	0.00E+00	3.93E-03	1.24E-07	3.73E-08	1.10E-03	9.11E-04
1:Del:C:3	7.60E-04	4.27E-04	1.40E-46	3.30E-04	3.49E-03	1.17E-02	2.57E-03	2.35E-03	1.01E-02	4.54E-03	3.05E-03	1.08E-03	5.05E-03	2.24E-03	1.24E-03	3.56E-03	4.46E-03
1:Del:C:4	3.24E-07	7.47E-04	1.28E-04	2.51E-08	5.45E-04	1.94E-03	4.03E-03	9.88E-04	4.32E-03	4.10E-03	2.80E-46	2.10E-03	3.25E-03	4.21E-04	1.51E-03	3.79E-03	3.53E-03
1:Del:C:5	1.21E-03	5.42E-03	2.47E-04	0.00E+00	4.01E-04	1.36E-04	0.00E+00	1.77E-03	7.07E-04	3.33E-08	1.66E-07	2.89E-04	3.07E-03	3.72E-03	1.01E-03	3.82E-03	6.59E-03
1:Del:T:0	3.31E-03	8.03E-04	3.66E-03	1.40E-46	4.15E-03	1.34E-02	1.64E-02	1.11E-02	1.66E-02	1.81E-02	1.67E-02	2.45E-02	1.72E-02	2.28E-04	9.63E-03	3.38E-03	1.35E-02
1:Del:T:1	4.98E-04	8.38E-04	4.51E-05	0.00E+00	3.35E-03	3.77E-03	1.22E-02	1.01E-02	1.26E-02	1.39E-02	6.25E-03	7.24E-03	1.30E-03	1.25E-03	7.53E-04	1.69E-03	4.95E-04
1:Del:T:2	7.42E-03	1.37E-03	6.63E-03	7.37E-04	5.64E-04	3.52E-04	1.75E-02	7.05E-03	1.71E-02	2.63E-02	7.63E-03	7.93E-03	4.26E-02	4.56E-03	3.61E-03	6.54E-03	1.37E-02
1:Del:T:3	3.24E-04	4.44E-03	4.68E-03	0.00E+00	1.36E-03	7.34E-04	1.67E-02	5.06E-03	3.11E-02	2.15E-02	1.86E-02	1.10E-02	3.44E-02	2.33E-03	1.94E-02	2.20E-03	1.04E-02
