Method,cutoff,mean,lowCI.5.,median.50.,highCI.95.,J,theta,K_new,overd
1.CompNMFcos,0.8361825503355704,0.9730769230769232,0.9153846153846154,1,1,50,100,2,0.15
1.CompNMFcos,0.8388664429530202,0.9730769230769232,0.9153846153846154,1,1,50,100,2,0.15
1.CompNMFcos,0.8415503355704698,0.9730769230769232,0.9153846153846154,1,1,50,100,2,0.15
1.CompNMFcos,0.8442342281879195,0.9730769230769232,0.9153846153846154,1,1,50,100,2,0.15
1.CompNMFcos,0.8469181208053691,0.9730769230769232,0.9153846153846154,1,1,50,100,2,0.15
1.CompNMFcos,0.8496020134228188,0.9730769230769232,0.9153846153846154,1,1,50,100,2,0.15
1.CompNMFcos,0.8522859060402684,0.9692307692307692,0.9153846153846154,1,1,50,100,2,0.15
1.CompNMFcos,0.854969798657718,0.9692307692307692,0.9153846153846154,1,1,50,100,2,0.15
1.CompNMFcos,0.8576536912751678,0.9692307692307692,0.9153846153846154,1,1,50,100,2,0.15
1.CompNMFcos,0.8603375838926175,0.9692307692307692,0.9153846153846154,1,1,50,100,2,0.15
1.CompNMFcos,0.8630214765100671,0.9692307692307692,0.9153846153846154,1,1,50,100,2,0.15
1.CompNMFcos,0.8657053691275167,0.9692307692307692,0.9153846153846154,1,1,50,100,2,0.15
1.CompNMFcos,0.8683892617449664,0.9692307692307692,0.9153846153846154,1,1,50,100,2,0.15
1.CompNMFcos,0.8710731543624162,0.9692307692307692,0.9153846153846154,1,1,50,100,2,0.15
1.CompNMFcos,0.8737570469798658,0.9692307692307692,0.9153846153846154,1,1,50,100,2,0.15
1.CompNMFcos,0.8764409395973154,0.9692307692307692,0.9153846153846154,1,1,50,100,2,0.15
1.CompNMFcos,0.8791248322147651,0.9692307692307692,0.9153846153846154,1,1,50,100,2,0.15
1.CompNMFcos,0.8818087248322147,0.9692307692307692,0.9153846153846154,1,1,50,100,2,0.15
1.CompNMFcos,0.8844926174496643,0.9692307692307692,0.9153846153846154,1,1,50,100,2,0.15
1.CompNMFcos,0.8871765100671141,0.9692307692307692,0.9153846153846154,1,1,50,100,2,0.15
1.CompNMFcos,0.8898604026845638,0.9692307692307692,0.9153846153846154,1,1,50,100,2,0.15
1.CompNMFcos,0.8925442953020134,0.9692307692307692,0.9153846153846154,1,1,50,100,2,0.15
1.CompNMFcos,0.895228187919463,0.9692307692307692,0.9153846153846154,1,1,50,100,2,0.15
1.CompNMFcos,0.8979120805369127,0.9615384615384616,0.9153846153846154,1,1,50,100,2,0.15
1.CompNMFcos,0.9005959731543625,0.9615384615384616,0.9153846153846154,1,1,50,100,2,0.15
1.CompNMFcos,0.903279865771812,0.9538461538461538,0.7692307692307692,1,1,50,100,2,0.15
1.CompNMFcos,0.9059637583892616,0.9538461538461538,0.7692307692307692,1,1,50,100,2,0.15
