NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	48.338	17.905	11.089	10.089	0.105	0.993	40000.0
2	47.531	17.478	10.539	9.62	0.107	0.994	50000.0
3	49.273	18.098	11.645	10.777	0.108	0.992	70000.0
4	47.833	17.544	10.851	9.889	0.107	0.994	40000.0
5	49.243	18.147	11.6	10.661	0.107	0.993	60000.0
6	49.961	18.38	11.776	10.571	0.108	0.993	60000.0
7	51.263	19.023	11.776	10.648	0.108	0.992	30000.0
8	51.574	18.912	12.607	11.136	0.108	0.991	80000.0
9	47.985	17.799	11.362	10.418	0.107	0.992	50000.0
10	48.745	17.646	11.129	9.973	0.107	0.993	40000.0
