NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	92.537	35.201	24.805	24.493	0.208	0.956	20000.0
2	99.381	36.294	30.797	27.954	0.202	0.95	30000.0
3	102.013	38.703	31.767	30.52	0.224	0.93	30000.0
4	99.424	37.019	28.86	27.737	0.216	0.938	20000.0
5	105.578	38.152	30.665	28.204	0.201	0.956	30000.0
6	99.716	37.449	29.726	28.256	0.22	0.936	20000.0
7	97.625	35.467	29.847	26.787	0.204	0.952	40000.0
8	99.418	36.115	29.901	27.483	0.203	0.949	30000.0
9	99.644	36.034	30.293	27.354	0.201	0.949	30000.0
10	100.697	38.256	31.153	29.75	0.219	0.932	60000.0
