Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S
V88	13	8	17	13	8	15	11	0	3	5	2	10	0	4	0	0	0	0	0
V89	30	7	2	5	0	65	91	1	17	0	26	6	0	0	0	12	0	0	0
V90	80	33	127	4	48	29	1	10	30	0	0	7	3	106	0	0	0	47	0
V91	38	2	21	7	14	6	5	3	1	1	0	9	0	6	0	0	0	0	0
V92	14	15	4	11	0	15	7	86	0	76	0	13	50	12	3	35	0	0	0
V93	3	270	0	16	0	0	0	6	4	10	0	0	11	18	0	38	4	0	0
V94	15	12	42	124	33	0	0	3	1	6	0	13	0	24	0	0	12	6	5
V95	0	0	12	109	6	0	3	2	0	0	1	3	0	2	0	7	0	0	0
V96	31	189	41	5	46	19	78	14	26	18	18	0	0	0	10	0	0	20	3
V97	4	26	12	0	0	26	9	21	0	23	0	22	7	19	3	32	27	0	0
V98	26	8	11	4	4	16	68	51	13	0	26	4	1	0	6	30	0	0	0
V99	13	11	258	6	26	33	32	37	5	20	0	13	0	10	19	18	0	0	0
V100	2	15	0	3	1	14	11	1	3	2	1	2	0	0	0	2	0	0	0
