MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H
1:Del:C:0	5.87E-06	1.03E-03	4.57E-03	4.68E-03	7.63E-03	1.32E-03	3.04E-02	4.93E-02
1:Del:C:1	1.13E-04	5.28E-04	3.17E-03	8.74E-04	3.61E-03	2.42E-04	1.75E-02	2.21E-02
1:Del:C:2	4.32E-05	2.69E-05	4.96E-04	0.00E+00	3.91E-04	2.02E-04	1.20E-03	3.12E-03
1:Del:C:3	1.31E-04	4.40E-04	1.11E-03	2.06E-04	8.08E-04	4.41E-04	8.72E-03	3.71E-03
1:Del:C:4	2.93E-04	2.66E-04	1.26E-03	6.47E-04	5.73E-04	2.97E-04	3.73E-03	6.21E-03
1:Del:C:5	3.59E-05	5.95E-04	2.59E-04	1.16E-04	5.92E-04	1.64E-03	1.51E-03	1.02E-02
1:Del:T:0	1.31E-04	0.00E+00	2.55E-03	1.10E-03	2.92E-03	9.49E-04	8.34E-03	1.64E-02
1:Del:T:1	6.80E-09	1.25E-04	3.26E-03	3.24E-04	1.56E-03	0.00E+00	1.90E-03	8.35E-03
1:Del:T:2	0.00E+00	3.76E-04	3.44E-03	3.54E-04	1.27E-03	2.02E-03	8.56E-03	1.44E-02
1:Del:T:3	4.88E-04	9.79E-04	4.27E-03	1.05E-03	1.77E-03	1.85E-03	9.00E-03	1.81E-02
1:Del:T:4	5.20E-04	1.21E-03	4.21E-03	1.16E-03	0.00E+00	1.98E-03	2.92E-02	1.28E-02
1:Del:T:5	4.53E-08	5.75E-08	7.97E-08	2.90E-07	1.41E-05	7.10E-03	7.74E-02	2.16E-06
1:Ins:C:0	5.52E-09	1.23E-08	1.13E-04	7.98E-08	6.59E-04	1.54E-06	1.67E-03	9.37E-06
1:Ins:C:1	3.48E-05	1.85E-08	1.21E-07	6.76E-09	3.69E-04	5.65E-08	4.75E-04	2.88E-08
1:Ins:C:2	1.52E-08	2.83E-05	5.76E-05	4.51E-08	1.51E-04	4.63E-08	6.63E-04	2.25E-04
1:Ins:C:3	1.30E-04	2.30E-04	8.24E-05	2.44E-02	8.22E-08	3.70E-04	1.97E-03	9.71E-02
1:Ins:C:4	8.89E-05	3.22E-04	0.00E+00	1.37E-04	1.90E-04	2.71E-04	2.51E-04	5.24E-04
1:Ins:C:5	2.22E-04	7.38E-04	6.92E-05	0.00E+00	0.00E+00	1.04E-03	3.19E-03	4.98E-03
1:Ins:T:0	1.17E-04	5.64E-04	1.46E-03	4.37E-04	1.07E-03	2.21E-04	3.43E-03	9.46E-03
1:Ins:T:1	0.00E+00	0.00E+00	1.12E-03	4.72E-08	8.38E-04	1.49E-04	3.56E-03	2.78E-03
1:Ins:T:2	0.00E+00	7.00E-05	3.29E-04	4.48E-09	5.07E-04	0.00E+00	4.06E-04	1.14E-03
1:Ins:T:3	8.03E-09	4.25E-04	4.82E-04	1.43E-04	1.61E-04	1.04E-04	8.48E-04	5.66E-03
1:Ins:T:4	1.19E-05	6.37E-04	6.37E-04	1.82E-04	2.10E-04	6.07E-04	8.10E-04	9.32E-03
1:Ins:T:5	6.79E-04	3.34E-03	2.08E-04	4.66E-08	2.80E-03	1.50E-07	1.59E-02	1.60E-02
2:Del:R:0	0.00E+00	7.31E-05	1.75E-03	8.90E-04	1.83E-03	0.00E+00	5.41E-04	1.01E-02
2:Del:R:1	2.34E-04	2.38E-04	9.12E-04	0.00E+00	1.81E-03	5.85E-04	2.81E-03	5.61E-03
2:Del:R:2	8.61E-05	0.00E+00	2.70E-04	0.00E+00	2.79E-04	2.77E-04	1.47E-03	1.34E-03
2:Del:R:3	7.47E-09	9.96E-09	4.47E-05	1.71E-08	1.73E-08	1.36E-04	1.73E-04	6.64E-05
2:Del:R:4	1.60E-03	4.57E-07	2.51E-08	1.32E-07	5.90E-05	3.23E-04	7.68E-04	1.04E-07
2:Del:R:5	7.12E-09	3.08E-08	4.37E-08	2.05E-08	2.46E-04	1.41E-05	3.91E-04	2.81E-04
3:Del:R:0	1.12E-04	1.36E-04	4.87E-04	0.00E+00	1.87E-03	0.00E+00	2.39E-03	3.07E-04
3:Del:R:1	2.02E-04	4.31E-04	7.39E-04	4.54E-04	8.75E-05	6.08E-04	3.42E-03	2.86E-03
3:Del:R:2	5.53E-05	1.63E-04	3.19E-04	2.78E-04	3.56E-04	4.07E-04	1.16E-03	2.30E-03
3:Del:R:3	2.13E-08	7.34E-05	9.95E-05	7.88E-08	5.54E-08	6.21E-08	2.27E-04	6.61E-05
3:Del:R:4	1.78E-09	3.86E-09	1.42E-08	1.63E-08	1.55E-08	5.45E-09	5.60E-08	1.35E-07
3:Del:R:5	1.78E-09	3.86E-09	1.42E-08	1.63E-08	1.55E-08	5.45E-09	5.60E-08	1.35E-07
4:Del:R:0	4.01E-05	1.39E-04	1.47E-04	3.42E-05	1.46E-03	3.18E-04	2.29E-03	9.04E-04
4:Del:R:1	1.29E-04	2.26E-04	5.25E-04	1.03E-04	3.44E-04	2.30E-04	3.27E-03	1.30E-03
4:Del:R:2	9.30E-09	7.40E-09	7.21E-05	6.84E-05	8.70E-05	9.87E-05	3.34E-04	4.95E-04
4:Del:R:3	2.28E-08	4.39E-08	5.23E-08	4.88E-08	5.48E-05	4.45E-08	8.49E-05	8.67E-07
4:Del:R:4	1.78E-09	3.86E-09	1.42E-08	1.63E-08	1.55E-08	5.45E-09	5.60E-08	1.35E-07
4:Del:R:5	1.93E-08	5.08E-08	3.51E-08	6.79E-08	6.90E-08	1.11E-04	7.13E-08	1.16E-07
5:Del:R:0	5.15E-04	5.00E-04	5.01E-06	1.02E-03	4.49E-03	3.26E-05	3.19E-02	2.67E-03
5:Del:R:1	1.13E-04	1.83E-04	1.12E-04	2.01E-04	1.85E-04	6.42E-04	7.27E-04	2.32E-03
5:Del:R:2	4.40E-08	7.02E-08	2.25E-08	4.97E-08	1.00E-04	1.94E-04	9.53E-05	1.84E-07
5:Del:R:3	1.78E-09	3.86E-09	1.42E-08	1.63E-08	1.55E-08	5.45E-09	5.60E-08	1.35E-07
5:Del:R:4	4.67E-08	1.56E-08	2.11E-08	2.13E-04	3.80E-06	1.88E-08	4.32E-07	5.75E-04
5:Del:R:5	2.48E-03	4.92E-08	2.68E-08	1.04E-07	1.30E-07	7.49E-07	1.02E-07	1.04E-06
2:Ins:R:0	3.80E-05	1.49E-04	2.96E-04	0.00E+00	3.78E-04	1.44E-04	1.99E-03	1.07E-03
2:Ins:R:1	2.42E-05	3.12E-05	2.62E-04	2.06E-04	5.08E-04	1.85E-04	1.05E-03	1.83E-03
2:Ins:R:2	1.99E-08	8.51E-05	1.69E-04	1.49E-08	1.25E-04	3.45E-04	4.63E-04	6.88E-04
2:Ins:R:3	1.48E-04	1.67E-04	6.20E-05	1.56E-04	3.01E-05	6.06E-05	2.41E-03	1.24E-03
2:Ins:R:4	6.10E-09	2.64E-04	1.59E-07	2.51E-04	1.18E-04	4.01E-04	2.67E-04	1.12E-03
2:Ins:R:5	0.00E+00	1.55E-03	2.47E-04	6.83E-05	3.46E-04	1.59E-03	1.45E-03	2.64E-02
3:Ins:R:0	1.81E-08	1.36E-08	8.11E-05	2.01E-08	3.29E-04	3.70E-08	6.46E-04	9.39E-04
3:Ins:R:1	5.52E-05	5.08E-05	3.82E-04	7.63E-05	0.00E+00	0.00E+00	2.87E-04	1.65E-03
3:Ins:R:2	4.03E-05	5.09E-08	3.38E-08	6.18E-08	1.63E-07	6.68E-08	1.61E-04	9.77E-05
3:Ins:R:3	1.38E-06	1.11E-07	5.41E-08	2.19E-02	5.51E-08	6.83E-04	2.61E-02	3.03E-02
3:Ins:R:4	3.85E-09	2.42E-08	1.13E-08	1.64E-08	1.67E-04	2.13E-08	1.27E-04	1.41E-07
3:Ins:R:5	0.00E+00	4.90E-05	7.45E-05	4.02E-06	2.43E-04	1.97E-04	5.29E-04	0.00E+00
4:Ins:R:0	0.00E+00	9.31E-05	7.79E-05	8.76E-09	2.63E-04	1.33E-05	3.93E-04	7.72E-04
4:Ins:R:1	0.00E+00	9.16E-05	1.33E-04	4.63E-05	1.99E-04	3.59E-04	1.00E-03	2.29E-03
4:Ins:R:2	3.50E-05	7.13E-05	1.63E-08	3.81E-08	4.83E-05	6.71E-05	2.26E-04	1.08E-03
4:Ins:R:3	1.78E-08	4.84E-08	3.12E-08	6.78E-08	7.00E-08	9.27E-05	7.12E-08	5.51E-04
4:Ins:R:4	8.81E-05	7.55E-09	8.35E-08	9.47E-08	1.91E-08	8.42E-09	4.31E-08	2.08E-04
4:Ins:R:5	1.52E-04	2.17E-04	0.00E+00	1.33E-04	4.36E-04	5.00E-04	5.15E-04	1.50E-03
5:Ins:R:0	1.68E-08	3.38E-08	1.08E-04	1.72E-04	1.33E-04	6.66E-05	1.42E-06	1.45E-04
