NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	63.858	24.082	15.644	15.321	0.143	0.983	50000.0
2	63.383	23.56	15.876	15.422	0.138	0.983	30000.0
3	63.406	23.752	15.748	15.597	0.14	0.982	40000.0
4	61.604	22.612	14.816	14.243	0.136	0.987	30000.0
5	58.311	21.796	13.808	13.401	0.135	0.988	30000.0
6	61.789	23.155	14.905	14.897	0.144	0.983	30000.0
7	65.0	24.399	16.844	16.548	0.136	0.979	60000.0
8	60.553	22.684	14.639	14.754	0.139	0.984	40000.0
9	60.689	22.309	14.274	13.856	0.14	0.987	30000.0
10	58.153	21.971	13.803	13.841	0.147	0.986	50000.0
