MutationType	ID83A	ID83B	ID83C	ID83D
1:Del:C:0	1.22E-02	2.55E-02	1.45E-02	3.29E-03
1:Del:C:1	5.27E-03	1.02E-02	5.24E-03	5.34E-04
1:Del:C:2	2.97E-04	3.67E-04	9.01E-05	1.20E-04
1:Del:C:3	5.15E-04	1.13E-03	7.31E-04	2.60E-04
1:Del:C:4	5.98E-04	1.27E-03	5.72E-04	2.25E-04
1:Del:C:5	7.29E-04	4.59E-04	2.38E-04	4.92E-04
1:Del:T:0	3.43E-03	9.10E-03	4.70E-03	9.50E-04
1:Del:T:1	1.90E-03	2.57E-03	1.39E-03	6.45E-04
1:Del:T:2	1.79E-03	9.32E-03	1.65E-02	1.29E-03
1:Del:T:3	2.98E-03	8.79E-03	4.76E-03	1.05E-03
1:Del:T:4	3.40E-03	1.15E-02	5.34E-03	2.15E-03
1:Del:T:5	5.83E-02	1.26E-06	9.01E-04	3.80E-02
1:Ins:C:0	2.66E-04	3.35E-04	2.45E-05	5.06E-09
1:Ins:C:1	1.33E-04	3.15E-04	1.29E-04	9.01E-05
1:Ins:C:2	1.08E-04	1.54E-04	4.07E-09	9.83E-05
1:Ins:C:3	1.06E-04	1.50E-05	5.45E-05	1.24E-04
1:Ins:C:4	1.86E-04	5.50E-03	1.87E-03	2.99E-03
1:Ins:C:5	1.21E-03	1.12E-04	4.96E-04	2.10E-03
1:Ins:T:0	6.65E-04	2.04E-02	6.46E-03	1.26E-02
1:Ins:T:1	4.38E-04	1.23E-03	1.75E-03	5.42E-04
1:Ins:T:2	2.11E-04	2.81E-04	1.89E-04	9.73E-05
1:Ins:T:3	3.05E-04	4.20E-04	2.06E-04	5.11E-04
1:Ins:T:4	5.19E-04	3.06E-04	1.85E-04	1.46E-03
1:Ins:T:5	2.07E-02	5.61E-03	2.64E-03	7.29E-02
2:Del:R:0	7.41E-04	1.60E-03	8.34E-04	1.72E-04
2:Del:R:1	6.39E-04	1.70E-03	9.25E-05	1.77E-04
2:Del:R:2	1.83E-04	1.56E-04	1.31E-04	3.35E-04
2:Del:R:3	4.36E-04	1.49E-02	4.96E-03	8.99E-03
2:Del:R:4	6.78E-04	1.75E-03	1.51E-02	5.35E-04
2:Del:R:5	7.78E-05	9.62E-05	1.01E-08	3.37E-05
3:Del:R:0	1.16E-03	1.63E-03	1.52E-04	1.53E-04
3:Del:R:1	3.78E-04	2.96E-04	3.57E-05	5.51E-04
3:Del:R:2	1.25E-04	1.93E-04	1.50E-04	2.51E-04
3:Del:R:3	1.41E-04	1.51E-04	6.94E-09	1.65E-04
3:Del:R:4	2.48E-04	5.97E-02	1.92E-02	3.73E-02
3:Del:R:5	1.80E-08	2.83E-08	1.50E-08	3.49E-09
4:Del:R:0	5.74E-04	1.03E-03	6.91E-05	9.43E-05
4:Del:R:1	4.31E-04	3.93E-04	2.34E-04	1.59E-04
4:Del:R:2	1.11E-04	9.76E-05	6.49E-05	6.68E-05
4:Del:R:3	1.80E-08	2.83E-08	1.50E-08	3.49E-09
4:Del:R:4	1.80E-08	2.83E-08	1.50E-08	3.49E-09
4:Del:R:5	1.80E-08	2.83E-08	1.50E-08	3.49E-09
5:Del:R:0	1.98E-02	3.35E-02	6.10E-04	2.03E-08
5:Del:R:1	3.04E-04	1.62E-02	5.86E-03	9.61E-03
5:Del:R:2	9.24E-05	1.26E-04	5.45E-05	2.41E-08
5:Del:R:3	1.80E-08	2.83E-08	1.50E-08	3.49E-09
5:Del:R:4	1.80E-08	2.83E-08	1.50E-08	3.49E-09
5:Del:R:5	2.85E-05	8.05E-05	4.78E-05	1.31E-08
2:Ins:R:0	3.28E-04	3.90E-04	6.91E-05	1.25E-08
2:Ins:R:1	2.04E-04	2.62E-04	8.27E-05	4.61E-05
2:Ins:R:2	9.29E-05	1.02E-04	1.61E-09	6.54E-05
2:Ins:R:3	1.46E-04	9.18E-05	3.36E-06	1.38E-04
2:Ins:R:4	3.00E-04	2.94E-05	5.21E-05	3.25E-04
2:Ins:R:5	1.38E-03	3.04E-04	2.12E-04	1.49E-03
3:Ins:R:0	1.41E-04	2.95E-04	9.35E-09	6.47E-05
3:Ins:R:1	3.07E-04	3.83E-03	1.47E-03	2.40E-03
3:Ins:R:2	7.09E-05	5.10E-05	4.21E-05	7.76E-09
3:Ins:R:3	5.36E-05	3.63E-04	1.94E-03	2.30E-04
3:Ins:R:4	7.45E-05	5.35E-05	3.40E-05	4.10E-05
3:Ins:R:5	1.45E-04	2.08E-05	3.47E-05	1.42E-04
4:Ins:R:0	5.18E-05	5.18E-05	7.74E-08	2.49E-08
4:Ins:R:1	2.70E-04	2.28E-04	5.68E-05	1.39E-04
4:Ins:R:2	4.21E-05	5.06E-08	5.64E-08	4.58E-05
4:Ins:R:3	6.35E-05	2.06E-04	2.31E-03	1.20E-04
4:Ins:R:4	1.18E-05	3.36E-05	3.40E-09	6.99E-05
4:Ins:R:5	1.63E-04	1.70E-04	7.76E-05	2.22E-04
5:Ins:R:0	6.66E-05	8.42E-05	4.54E-08	4.31E-08
5:Ins:R:1	8.18E-04	1.23E-03	6.44E-05	1.20E-04
5:Ins:R:2	1.66E-05	4.92E-05	4.82E-08	4.57E-08
5:Ins:R:3	3.83E-08	4.66E-08	6.11E-08	6.28E-05
5:Ins:R:4	3.64E-05	3.61E-08	2.52E-05	5.06E-05
5:Ins:R:5	3.37E-05	2.07E-05	4.82E-05	2.54E-07
2:Del:M:1	4.52E-04	5.44E-04	1.61E-04	4.04E-04
3:Del:M:1	7.43E-04	1.10E-03	3.23E-04	7.44E-05
3:Del:M:2	4.50E-04	1.05E-03	1.04E-04	2.38E-04
4:Del:M:1	3.42E-04	5.69E-04	1.22E-04	7.05E-05
4:Del:M:2	3.28E-04	1.69E-04	1.84E-04	2.67E-04
4:Del:M:3	1.88E-04	4.26E-04	1.50E-04	8.50E-05
5:Del:M:1	2.19E-02	3.66E-02	1.20E-03	3.75E-04
5:Del:M:2	8.68E-03	1.45E-02	7.07E-04	6.05E-05
5:Del:M:3	2.92E-03	4.72E-03	2.27E-04	2.60E-04
5:Del:M:4	1.29E-03	2.08E-03	1.79E-04	1.03E-04
5:Del:M:5	9.48E-04	1.92E-03	2.39E-05	4.97E-05
