Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q
V1	31	0	18	65	14	0	5	9	2	5	6	0	11	52	1	31	38
V2	0	6	32	0	1	0	53	0	10	46	0	0	61	0	29	15	0
V3	16	28	1	25	1	0	50	0	0	26	29	0	13	41	10	15	0
V4	0	5	67	12	72	0	91	29	15	0	9	46	10	4	6	0	4
V5	21	0	15	108	22	0	0	13	8	0	45	0	0	24	1	0	15
V6	1	25	0	16	0	0	0	0	0	0	11	0	4	6	1	0	0
V7	12	57	6	0	12	32	5	54	19	31	0	0	0	0	0	21	0
V8	158	60	7	13	3	0	0	7	2	21	3	2	4	2	0	0	0
V9	13	78	0	7	5	1	0	0	1	65	27	0	0	28	0	0	2
V10	10	0	3	121	1	0	30	7	0	0	17	0	0	41	10	0	0
V11	11	8	50	18	10	0	2	14	65	0	21	51	11	24	7	0	0
V12	0	84	67	112	29	34	13	15	42	0	11	25	5	18	16	28	0
V13	102	5	7	3	19	10	14	0	25	15	0	6	5	1	0	0	6
V14	62	3	132	64	199	0	0	0	63	0	28	0	0	6	0	0	20
V15	18	71	3	1	1	64	11	14	0	0	2	0	15	0	6	0	0
V16	94	10	46	11	43	21	11	38	8	33	0	8	5	16	6	8	35
V17	27	0	60	28	31	0	10	0	17	0	31	0	83	5	73	25	0
V18	13	41	80	5	18	0	0	0	77	0	5	0	0	0	0	0	11
V19	24	26	51	2	40	0	2	5	35	0	8	23	11	0	6	22	0
V20	63	167	6	0	9	72	0	19	5	0	0	20	0	0	4	4	0
V21	1	0	23	58	35	12	71	1	0	0	30	0	61	11	33	9	2
V22	136	0	12	22	9	13	1	0	0	9	20	11	0	21	1	20	15
V23	7	5	50	1	61	9	0	7	44	0	9	0	0	1	5	0	0
V24	16	3	3	5	0	0	21	0	0	0	1	0	12	3	5	6	0
V25	33	66	4	8	9	7	1	6	1	24	3	4	11	0	3	17	0
V26	157	0	11	94	3	0	1	0	8	0	14	0	0	42	3	2	29
V27	0	10	4	3	0	90	8	2	1	0	0	6	22	0	0	0	2
V28	9	3	29	46	67	0	3	38	54	0	12	1	6	87	4	0	0
V29	16	0	96	0	24	1	12	13	91	0	1	2	24	0	40	0	0
V30	0	6	4	0	4	0	16	2	0	1	1	0	5	0	8	0	2
V31	16	143	15	22	3	282	9	103	0	55	14	0	12	1	0	1	0
V32	6	7	261	3	101	0	19	6	51	0	1	15	0	0	12	0	0
V33	61	0	11	4	1	2	22	0	0	0	10	1	36	10	42	0	0
V34	194	0	7	10	10	0	0	8	0	6	20	0	0	7	0	0	8
V35	35	251	9	6	33	11	75	2	16	0	2	10	6	5	55	3	2
V36	17	94	3	1	1	52	4	12	0	69	4	55	0	0	0	0	0
V37	2	0	0	2	0	121	33	52	0	12	0	98	14	4	4	3	0
V38	27	42	28	7	24	4	10	7	20	0	1	0	0	1	12	4	8
V39	22	29	25	16	24	0	54	0	36	55	0	0	63	0	47	38	0
V40	8	9	6	5	9	0	7	5	20	25	0	0	8	0	1	7	0
V41	49	0	17	0	0	8	72	0	0	81	1	14	22	1	38	0	12
V42	63	163	6	7	9	8	63	78	0	0	18	114	3	20	28	29	0
V43	49	0	42	66	10	0	42	2	14	0	15	0	15	5	38	33	0
V44	138	16	0	76	8	0	28	1	1	111	51	0	37	0	7	18	0
V45	3	0	26	0	38	52	0	0	33	107	0	27	1	0	18	15	0
V46	14	0	0	85	1	0	1	4	0	0	20	4	4	22	0	0	0
V47	71	11	95	1	168	0	0	0	44	0	5	0	0	0	10	38	1
V48	56	136	27	8	4	2	8	0	11	57	14	17	0	5	33	0	0
V49	8	0	12	103	0	5	36	0	25	6	11	14	53	53	25	44	9
V50	0	27	8	33	0	35	5	3	19	0	24	19	6	21	3	0	6
V51	1	19	153	0	60	0	0	1	37	0	0	0	0	2	6	11	0
V52	31	0	48	3	126	0	0	20	87	0	1	3	1	0	0	0	8
V53	18	409	3	10	0	0	17	0	4	130	5	0	14	10	38	9	38
V54	0	42	26	59	58	0	0	0	71	0	10	0	0	30	6	9	0
V55	279	39	21	3	14	0	0	1	22	0	3	0	0	6	16	16	1
V56	0	5	0	157	21	21	20	105	0	0	196	47	0	148	17	37	0
V57	13	11	3	0	7	67	12	89	4	0	0	54	13	3	0	0	0
V58	18	2	3	9	3	55	3	0	16	0	0	29	0	2	0	0	2
V59	16	0	4	195	12	0	0	0	0	0	222	0	0	112	0	0	0
V60	38	5	1	19	0	3	7	8	0	0	3	0	6	1	0	0	10
V61	13	48	0	4	12	0	4	39	11	0	3	51	7	8	8	0	0
