MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H
1:Del:C:0	5.59E-04	7.60E-04	6.76E-07	1.12E-03	1.22E-02	1.42E-03	2.40E-07	2.54E-02
1:Del:C:1	3.32E-04	0.00E+00	7.73E-04	2.14E-03	5.37E-03	2.93E-03	1.39E-02	3.53E-03
1:Del:C:2	6.63E-05	2.28E-04	4.84E-05	1.37E-04	1.99E-04	3.85E-04	9.90E-04	5.97E-04
1:Del:C:3	3.31E-04	5.01E-04	2.75E-04	3.86E-04	1.31E-03	7.93E-04	1.19E-03	4.52E-03
1:Del:C:4	7.23E-04	2.86E-03	4.16E-02	2.41E-08	1.26E-04	6.28E-04	2.06E-02	1.26E-03
1:Del:C:5	1.40E-03	1.13E-03	3.93E-03	4.91E-02	3.37E-03	1.40E-46	1.27E-01	3.82E-02
1:Del:T:0	6.66E-04	1.13E-03	3.37E-04	1.69E-04	6.01E-03	6.74E-03	1.02E-02	1.21E-02
1:Del:T:1	1.41E-04	6.21E-04	2.40E-04	8.24E-04	2.18E-03	1.59E-03	3.95E-03	7.92E-03
1:Del:T:2	1.85E-04	1.56E-03	1.41E-03	3.85E-04	2.08E-03	0.00E+00	4.01E-03	9.00E-03
1:Del:T:3	6.90E-04	2.94E-03	3.75E-04	1.19E-03	5.88E-03	5.70E-04	5.01E-03	2.86E-02
1:Del:T:4	1.25E-03	2.26E-03	1.14E-03	3.42E-03	9.59E-03	1.40E-46	5.29E-03	5.31E-02
1:Del:T:5	6.46E-08	8.06E-03	5.02E-04	9.39E-08	6.01E-08	6.97E-04	2.02E-06	8.04E-02
1:Ins:C:0	5.03E-05	1.57E-08	2.05E-08	1.84E-05	3.68E-05	1.02E-03	6.12E-05	1.22E-03
1:Ins:C:1	1.35E-05	6.32E-05	2.88E-08	9.26E-05	3.34E-08	3.55E-04	2.67E-04	3.05E-04
1:Ins:C:2	8.50E-05	3.14E-08	2.76E-08	8.70E-09	1.99E-08	7.58E-05	2.34E-04	2.18E-04
1:Ins:C:3	1.42E-04	1.37E-04	4.93E-05	0.00E+00	0.00E+00	2.07E-04	2.93E-04	4.56E-04
1:Ins:C:4	2.84E-04	1.86E-04	2.87E-04	0.00E+00	5.46E-04	0.00E+00	3.14E-04	2.09E-03
1:Ins:C:5	9.25E-04	7.94E-04	0.00E+00	0.00E+00	0.00E+00	4.95E-04	4.36E-04	8.70E-03
1:Ins:T:0	3.79E-04	3.99E-04	1.25E-04	1.86E-04	1.46E-03	9.31E-04	2.30E-04	4.64E-03
1:Ins:T:1	1.92E-04	1.23E-04	0.00E+00	6.13E-05	9.53E-04	2.38E-04	5.13E-04	9.30E-04
1:Ins:T:2	2.57E-05	1.96E-04	0.00E+00	1.50E-04	2.77E-04	1.69E-04	9.81E-04	5.21E-04
1:Ins:T:3	4.21E-04	7.80E-05	1.05E-04	2.94E-04	5.18E-04	1.27E-04	2.96E-04	4.74E-03
1:Ins:T:4	1.30E-03	6.16E-04	5.48E-04	3.00E-04	0.00E+00	4.54E-04	1.04E-03	1.03E-02
1:Ins:T:5	5.41E-03	4.18E-07	5.67E-08	4.61E-08	1.89E-07	5.18E-04	3.52E-04	4.83E-02
2:Del:R:0	2.27E-04	0.00E+00	2.39E-04	3.24E-04	8.25E-04	1.07E-03	8.65E-04	4.06E-03
2:Del:R:1	1.31E-04	6.69E-04	2.95E-04	8.87E-04	5.41E-04	1.19E-03	1.39E-03	1.70E-03
2:Del:R:2	9.41E-05	2.08E-04	2.72E-08	1.50E-04	2.06E-04	1.47E-04	4.11E-04	1.79E-04
2:Del:R:3	4.19E-08	5.62E-05	4.75E-05	3.53E-08	4.98E-08	5.39E-08	5.15E-05	1.12E-07
2:Del:R:4	1.95E-05	1.37E-04	1.42E-05	1.20E-04	4.71E-08	1.81E-04	8.38E-08	5.47E-04
2:Del:R:5	1.54E-08	1.40E-04	8.94E-09	1.15E-04	1.54E-08	2.78E-05	4.46E-04	6.22E-05
3:Del:R:0	0.00E+00	0.00E+00	3.87E-04	7.24E-04	5.93E-07	1.62E-03	1.41E-03	1.17E-03
3:Del:R:1	5.88E-04	2.31E-04	3.40E-04	5.78E-04	7.93E-04	1.50E-03	0.00E+00	5.74E-03
3:Del:R:2	1.75E-04	8.53E-04	7.78E-05	7.49E-09	3.76E-04	4.81E-04	2.22E-04	1.64E-03
3:Del:R:3	2.70E-08	5.55E-07	9.11E-08	8.72E-09	8.70E-05	2.94E-04	3.36E-08	8.00E-05
3:Del:R:4	6.83E-09	5.24E-09	2.94E-08	2.56E-08	1.99E-08	2.70E-08	3.31E-08	8.36E-08
3:Del:R:5	6.83E-09	5.24E-09	2.94E-08	2.56E-08	1.99E-08	2.70E-08	3.31E-08	8.36E-08
4:Del:R:0	3.78E-08	1.04E-04	5.12E-02	4.70E-08	1.57E-04	1.63E-03	1.02E-01	5.30E-03
4:Del:R:1	3.57E-04	2.24E-04	4.03E-05	4.90E-04	7.48E-04	5.62E-04	8.56E-04	4.63E-03
4:Del:R:2	1.20E-04	1.28E-04	1.89E-04	3.05E-09	1.36E-04	4.97E-07	3.27E-04	7.71E-04
4:Del:R:3	6.83E-09	5.24E-09	2.94E-08	2.56E-08	1.99E-08	2.70E-08	3.31E-08	8.36E-08
4:Del:R:4	2.09E-08	1.12E-04	5.73E-08	4.33E-08	7.04E-05	5.28E-08	6.74E-08	9.92E-08
4:Del:R:5	6.83E-09	5.24E-09	2.94E-08	2.56E-08	1.99E-08	2.70E-08	3.31E-08	8.36E-08
5:Del:R:0	1.27E-04	3.10E-07	1.93E-08	4.14E-07	6.05E-08	1.94E-02	4.28E-02	4.45E-02
5:Del:R:1	1.78E-04	4.05E-04	8.83E-05	2.35E-05	1.62E-04	5.25E-05	7.94E-05	3.38E-04
5:Del:R:2	2.35E-08	4.13E-05	6.86E-05	1.22E-04	0.00E+00	9.17E-08	1.27E-04	1.24E-04
5:Del:R:3	5.12E-08	3.93E-08	6.15E-08	2.43E-08	3.64E-05	2.68E-05	2.06E-07	4.29E-04
5:Del:R:4	6.83E-09	5.24E-09	2.94E-08	2.56E-08	1.99E-08	2.70E-08	3.31E-08	8.36E-08
5:Del:R:5	6.83E-09	5.24E-09	2.94E-08	2.56E-08	1.99E-08	2.70E-08	3.31E-08	8.36E-08
2:Ins:R:0	2.21E-08	3.66E-04	2.14E-08	2.30E-04	9.96E-09	3.98E-04	6.43E-04	2.53E-04
2:Ins:R:1	2.00E-04	1.62E-04	1.18E-08	3.40E-08	9.50E-05	1.89E-04	2.09E-04	8.78E-04
2:Ins:R:2	1.70E-08	3.02E-03	1.70E-02	3.52E-04	1.85E-04	1.12E-04	2.88E-02	2.59E-04
2:Ins:R:3	4.30E-05	1.10E-04	2.79E-05	3.25E-04	2.78E-05	5.10E-04	2.41E-04	1.12E-03
2:Ins:R:4	2.62E-04	2.09E-04	0.00E+00	1.70E-04	1.75E-04	3.38E-04	9.50E-05	1.62E-03
2:Ins:R:5	9.42E-04	1.00E-03	1.40E-46	2.91E-04	3.27E-05	6.65E-04	1.54E-07	6.06E-03
3:Ins:R:0	9.69E-10	2.61E-08	1.38E-08	1.07E-04	3.16E-05	4.34E-04	1.81E-04	2.70E-04
3:Ins:R:1	0.00E+00	1.73E-04	1.62E-04	0.00E+00	3.14E-04	1.03E-04	2.03E-04	6.68E-04
3:Ins:R:2	1.18E-04	9.53E-05	5.07E-09	2.80E-05	6.03E-09	0.00E+00	6.13E-05	3.00E-08
3:Ins:R:3	6.83E-09	5.24E-09	2.94E-08	2.56E-08	1.99E-08	2.70E-08	3.31E-08	8.36E-08
3:Ins:R:4	3.46E-08	3.13E-08	1.25E-03	2.60E-05	1.79E-09	1.61E-04	1.12E-03	2.74E-07
3:Ins:R:5	2.24E-04	5.10E-05	2.12E-05	5.83E-04	1.56E-04	3.79E-04	8.06E-08	1.22E-03
4:Ins:R:0	2.70E-07	4.05E-08	4.72E-08	2.36E-05	1.60E-05	2.15E-04	6.97E-08	2.72E-04
4:Ins:R:1	2.57E-04	2.15E-04	1.73E-04	4.11E-04	1.12E-05	3.94E-04	3.23E-08	1.93E-03
4:Ins:R:2	1.13E-04	0.00E+00	0.00E+00	1.47E-03	4.76E-04	1.99E-04	4.03E-03	2.11E-03
4:Ins:R:3	3.13E-08	8.20E-05	5.93E-08	3.61E-08	4.92E-08	5.52E-08	2.40E-07	3.11E-05
4:Ins:R:4	6.83E-09	5.24E-09	2.94E-08	2.56E-08	1.99E-08	2.70E-08	3.31E-08	8.36E-08
4:Ins:R:5	8.35E-05	2.19E-04	2.53E-09	0.00E+00	1.76E-04	5.76E-04	1.43E-04	1.10E-03
5:Ins:R:0	2.39E-05	2.19E-05	4.85E-05	4.43E-05	7.96E-05	5.77E-08	7.11E-08	5.00E-04
5:Ins:R:1	7.09E-05	1.34E-08	2.30E-04	7.94E-05	3.98E-04	1.26E-03	5.13E-04	1.81E-03
5:Ins:R:2	3.56E-08	5.84E-05	4.44E-08	1.81E-08	5.32E-05	1.57E-04	5.32E-08	3.11E-05
5:Ins:R:3	7.32E-05	9.52E-09	1.17E-08	1.37E-08	3.06E-06	4.67E-09	1.98E-08	2.53E-07
5:Ins:R:4	9.92E-05	4.19E-08	2.17E-08	3.83E-08	5.13E-08	3.94E-08	7.91E-08	7.78E-08
5:Ins:R:5	4.62E-08	4.28E-08	5.48E-08	2.46E-08	1.49E-04	9.11E-05	1.75E-04	1.09E-04
2:Del:M:1	0.00E+00	1.05E-04	2.31E-04	0.00E+00	6.60E-04	6.90E-04	3.33E-07	1.80E-03
3:Del:M:1	3.68E-05	0.00E+00	1.03E-04	1.78E-04	5.85E-04	8.76E-04	5.55E-04	2.68E-03
3:Del:M:2	1.21E-04	3.99E-04	0.00E+00	4.04E-04	0.00E+00	1.45E-03	5.99E-04	1.57E-03
4:Del:M:1	1.55E-04	0.00E+00	2.10E-08	2.57E-04	1.54E-05	9.36E-04	1.43E-03	2.17E-03
4:Del:M:2	1.93E-04	1.23E-04	1.15E-04	3.08E-04	1.94E-04	5.71E-04	3.24E-04	1.96E-03
