MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R
1:Del:C:0	0.00E+00	1.40E-46	1.59E-03	1.40E-46	4.77E-02	1.45E-02	5.05E-03	6.51E-02	3.15E-07	4.47E-02	4.87E-03	9.23E-03	5.70E-02	1.45E-02	2.15E-02	4.35E-06	2.39E-02	3.98E-03
1:Del:C:1	6.15E-03	1.77E-04	1.40E-46	0.00E+00	1.69E-02	3.01E-03	1.71E-02	5.53E-02	1.40E-46	3.05E-02	1.25E-02	2.51E-04	6.24E-06	1.16E-02	1.03E-02	5.49E-03	5.45E-03	7.14E-04
1:Del:C:2	2.03E-04	2.85E-09	8.89E-05	6.35E-08	1.89E-04	1.01E-03	0.00E+00	9.94E-04	6.84E-04	2.80E-04	1.01E-03	0.00E+00	4.27E-04	6.14E-04	0.00E+00	1.93E-03	4.96E-05	3.20E-03
1:Del:C:3	6.92E-04	3.97E-04	5.75E-05	2.62E-04	7.58E-03	2.96E-03	6.53E-04	1.63E-03	4.48E-03	1.27E-02	6.92E-03	1.74E-03	1.33E-02	3.35E-03	3.36E-03	4.38E-03	1.83E-02	4.06E-04
1:Del:C:4	6.32E-09	1.24E-04	1.54E-04	7.03E-08	4.48E-03	1.08E-03	0.00E+00	6.34E-03	2.71E-03	1.41E-03	7.40E-08	1.60E-03	6.28E-04	1.47E-02	9.80E-03	3.04E-06	5.28E-03	1.64E-03
1:Del:C:5	1.68E-08	0.00E+00	2.42E-03	5.20E-08	5.60E-04	1.59E-03	7.48E-04	8.35E-08	1.50E-02	1.40E-03	1.84E-03	5.41E-08	0.00E+00	9.97E-03	7.41E-03	1.03E-02	1.64E-02	7.01E-03
1:Del:T:0	4.99E-03	4.87E-05	1.77E-03	1.24E-03	2.08E-02	2.04E-03	4.96E-03	2.63E-02	2.33E-02	7.58E-02	1.64E-02	5.98E-03	1.82E-02	6.16E-03	1.64E-02	5.07E-03	1.00E-02	3.60E-03
1:Del:T:1	4.36E-03	7.98E-08	0.00E+00	9.43E-08	1.10E-02	1.13E-07	2.60E-07	6.42E-04	7.93E-03	8.21E-03	2.56E-03	2.02E-02	3.11E-02	1.08E-02	1.40E-46	3.60E-03	7.76E-04	1.35E-02
1:Del:T:2	1.06E-03	1.40E-46	1.12E-03	0.00E+00	2.91E-02	3.58E-07	4.63E-06	3.45E-02	2.81E-02	2.64E-02	3.04E-05	3.94E-02	1.80E-02	6.87E-02	3.31E-02	1.81E-03	8.63E-03	3.52E-07
1:Del:T:3	2.58E-03	4.68E-04	2.80E-46	4.86E-04	3.34E-02	8.32E-03	3.65E-03	2.41E-02	1.74E-02	1.38E-02	0.00E+00	6.71E-03	2.05E-02	1.85E-02	4.27E-02	1.25E-02	2.51E-02	1.09E-02
