NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	178.499	65.054	57.571	54.143	0.399	0.806	50000.0
2	174.901	62.785	57.865	53.073	0.38	0.811	20000.0
3	177.951	64.044	58.204	53.97	0.393	0.804	20000.0
4	173.096	63.242	57.797	54.56	0.392	0.807	20000.0
5	185.081	66.483	57.77	54.195	0.398	0.807	30000.0
6	175.224	63.165	58.196	54.519	0.385	0.805	30000.0
7	183.709	66.157	57.161	53.386	0.4	0.81	30000.0
8	172.473	62.287	53.247	51.491	0.386	0.819	20000.0
9	181.565	65.538	56.864	53.404	0.394	0.81	30000.0
10	192.899	67.169	60.929	55.858	0.415	0.8	30000.0
