De novo extracted, Global NMF Signatures, L1 Error %, L2 Error %, KL Divergence, Cosine Similarity, Correlation
Signature 83-A, Signature ID9 (100.00%), 20.80,  17.29, 0.113, 0.98, 0.98
Signature 83-B, Signature 83-B, 0, 0, 0, 1, 1
Signature 83-C, Signature ID2 (100.00%), 7.81,  1.75, 0.122, 1.00, 1.00
Signature 83-D, Signature ID1 (100.00%), 4.51,  0.83, 0.089, 1.00, 1.00
Signature 83-E, Signature ID8 (100.00%), 14.96,  6.28, 0.044, 1.00, 1.00
Signature 83-F, Signature 83-F, 0, 0, 0, 1, 1
