NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	68.179	27.41	17.655	17.878	0.154	0.978	20000.0
2	65.722	26.657	16.594	17.335	0.156	0.978	20000.0
3	65.444	26.607	16.053	16.338	0.154	0.982	30000.0
4	65.695	26.313	16.736	16.988	0.156	0.979	30000.0
5	71.641	28.225	18.939	18.33	0.155	0.978	30000.0
6	63.31	25.899	15.409	16.035	0.156	0.983	40000.0
7	62.702	25.621	15.595	15.951	0.154	0.982	60000.0
8	67.381	26.942	17.282	17.16	0.154	0.98	50000.0
9	64.552	26.358	16.081	16.738	0.156	0.98	50000.0
10	65.807	26.589	16.789	17.17	0.151	0.98	30000.0
