NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	51.596	21.806	12.573	13.155	0.134	0.988	30000.0
2	51.818	21.994	12.983	13.658	0.137	0.986	30000.0
3	51.758	21.923	12.959	14.008	0.137	0.985	40000.0
4	54.447	22.963	14.093	14.969	0.134	0.984	50000.0
5	50.332	21.063	12.416	13.233	0.126	0.987	30000.0
6	52.857	22.228	13.535	14.587	0.134	0.983	80000.0
7	51.687	22.05	13.127	14.104	0.135	0.986	40000.0
8	51.479	21.938	12.684	13.651	0.132	0.987	50000.0
9	52.61	22.44	13.623	14.464	0.137	0.984	40000.0
10	50.628	21.252	12.838	13.801	0.131	0.985	50000.0
