Samples	ID83A	ID83B	ID83C	ID83D	ID83E
V33	7.01E+00	3.83E+00	5.54E+00	4.97E+00	1.68E+00
V34	1.71E+00	3.11E+00	0.00E+00	3.33E+00	3.94E+00
V35	1.94E+01	3.76E+00	2.62E+00	1.72E+01	1.84E+00
V36	2.27E+00	0.00E+00	2.41E+00	8.79E-01	2.00E-01
V37	1.15E+01	4.00E-01	1.24E+01	1.39E+00	5.28E+00
V38	8.31E+00	4.58E-01	7.07E+00	1.17E+00	2.80E+00
V39	3.37E+00	4.27E-01	3.62E+00	6.80E-01	0.00E+00
V40	6.74E+00	7.92E-01	6.71E+00	0.00E+00	2.54E+00
V41	3.40E+00	3.12E+00	2.32E+00	3.13E+00	1.63E+00
V42	1.31E+01	8.31E-01	1.33E+01	0.00E+00	8.70E-01
V43	6.60E+00	3.27E-01	6.79E+00	4.42E-01	8.70E-01
V44	6.43E+00	2.00E+00	6.90E+00	2.61E+00	1.25E+00
V45	2.31E+01	3.51E+00	2.01E+01	1.05E+00	2.17E+00
V46	1.87E+01	1.05E+00	1.65E+01	2.49E+00	5.54E-01
V47	1.00E+01	2.01E+00	9.66E+00	0.00E+00	0.00E+00
V48	1.19E+01	2.28E+00	1.09E+01	3.10E+00	2.21E-01
V49	3.24E+01	2.21E+00	3.07E+01	2.03E+00	0.00E+00
V50	2.23E+01	3.86E+00	2.07E+01	5.82E-01	1.76E+00
V51	1.77E+01	0.00E+00	1.38E+01	1.19E+00	6.07E+00
V52	8.14E+00	2.99E+00	7.07E+00	2.84E+00	3.54E+00
V53	2.93E+00	1.98E+00	2.09E+00	4.16E-01	9.55E-01
V54	1.19E+00	9.00E-01	2.31E+00	1.52E+00	4.76E-01
V55	1.34E+00	2.11E+00	9.64E-01	2.59E+00	2.76E+00
V56	1.35E+01	2.44E+00	9.96E+00	1.87E+00	4.91E+00
V57	8.11E+00	1.89E+00	2.00E+00	6.06E+00	1.12E+00
V58	1.61E+00	1.07E+00	4.00E+00	2.80E+00	4.22E+00
V59	3.08E+00	1.11E+00	3.70E+00	1.76E+00	1.30E+00
V60	4.46E+01	5.32E+00	3.71E+01	1.66E+00	4.07E+00
V61	7.05E+00	8.85E-01	7.05E+00	4.16E+00	2.73E+00
V62	2.40E+00	6.15E-01	2.12E+00	1.70E+00	1.93E+00
V63	2.00E+01	7.13E+00	1.54E+01	3.58E+00	2.00E+00
V64	1.05E+01	7.48E-01	8.96E+00	2.67E-01	2.19E+00
V65	1.32E+01	4.62E+00	5.81E+00	8.28E+00	2.68E+00
V66	8.19E-01	0.00E+00	8.41E-01	2.49E-01	0.00E+00
V67	2.48E+01	1.44E+00	2.40E+01	0.00E+00	1.32E+00
V68	0.00E+00	2.08E+00	1.29E+00	2.52E+00	5.43E-01
V69	1.09E+01	8.59E-01	4.16E-01	1.36E+01	7.66E+00
V70	2.97E+00	3.55E+00	6.29E-01	1.02E+00	1.64E+00
V71	5.42E+00	1.22E+00	2.84E+00	3.08E+00	7.75E-01
V72	6.52E+00	1.01E+00	6.57E+00	1.09E+00	7.15E-01
V73	3.78E+01	3.62E+00	3.61E+01	2.30E+00	2.13E+00
V74	1.56E+00	3.93E+00	1.12E+00	1.23E+00	3.29E+00
V75	2.00E+00	3.02E+00	1.96E+00	2.27E+00	2.21E+00
V76	6.41E+00	2.22E+00	5.87E+00	0.00E+00	9.10E-01
V77	4.13E+00	3.58E+00	3.01E+00	2.24E+00	0.00E+00
V78	7.85E+00	2.58E+00	7.83E+00	1.73E+00	0.00E+00
V79	6.16E+00	4.14E+00	1.77E+00	6.56E+00	1.28E+00
V80	1.40E+00	6.67E-01	6.84E-01	1.53E+00	1.51E+00
V81	1.44E+01	6.15E-01	1.48E+01	3.53E+00	2.03E+00
V82	6.80E+00	2.21E-01	6.25E+00	1.41E+00	5.47E-01
V83	1.38E+01	1.16E+00	1.30E+01	1.56E+00	2.60E-01
V84	5.06E+00	0.00E+00	4.13E+00	1.00E+00	2.54E+00
V85	9.94E+00	8.18E+00	3.00E+00	1.67E-01	2.32E+00
V86	0.00E+00	3.14E-01	5.59E-01	7.06E-01	5.21E-01
V87	9.57E-01	2.74E+00	6.37E-01	0.00E+00	2.24E+00
V88	4.43E+00	1.54E+00	4.18E+00	2.30E+00	5.93E-01
V89	3.28E+00	5.77E-01	4.75E+00	3.23E+00	2.06E+00
V90	3.71E+01	1.58E+00	3.76E+01	0.00E+00	2.11E+00
V91	1.12E+01	1.66E+00	1.09E+01	2.68E+00	1.08E+00
V92	1.24E+00	2.43E+00	2.30E+00	9.78E-01	9.09E-01
V93	1.27E+01	1.95E+00	9.60E+00	3.40E+00	5.12E-01
V94	2.11E+00	1.85E+00	1.48E+00	0.00E+00	0.00E+00
V95	2.11E+01	1.19E+00	1.92E+01	1.82E+00	3.71E-01
V96	5.00E-01	1.50E+00	3.32E+00	3.89E-01	3.21E+00
V97	2.87E+01	8.83E-01	2.72E+01	1.72E+00	3.27E+00
V98	1.97E+00	1.32E+00	3.14E+00	0.00E+00	2.08E+00
V99	6.84E+00	1.26E+00	6.43E+00	1.22E+00	2.71E+00
V100	3.80E+00	0.00E+00	2.16E+00	2.98E+00	2.27E+00
