Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
V1	17	34	17	56	34	35	19	0	1
V2	79	0	0	0	37	225	0	1	0
V3	48	6	41	40	3	10	0	0	0
V4	70	38	71	0	3	11	13	0	0
V5	5	2	24	48	20	4	35	0	0
V6	61	11	3	5	0	96	0	10	0
V7	8	11	12	9	58	0	28	2	13
V8	6	21	105	0	11	0	0	0	34
V9	0	1	0	30	6	66	6	0	14
V10	16	0	0	6	71	9	0	8	1
V11	11	20	62	78	0	7	13	0	0
V12	337	76	0	11	0	62	0	6	0
V13	0	31	186	26	7	1	0	38	26
V14	5	60	58	101	2	17	2	0	0
V15	0	13	39	22	28	6	41	12	4
V16	105	2	9	0	28	58	1	4	28
V17	15	552	26	22	5	152	22	0	0
V18	9	79	0	8	27	61	17	1	0
V19	0	1	4	89	44	74	0	0	11
V20	82	23	0	19	1	59	2	1	0
V21	0	2	145	10	45	0	0	0	43
V22	2	57	7	0	2	76	12	20	0
V23	0	43	0	2	210	0	25	0	23
V24	16	94	2	18	0	22	0	0	20
V25	4	0	21	9	36	33	0	39	0
V26	3	22	235	0	27	76	13	9	0
V27	0	66	92	0	50	2	7	0	9
V28	47	1	0	0	2	0	21	0	24
V29	176	170	56	172	2	12	0	139	0
V30	161	27	74	134	67	0	0	43	78
V31	2	8	7	62	62	0	16	0	8
V32	19	44	11	37	25	0	0	17	0
V33	33	63	0	30	82	7	0	26	0
V34	58	16	43	71	0	39	38	0	1
V35	8	0	141	0	6	57	13	0	3
V36	29	93	8	13	21	73	0	13	0
V37	22	23	47	74	0	4	0	18	0
V38	108	0	0	4	0	15	17	0	31
V39	4	45	38	0	0	0	26	0	6
V40	0	157	38	0	92	20	11	4	31
V41	2	47	0	0	20	42	3	5	8
V42	2	163	78	2	0	0	49	0	0
V43	1	0	24	23	1	9	21	0	7
V44	0	4	16	48	17	0	1	6	0
V45	59	8	0	20	66	74	0	15	2
V46	78	17	9	0	26	41	32	0	0
V47	131	1	14	121	1	18	3	0	33
V48	2	73	27	0	15	215	14	18	0
V49	7	5	33	101	15	0	0	24	0
V50	12	27	82	63	15	8	2	0	0
V51	196	74	94	29	0	8	30	0	0
V52	2	52	17	0	95	11	0	9	10
V53	40	5	39	5	2	76	0	0	73
V54	45	17	2	1	0	22	0	0	4
V55	34	5	52	0	14	138	0	0	0
V56	10	145	66	0	48	1	0	1	0
V57	94	0	141	176	2	91	0	15	18
V58	34	98	15	0	1	1	20	5	21
V59	76	25	19	10	14	11	16	0	0
V60	4	7	0	50	207	118	0	88	0
V61	60	29	0	94	12	0	0	32	17
V62	174	0	6	1	7	1	0	0	0
V63	17	123	73	50	11	46	9	49	39
V64	31	50	0	0	9	37	13	23	0
V65	25	0	0	2	4	1	0	2	0
V66	183	84	191	0	161	5	150	0	7
V67	22	0	49	0	0	10	42	0	41
V68	1	94	31	131	4	2	3	28	0
V69	89	8	0	0	5	6	2	6	6
V70	273	24	177	16	0	3	0	0	0
V71	25	88	0	0	71	16	4	32	0
V72	14	64	256	0	0	6	58	1	0
V73	7	86	98	0	154	13	137	2	1
V74	90	5	18	0	157	15	51	0	27
V75	2	2	15	0	0	12	0	0	2
V76	85	0	4	14	1	90	0	1	0
V77	42	70	18	11	62	74	10	59	0
V78	1	123	0	0	323	8	11	7	18
V79	150	0	10	0	1	4	0	0	9
V80	9	0	48	218	0	108	0	49	48
V81	57	0	14	2	3	160	25	15	0
V82	19	51	69	386	0	0	54	55	0
V83	17	167	76	372	127	0	0	108	0
V84	20	0	12	14	0	14	0	21	0
V85	21	198	0	4	73	0	15	10	0
V86	4	5	54	103	0	28	13	0	0
V87	7	72	2	0	42	186	3	23	0
V88	53	264	1	87	50	7	0	0	8
V89	19	30	73	77	152	22	66	10	0
V90	7	0	120	127	50	35	0	44	0
V91	0	82	6	0	0	53	0	10	0
V92	106	12	142	0	144	0	27	0	43
V93	0	10	10	6	131	170	0	23	4
V94	116	0	5	21	141	13	0	30	0
V95	99	25	24	28	4	4	0	34	21
V96	280	2	2	60	64	104	22	0	8
V97	1	68	184	32	41	56	39	0	0
V98	56	61	54	18	3	24	21	0	0
V99	66	4	1	8	1	11	0	0	1
V100	6	0	26	156	17	0	0	66	40
