NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	48.775	17.496	11.929	10.883	0.086	0.992	50000.0
2	49.177	17.642	11.95	10.769	0.085	0.993	40000.0
3	52.972	18.798	12.78	11.67	0.092	0.991	60000.0
4	49.063	18.318	11.888	11.277	0.092	0.991	50000.0
5	48.67	17.369	11.821	10.878	0.086	0.992	70000.0
6	50.269	18.053	12.234	11.08	0.088	0.992	70000.0
7	48.273	17.24	11.508	10.133	0.085	0.994	50000.0
8	49.011	17.986	11.903	11.058	0.088	0.991	30000.0
9	48.878	17.427	11.829	10.566	0.084	0.993	60000.0
10	46.4	16.732	11.211	10.295	0.085	0.993	60000.0
