MutationType	ID83A	ID83B
1:Del:C:0	5.14E-03	3.72E-03
1:Del:C:1	1.97E-03	1.43E-03
1:Del:C:2	1.07E-04	1.05E-04
1:Del:C:3	1.78E-04	2.16E-04
1:Del:C:4	3.23E-04	2.53E-04
1:Del:C:5	4.63E-04	4.26E-04
1:Del:T:0	1.35E-03	1.12E-03
1:Del:T:1	6.13E-04	5.04E-04
1:Del:T:2	1.00E-03	6.51E-04
1:Del:T:3	1.08E-03	1.07E-03
1:Del:T:4	1.87E-03	1.89E-03
1:Del:T:5	3.17E-02	3.06E-02
1:Ins:C:0	1.95E-03	2.05E-03
1:Ins:C:1	1.16E-08	3.88E-05
1:Ins:C:2	1.24E-05	6.89E-05
1:Ins:C:3	6.00E-05	5.95E-05
1:Ins:C:4	1.20E-04	9.87E-05
1:Ins:C:5	3.49E-04	3.93E-04
1:Ins:T:0	2.32E-04	2.68E-04
1:Ins:T:1	1.79E-04	1.73E-04
1:Ins:T:2	8.81E-05	1.62E-04
1:Ins:T:3	1.49E-04	1.17E-04
1:Ins:T:4	2.72E-04	1.48E-04
1:Ins:T:5	9.23E-03	1.29E-03
2:Del:R:0	3.81E-04	4.63E-04
2:Del:R:1	2.55E-04	3.26E-04
2:Del:R:2	9.31E-05	8.69E-05
2:Del:R:3	1.08E-04	4.38E-05
2:Del:R:4	5.20E-05	4.33E-05
2:Del:R:5	1.94E-05	4.58E-05
3:Del:R:0	2.16E-04	3.11E-04
3:Del:R:1	1.61E-04	2.13E-04
3:Del:R:2	1.13E-04	6.62E-05
3:Del:R:3	7.69E-05	4.09E-05
3:Del:R:4	9.95E-09	8.28E-09
3:Del:R:5	9.95E-09	8.28E-09
4:Del:R:0	3.26E-04	3.08E-04
4:Del:R:1	1.71E-04	7.16E-05
4:Del:R:2	7.38E-06	5.67E-05
4:Del:R:3	4.18E-04	4.91E-04
4:Del:R:4	9.95E-09	8.28E-09
4:Del:R:5	6.36E-05	6.64E-05
5:Del:R:0	5.85E-04	1.56E-03
5:Del:R:1	1.23E-04	1.51E-04
5:Del:R:2	9.02E-05	7.41E-05
5:Del:R:3	2.76E-05	4.23E-08
5:Del:R:4	9.95E-09	8.28E-09
5:Del:R:5	2.74E-05	2.41E-08
2:Ins:R:0	1.04E-04	1.40E-04
2:Ins:R:1	2.58E-04	3.21E-04
2:Ins:R:2	7.97E-05	6.57E-05
2:Ins:R:3	5.62E-05	4.94E-05
2:Ins:R:4	1.11E-04	1.15E-04
2:Ins:R:5	2.41E-04	2.55E-04
3:Ins:R:0	4.49E-08	4.89E-05
3:Ins:R:1	6.28E-05	4.96E-05
3:Ins:R:2	1.91E-05	5.67E-06
3:Ins:R:3	8.65E-05	7.29E-05
3:Ins:R:4	8.42E-03	7.88E-03
3:Ins:R:5	1.05E-04	1.36E-04
4:Ins:R:0	4.60E-05	9.12E-05
4:Ins:R:1	9.80E-05	1.55E-04
4:Ins:R:2	3.21E-08	3.92E-05
4:Ins:R:3	2.52E-05	4.37E-08
4:Ins:R:4	4.19E-05	4.58E-05
4:Ins:R:5	1.21E-04	1.25E-04
5:Ins:R:0	4.43E-05	1.45E-05
5:Ins:R:1	1.20E-02	1.14E-02
5:Ins:R:2	2.30E-05	4.04E-08
5:Ins:R:3	3.62E-05	1.39E-05
5:Ins:R:4	3.66E-05	2.80E-05
5:Ins:R:5	3.89E-05	3.28E-05
2:Del:M:1	2.82E-04	2.49E-04
3:Del:M:1	1.17E-04	2.10E-04
3:Del:M:2	1.58E-04	2.06E-04
4:Del:M:1	4.42E-04	4.57E-04
4:Del:M:2	9.37E-05	1.03E-04
4:Del:M:3	1.08E-04	8.90E-05
5:Del:M:1	1.29E-03	2.00E-02
5:Del:M:2	8.57E-04	7.28E-04
5:Del:M:3	5.91E-04	8.23E-04
5:Del:M:4	2.35E-04	4.27E-04
5:Del:M:5	3.75E-04	1.09E-03
