Kest,Sensitivity,Precision,rmse_novel_Sig,rmse_cosmic_Sig,rmse_Signatures,rmse_novel_Theta,rmse_cosmic_Theta,rmse_Weights,mean_cos_sim,rmse_Lambda,rmse_Counts,kl_counts,overd,J,case
10,1,1,0.0014147570785399632,0.0022886260955399295,0.0018516915870399463,1.4300198755766196,24.60787119394921,13.018945534762915,0.993550901675659,1.443671426778005,2.886934659558176,22916.345143915416,0,500,compressive
10,1,1,0.0011806626857106372,0.001985223736856625,0.001582943211283631,2.778650077454359,25.255589068022548,14.017119572738453,0.9948427926075624,1.3509260529976652,2.8950160906715356,23213.81145057427,0,500,compressive
10,1,1,0.0011054269479756726,0.002107326475398024,0.0016063767116868484,1.3680064321730863,23.572117472686234,12.47006195242966,0.995578959253449,1.4816321995496549,2.9319704924975905,22991.55561749016,0,500,compressive
10,1,1,0.0014173385826031619,0.002247650234909089,0.0018324944087561254,2.8928798037821224,24.95569762792911,13.924288715855615,0.9940699835179784,1.4789237378835822,2.9946183320253508,22873.979626833443,0,500,compressive
10,1,1,0.001549998801314036,0.0019062260939861175,0.0017281124476500767,2.950043965260609,22.88539224790725,12.91771810658393,0.9955141232464872,1.4141713775863727,2.893365223252211,23091.04834847062,0,500,compressive
10,1,1,0.0011222253212021377,0.001852908410081862,0.001487566865642,2.2738687722261495,22.927009504705598,12.600439138465873,0.9954658557067486,1.4265550811088183,2.880086950230801,22842.710596983063,0,500,compressive
10,1,1,0.0011458698400782154,0.0027952842377095416,0.0019705770388938784,1.8294636835789881,26.461166288760758,14.145314986169874,0.9906549516548023,1.4792142647047384,3.0076475015442843,22887.971973268886,0,500,compressive
10,1,1,9.709098512306552e-4,0.0020376604730967187,0.001504285162163687,2.208011491164999,22.758410148753452,12.483210819959226,0.995801751175179,1.3734937909811975,2.8967019850789653,23144.364871905127,0,500,compressive
10,1,1,0.0014481354358720409,0.0019181513330081726,0.0016831433844401067,2.564835547411447,21.924035576992175,12.244435562201812,0.9956028824609997,1.5462042152551392,2.9194682922414366,23192.936424783664,0,500,compressive
10,1,1,0.0012058883969196575,0.0022967768396564303,0.001751332618288044,2.2229969062075483,25.89477512373984,14.058886014973695,0.9949462709603951,1.4403471005991526,2.9843702643288808,23144.631524969922,0,500,compressive
10,1,1,0.0010110111569048594,0.0017846358101840949,0.001397823483544477,1.1599302978465786,22.333793955878527,11.746862126862553,0.9963012879616782,1.4291780675350423,2.885530487590191,23407.516558593863,0,500,compressive
10,1,1,0.0010835787944944164,0.0024265211890608673,0.0017550499917776418,1.8426642781442142,25.742351482652637,13.792507880398425,0.9940522651308233,1.3900708263868253,2.911483090105825,22937.28475430391,0,500,compressive
10,1,1,0.001525567280154754,0.0017047346629010095,0.0016151509715278817,2.959065442563696,22.381032569776654,12.670049006170174,0.9958968918060321,1.4170090053521909,2.904373285927886,23024.17310122534,0,500,compressive
10,1,1,0.0010724792293084944,0.0018410045139489039,0.001456741871628699,1.5594159240513223,24.613173042826315,13.086294483438818,0.9955368344667375,1.4534283337418903,3.000155913377277,22842.60666089182,0,500,compressive
10,1,1,0.0011089645289175626,0.002486746801148161,0.0017978556650328618,3.9383805983429463,26.087134463251974,15.01275753079746,0.9939050152584976,1.399186277696748,2.936309709707959,23268.652956576883,0,500,compressive
10,1,1,0.00128295901593183,0.002827771150947782,0.002055365083439806,1.8945689046680463,27.76539467622442,14.829981790446233,0.9894327413849264,1.5823947215884775,2.946672113326011,23063.281966378985,0,500,compressive
10,1,1,0.0013673034893790033,0.002329652616462713,0.0018484780529208582,2.0819162951898766,25.270882985960302,13.67639964057509,0.9943234360727701,1.4809041571902162,2.9440647046926247,22772.16148449151,0,500,compressive
10,1,1,0.0013157264692859564,0.002108317654053773,0.0017120220616698646,1.9631462154944317,25.734662153375655,13.848904184435044,0.9958953395024459,1.5312340723145241,2.959379721627934,23103.091663965275,0,500,compressive
10,1,1,0.0014124944684863546,0.0019344040324585675,0.001673449250472461,2.0201770603742446,23.13448594317272,12.577331501773482,0.9951921784854495,1.4393609816987118,2.9457299109697312,23076.743472179307,0,500,compressive
10,1,1,0.0013123736605007476,0.0019064583526662495,0.0016094160065834985,1.27919539401665,22.83324250332187,12.05621894866926,0.9956471875152653,1.470162135205428,2.8801018631131527,23295.37942519613,0,500,compressive
