Sample Names	MutationType	ID1	ID2	ID8	ID9	ID83A	ID83E
V1	1:Del:C:0	0.0	0.18486598097891077	0.0	0.0	0.8151340190210893	0.0
V1	1:Del:C:1	0.0	0.0005965215679089584	0.0	0.0	0.9743856093231161	0.02501786910897491
V1	1:Del:C:2	0.0	0.0012417183229252763	0.0	0.0	0.5550150930671097	0.44374318860996503
V1	1:Del:C:3	0.0	0.4322291862303609	0.0	0.0	0.06918397239498339	0.49858684137465564
V1	1:Del:C:4	0.0	0.4053860262684151	0.0	0.0	0.3149507860576583	0.2796631876739266
V1	1:Del:C:5	0.0	0.9696121681736231	0.0	0.0	0.0	0.030387831826376943
V1	1:Del:T:0	0.0	0.21309318130480387	0.0	0.0	0.465808303730939	0.3210985149642571
V1	1:Del:T:1	0.0	3.200467647873266e-16	0.0	0.0	0.4323994527665717	0.567600547233428
V1	1:Del:T:2	0.0	0.5082390385492623	0.0	0.0	0.46896443028956664	0.022796531161170957
V1	1:Del:T:3	0.0	0.5111385045272102	0.0	0.0	0.27795116518243596	0.21091033029035375
V1	1:Del:T:4	0.0	0.7272492414107661	0.0	0.0	0.061828554608927486	0.21092220398030648
V1	1:Del:T:5	0.0	0.9996878846661882	0.0	0.0	0.0003121039943214327	1.133949030915065e-08
V1	1:Ins:C:0	0.0	1.6952305526957036e-13	0.0	0.0	0.9895649043068507	0.010435095692979901
V1	1:Ins:C:1	0.0	6.350854761641386e-05	0.0	0.0	0.999936238684795	2.5276758858156286e-07
V1	1:Ins:C:2	0.0	0.07343611656157878	0.0	0.0	0.9265638834384212	0.0
V1	1:Ins:C:3	0.0	0.28174382887823607	0.0	0.0	6.283990414000219e-06	0.7182498871313499
V1	1:Ins:C:4	0.0	0.07605734194063217	0.0	0.0	0.05024314023919254	0.8736995178201753
V1	1:Ins:C:5	0.0	0.927254925194333	0.0	0.0	2.9638192881198433e-05	0.07271543661278587
V1	1:Ins:T:0	0.0	0.22410048891028347	0.0	0.0	0.3832288700565302	0.3926706410331862
V1	1:Ins:T:1	0.0	1.6494519035011275e-15	0.0	0.0	0.0	0.9999999999999983
V1	1:Ins:T:2	0.0	1.0	0.0	0.0	0.0	0.0
V1	1:Ins:T:3	0.0	0.44417089614908467	0.0	0.0	0.03650471807428608	0.5193243857766293
V1	1:Ins:T:4	0.0	0.4885552297463833	0.0	0.0	0.32679293661332565	0.18465183364029114
