MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
1:Del:C:0	4.00E-04	2.84E-03	2.83E-02	3.96E-03	2.99E-02	5.54E-02	4.56E-02	1.52E-45	2.45E-02
1:Del:C:1	1.67E-07	5.37E-08	1.98E-06	1.89E-08	2.23E-02	1.40E-46	3.46E-03	4.88E-03	6.26E-03
1:Del:C:2	3.46E-05	1.53E-04	2.77E-08	0.00E+00	5.69E-04	1.07E-03	6.30E-04	4.08E-04	9.23E-04
1:Del:C:3	2.84E-04	3.21E-04	5.65E-04	6.32E-04	1.84E-03	1.93E-03	3.92E-03	1.82E-03	5.00E-04
1:Del:C:4	4.17E-08	0.00E+00	5.16E-02	1.31E-03	1.84E-03	8.86E-03	9.43E-02	3.67E-04	9.66E-03
1:Del:C:5	2.60E-04	2.52E-04	3.01E-04	1.12E-03	0.00E+00	0.00E+00	5.11E-04	3.81E-05	3.07E-04
1:Del:T:0	0.00E+00	6.25E-04	8.41E-04	1.89E-03	2.17E-02	1.44E-02	6.65E-03	4.42E-03	5.53E-03
1:Del:T:1	1.64E-03	1.09E-04	5.56E-04	3.54E-05	7.85E-03	5.66E-03	6.81E-03	2.97E-03	2.70E-03
1:Del:T:2	8.21E-04	2.12E-04	5.49E-04	2.80E-46	1.49E-02	1.13E-02	1.96E-02	2.15E-03	1.22E-03
1:Del:T:3	3.13E-04	6.85E-04	0.00E+00	2.94E-03	1.76E-02	1.54E-02	2.89E-02	9.98E-04	1.40E-46
1:Del:T:4	1.67E-04	2.22E-04	4.90E-04	2.12E-03	1.48E-02	1.12E-02	2.74E-02	3.82E-04	2.86E-04
1:Del:T:5	5.37E-07	4.59E-08	8.87E-07	7.38E-03	7.87E-08	1.44E-06	6.79E-03	1.96E-03	5.27E-04
1:Ins:C:0	7.85E-08	7.55E-05	3.05E-08	7.77E-09	6.04E-07	4.29E-05	1.07E-03	1.07E-03	9.05E-04
1:Ins:C:1	1.52E-04	5.60E-08	0.00E+00	1.16E-04	1.94E-08	2.99E-04	6.96E-04	7.45E-04	1.76E-04
1:Ins:C:2	9.97E-06	1.20E-07	5.87E-09	8.84E-06	6.96E-07	7.13E-08	3.30E-04	3.55E-04	9.18E-04
