Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S
V1	16	26	0	2	0	3	8	0	3	0	0	5	1	5	5	0	3	2	0
V2	0	3	4	8	63	13	99	85	0	6	17	0	10	6	10	0	10	1	0
V3	18	14	0	10	4	30	15	10	2	0	0	3	0	17	15	0	3	0	0
V4	41	5	1	19	2	13	0	7	7	21	4	0	0	1	0	0	0	0	0
V5	18	7	92	0	97	9	21	81	0	9	0	0	0	1	2	0	2	28	0
V6	0	208	55	17	58	1	29	10	0	0	0	0	28	0	0	0	5	11	16
V7	49	1	36	4	0	2	9	4	7	0	0	11	14	4	0	12	4	0	0
V8	45	1	8	5	0	2	0	1	11	0	0	0	0	1	0	0	3	0	0
V9	15	40	5	0	53	7	49	13	0	25	9	18	0	0	6	0	0	0	0
V10	167	0	4	0	12	5	4	8	33	23	0	4	0	20	15	27	0	0	0
V11	0	2	117	7	40	20	9	25	0	3	4	0	0	7	5	11	6	6	0
V12	202	0	18	0	18	3	12	17	41	7	0	36	18	0	0	0	0	0	0
V13	29	23	7	118	0	12	0	0	15	0	0	0	0	10	0	23	10	1	0
V14	49	5	68	0	0	1	0	0	20	0	0	16	24	0	0	84	3	0	10
V15	70	1	0	21	0	41	4	0	38	21	35	24	3	28	0	47	6	0	0
V16	8	49	103	0	3	42	13	3	0	0	19	0	0	28	14	0	0	20	0
V17	2	22	177	36	0	0	0	0	0	49	0	0	22	2	2	0	8	3	0
V18	100	29	96	0	18	0	6	9	30	0	0	9	0	11	0	0	0	0	0
V19	5	0	11	3	6	58	5	15	0	14	5	0	16	31	37	0	0	4	0
V20	3	111	110	27	0	6	0	15	0	0	59	0	24	10	0	0	0	11	18
V21	46	38	146	97	44	117	18	27	16	58	25	0	34	40	34	0	0	17	0
V22	3	32	0	0	62	0	15	0	5	4	0	0	0	0	0	0	0	0	0
V23	79	13	94	0	0	10	0	1	14	14	11	7	0	25	1	0	0	6	0
V24	0	13	6	5	77	8	88	114	0	0	5	2	1	6	0	0	0	1	0
V25	53	6	7	0	24	17	17	0	24	1	0	0	0	2	11	0	0	0	0
V26	1	4	54	9	12	0	13	14	0	11	0	0	0	0	0	15	0	0	9
V27	36	8	35	0	42	24	91	60	8	0	0	16	8	19	0	0	0	21	0
V28	0	29	9	0	10	64	20	12	0	0	8	0	7	25	43	0	35	13	0
V29	92	19	58	0	0	0	0	3	18	0	0	0	2	6	0	0	0	0	0
V30	174	46	78	5	34	4	10	4	30	0	0	27	20	10	9	0	0	0	0
V31	81	54	0	34	0	0	0	0	26	7	0	20	21	0	0	0	0	0	0
V32	132	337	218	0	0	8	0	0	27	0	0	24	0	0	4	15	38	0	0
V33	0	14	34	35	12	0	13	0	0	18	0	0	0	2	0	0	0	14	0
V34	357	2	0	0	9	0	0	21	94	7	0	29	44	0	0	0	0	0	0
V35	141	1	41	0	14	0	7	0	25	15	0	62	0	0	0	0	0	1	0
V36	0	106	7	10	0	20	0	0	0	0	0	0	12	5	13	0	0	14	4
V37	72	6	0	4	20	34	12	0	13	0	101	0	19	11	5	0	3	3	0
V38	18	14	1	41	41	5	15	1	0	33	0	26	0	0	0	0	0	1	0
V39	42	0	56	116	5	4	5	2	0	44	0	10	0	0	0	0	0	0	0
V40	1	32	19	52	10	0	18	1	2	6	0	0	24	8	0	0	0	0	0
V41	39	1	46	1	0	0	0	2	6	2	0	0	0	0	0	3	0	1	0
V42	31	0	144	44	8	9	0	0	3	3	0	30	2	15	8	0	0	4	0
V43	23	0	3	0	0	0	0	1	22	10	0	0	2	0	0	0	0	0	0
V44	0	15	0	24	0	0	5	2	0	6	4	0	0	0	0	0	1	0	3
V45	2	10	38	0	0	2	0	0	0	10	10	0	0	0	3	0	0	0	12
V46	87	0	29	0	0	14	0	0	33	12	0	3	11	6	3	0	0	0	0
V47	0	39	0	12	16	0	26	3	0	0	0	34	3	5	0	0	0	2	0
V48	111	39	0	5	3	34	0	0	10	2	25	0	3	16	18	0	0	2	0
V49	11	62	0	25	0	5	0	0	7	7	0	0	3	0	4	4	4	0	0
V50	1	7	25	14	0	0	0	0	3	0	0	0	0	4	0	0	0	0	0
V51	187	10	65	0	4	0	2	0	54	0	1	36	0	3	4	0	3	0	0
V52	9	19	9	9	0	16	0	5	0	0	7	7	0	6	0	0	4	0	13
V53	33	63	0	20	9	2	4	0	2	0	0	4	29	0	5	0	0	2	0
V54	64	5	58	21	11	10	20	2	12	31	0	0	9	2	0	16	8	6	0
V55	5	8	10	16	0	1	8	2	15	69	0	0	0	1	2	13	5	0	9
V56	1	122	2	4	0	30	0	0	0	0	25	0	24	6	25	0	3	1	0
V57	6	12	0	5	11	0	1	4	1	0	0	0	2	0	0	0	0	0	0
V58	0	54	134	21	67	8	16	1	0	0	17	0	0	13	9	31	3	0	0
V59	0	0	72	13	0	9	0	0	0	18	0	0	17	2	1	0	0	0	0
V60	15	0	0	29	28	16	10	38	4	7	0	0	3	0	6	0	0	6	0
V61	20	1	0	16	4	8	0	0	4	0	0	0	0	2	4	0	0	0	0
V62	0	71	17	66	23	47	0	44	0	4	82	0	25	14	19	0	9	0	0
V63	182	22	1	4	0	1	0	0	51	16	0	42	0	0	0	0	0	0	0
V64	53	5	68	90	5	13	0	9	6	0	0	0	0	2	4	0	1	0	0
V65	19	10	28	0	20	6	29	17	5	0	0	0	0	0	0	17	12	0	18
V66	0	158	0	0	6	0	25	9	0	0	0	40	5	2	0	0	0	0	4
V67	4	0	0	3	0	1	1	0	2	0	0	0	0	3	0	8	0	0	0
V68	67	4	102	0	74	0	29	23	10	2	11	35	0	6	0	0	0	0	7
V69	20	32	0	0	8	49	9	2	2	0	17	0	0	35	26	0	0	13	0
V70	23	8	20	4	0	0	0	0	0	6	0	0	15	3	1	0	0	0	0
V71	0	8	2	3	0	14	0	0	0	0	0	0	0	5	9	0	0	0	0
V72	0	0	79	11	1	39	0	0	0	0	19	3	0	23	14	58	8	0	0
V73	0	6	23	3	62	26	16	0	0	0	12	0	0	11	4	0	9	15	0
V74	0	13	0	0	0	23	0	0	0	0	51	0	0	22	28	0	6	2	0
V75	42	0	39	0	0	18	0	10	18	3	7	0	2	3	0	0	5	0	0
V76	22	5	5	0	52	11	58	76	9	10	29	16	0	0	15	0	0	13	0
V77	48	0	0	0	11	2	13	0	3	23	25	0	0	0	11	9	7	0	0
V78	53	35	18	44	2	22	0	0	16	63	0	0	5	11	4	0	0	0	0
V79	25	120	184	65	21	0	0	0	1	18	0	18	24	0	1	0	1	0	0
V80	15	9	3	39	69	0	16	15	0	9	0	7	2	4	9	0	6	2	0
V81	0	35	6	2	0	3	0	0	0	0	9	0	4	12	17	0	2	0	0
V82	63	3	0	23	0	13	0	0	5	0	3	0	0	11	8	3	12	0	0
V83	77	4	0	13	54	5	19	0	32	11	1	49	0	0	13	0	3	2	0
V84	40	4	1	0	0	5	0	0	19	0	10	0	0	1	1	0	0	0	0
V85	0	76	77	0	7	0	7	19	0	0	22	0	5	0	0	0	0	17	3
V86	0	45	0	67	37	0	25	0	0	0	17	0	0	4	3	0	12	0	0
V87	13	0	22	9	9	0	28	8	0	44	2	0	0	5	0	0	0	0	0
V88	6	21	21	19	0	12	4	0	0	9	0	4	0	9	2	0	0	2	0
V89	0	46	1	40	0	23	0	0	9	2	5	6	2	2	11	0	8	0	0
V90	13	120	1	0	0	6	0	0	0	0	0	0	0	4	3	0	0	0	0
V91	153	0	10	52	8	14	3	20	37	13	10	16	22	13	0	0	0	0	0
V92	0	443	23	2	0	0	11	9	0	0	6	0	21	4	0	3	6	0	0
V93	0	22	0	11	0	9	32	0	0	12	0	0	8	0	10	0	0	0	0
V94	66	41	3	0	0	1	18	28	0	0	0	18	10	0	2	0	0	0	0
V95	9	8	0	1	0	20	7	0	0	0	0	0	0	0	31	0	15	0	0
V96	22	79	36	0	2	0	0	3	2	22	0	4	5	0	9	0	0	2	0
V97	0	291	85	21	8	0	7	0	0	7	13	0	31	4	10	0	16	7	31
V98	9	3	5	0	0	5	0	23	9	0	0	0	0	0	0	0	0	0	0
V99	16	20	80	17	0	16	0	0	0	0	0	0	29	6	6	1	11	0	0
V100	9	7	0	23	94	16	30	29	6	51	0	0	0	0	0	110	0	0	0
