NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	49.656	19.991	12.374	12.728	0.114	0.988	40000.0
2	47.851	19.55	11.538	12.01	0.112	0.99	50000.0
3	49.114	20.044	11.837	12.397	0.114	0.989	30000.0
4	45.108	18.295	10.48	10.904	0.107	0.992	40000.0
5	47.877	19.197	11.59	11.94	0.111	0.99	50000.0
6	45.487	18.416	10.709	11.198	0.109	0.991	50000.0
7	46.948	19.546	11.024	11.825	0.112	0.99	40000.0
8	44.157	18.256	10.597	11.232	0.107	0.991	30000.0
9	47.48	19.667	11.428	12.07	0.111	0.99	50000.0
10	43.237	18.008	9.969	10.814	0.107	0.992	30000.0
