MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
1:Del:C:0	1.24E-03	4.72E-04	1.94E-03	7.05E-07	4.05E-02	1.22E-03	7.85E-04	3.05E-03	1.26E-02	6.02E-03
1:Del:C:1	3.01E-05	2.61E-04	1.06E-03	1.09E-03	8.30E-03	2.46E-03	2.90E-03	3.62E-03	1.76E-02	7.70E-03
1:Del:C:2	1.41E-04	1.25E-04	2.15E-04	4.96E-04	4.97E-04	6.33E-04	4.34E-04	1.79E-03	6.98E-04	5.96E-04
1:Del:C:3	1.54E-04	2.42E-04	8.13E-04	1.22E-03	1.20E-03	1.07E-03	2.40E-03	2.35E-03	1.75E-03	3.93E-03
1:Del:C:4	2.58E-04	2.92E-04	1.30E-04	3.50E-05	8.91E-04	1.01E-03	4.35E-03	1.97E-04	4.39E-03	1.06E-02
1:Del:C:5	8.43E-04	7.05E-04	4.41E-04	5.94E-05	4.21E-04	1.30E-03	1.26E-03	0.00E+00	1.65E-04	1.25E-02
1:Del:T:0	9.45E-04	3.30E-04	2.06E-04	1.40E-46	1.68E-02	1.29E-02	5.18E-03	5.07E-03	4.45E-02	1.06E-02
1:Del:T:1	0.00E+00	0.00E+00	5.36E-05	1.89E-07	5.38E-03	2.94E-03	3.07E-03	1.65E-03	1.13E-02	1.02E-03
1:Del:T:2	9.18E-04	9.17E-05	9.18E-04	7.70E-04	1.00E-02	4.63E-03	1.58E-02	3.43E-04	1.92E-02	5.14E-03
1:Del:T:3	1.75E-03	5.31E-04	7.94E-04	7.90E-04	1.28E-02	1.36E-02	2.41E-02	3.06E-03	2.39E-02	3.29E-02
1:Del:T:4	6.82E-03	4.56E-04	6.57E-03	0.00E+00	9.78E-03	0.00E+00	5.92E-02	1.78E-02	1.38E-02	2.22E-02
1:Del:T:5	1.15E-02	3.90E-04	1.30E-03	2.09E-02	5.13E-07	1.94E-11	8.33E-02	7.30E-02	4.37E-02	6.41E-02
1:Ins:C:0	5.98E-08	1.18E-07	6.46E-08	7.13E-05	7.70E-08	4.30E-04	3.21E-04	5.93E-04	1.61E-04	2.94E-04
1:Ins:C:1	0.00E+00	8.73E-05	7.55E-05	3.98E-05	3.78E-04	7.66E-04	6.36E-05	1.59E-04	3.58E-04	4.70E-04
1:Ins:C:2	1.47E-05	4.45E-05	1.52E-04	1.92E-04	8.68E-05	3.29E-04	0.00E+00	1.89E-04	8.16E-05	4.74E-04
1:Ins:C:3	3.97E-05	6.34E-05	4.58E-05	2.22E-04	8.87E-08	1.36E-08	3.33E-04	1.49E-04	6.73E-04	4.40E-04
1:Ins:C:4	3.50E-04	4.91E-04	8.32E-05	0.00E+00	2.14E-08	4.13E-04	1.71E-03	4.44E-04	0.00E+00	3.69E-03
1:Ins:C:5	6.90E-04	3.10E-03	4.93E-04	9.36E-04	0.00E+00	0.00E+00	1.92E-03	1.22E-03	1.58E-03	2.98E-02
1:Ins:T:0	1.75E-04	2.14E-04	2.65E-04	4.81E-04	2.89E-03	2.98E-03	1.99E-03	8.48E-04	3.45E-03	2.85E-03
1:Ins:T:1	6.72E-05	4.56E-09	1.62E-04	1.86E-04	1.20E-03	6.58E-04	8.54E-04	1.01E-03	3.55E-03	3.08E-03
