MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
1:Del:C:0	9.28E-05	1.59E-04	8.92E-04	5.65E-04	1.08E-04	2.40E-03
1:Del:C:1	4.50E-05	1.87E-04	6.70E-04	3.79E-04	5.77E-05	1.32E-03
1:Del:C:2	3.52E-05	1.16E-04	3.30E-04	2.64E-04	4.51E-05	9.80E-04
1:Del:C:3	6.89E-05	1.55E-04	2.48E-04	1.52E-04	1.21E-09	9.63E-04
1:Del:C:4	1.00E-04	8.31E-05	1.51E-04	1.33E-04	1.35E-09	7.87E-04
1:Del:C:5	2.95E-04	2.18E-04	1.85E-04	1.73E-04	4.30E-05	1.41E-03
1:Del:T:0	1.11E-04	1.88E-04	7.33E-04	4.79E-04	8.60E-05	1.98E-03
1:Del:T:1	1.02E-04	1.86E-04	4.62E-04	2.55E-04	5.53E-05	1.17E-03
1:Del:T:2	6.92E-05	1.25E-04	6.28E-04	3.72E-04	3.68E-05	1.36E-03
1:Del:T:3	4.34E-04	2.56E-04	5.82E-04	3.07E-04	8.32E-05	2.93E-03
1:Del:T:4	1.14E-03	3.51E-04	9.76E-04	2.74E-04	1.40E-04	8.15E-03
1:Del:T:5	2.18E-03	2.63E-03	2.73E-03	1.88E-03	3.66E-04	1.45E-02
1:Ins:C:0	8.76E-04	2.53E-04	9.40E-04	6.49E-04	1.88E-03	1.82E-03
1:Ins:C:1	1.49E-04	1.42E-04	8.38E-05	8.45E-05	6.38E-04	5.92E-04
1:Ins:C:2	7.00E-05	1.12E-04	4.88E-05	5.38E-05	4.36E-04	3.75E-04
1:Ins:C:3	3.26E-05	5.07E-05	4.78E-05	2.03E-05	1.57E-04	1.51E-04
1:Ins:C:4	2.35E-05	2.44E-05	1.59E-05	1.94E-05	1.29E-04	1.90E-04
1:Ins:C:5	1.74E-05	3.36E-05	3.97E-05	0.00E+00	4.03E-05	1.04E-04
1:Ins:T:0	1.10E-03	1.50E-03	3.68E-03	1.49E-03	1.29E-03	1.19E-02
1:Ins:T:1	3.45E-04	9.85E-04	2.02E-03	7.37E-04	7.27E-04	7.42E-03
1:Ins:T:2	2.07E-04	4.25E-04	6.33E-04	1.20E-05	3.94E-04	1.86E-03
1:Ins:T:3	1.30E-04	3.46E-04	5.99E-04	1.72E-04	4.31E-04	1.46E-03
1:Ins:T:4	1.10E-04	1.97E-04	2.77E-04	1.59E-04	2.47E-04	2.53E-04
1:Ins:T:5	1.29E-04	3.77E-04	4.36E-04	1.91E-04	2.53E-04	1.26E-03
2:Del:R:0	5.01E-05	7.65E-05	3.12E-04	1.69E-04	1.55E-09	9.82E-04
2:Del:R:1	7.63E-05	1.92E-04	4.86E-04	2.97E-04	9.80E-05	1.38E-03
2:Del:R:2	4.57E-05	6.34E-05	2.79E-04	1.38E-04	3.92E-05	9.96E-04
2:Del:R:3	5.44E-05	2.92E-05	7.59E-05	5.58E-05	1.36E-09	5.52E-04
2:Del:R:4	3.28E-05	1.32E-05	4.85E-05	2.77E-05	1.12E-09	3.58E-04
2:Del:R:5	1.22E-04	0.00E+00	5.02E-04	7.83E-06	9.60E-10	6.38E-03
3:Del:R:0	2.23E-05	8.56E-05	1.79E-04	1.64E-04	3.52E-05	3.27E-04
3:Del:R:1	9.69E-05	1.63E-04	4.66E-04	2.61E-04	5.76E-05	2.62E-03
3:Del:R:2	2.79E-05	4.08E-05	2.04E-04	6.58E-05	3.70E-05	6.69E-04
3:Del:R:3	2.03E-05	7.32E-05	9.48E-05	1.24E-05	3.62E-05	6.98E-04
3:Del:R:4	7.47E-06	3.04E-08	2.50E-04	2.26E-05	1.11E-09	3.17E-03
3:Del:R:5	7.93E-06	9.85E-06	3.71E-04	3.51E-09	1.24E-09	4.26E-03
4:Del:R:0	7.69E-06	3.00E-05	1.75E-04	1.52E-04	1.47E-09	3.20E-04
4:Del:R:1	5.97E-05	1.25E-04	2.94E-04	1.75E-04	4.68E-05	1.62E-03
4:Del:R:2	1.59E-05	2.39E-06	9.48E-05	6.74E-05	4.23E-10	4.00E-04
4:Del:R:3	7.06E-06	5.50E-05	1.63E-04	6.41E-05	1.21E-09	1.59E-03
4:Del:R:4	9.82E-06	1.62E-05	1.42E-04	2.95E-05	1.01E-09	1.57E-03
4:Del:R:5	2.35E-05	3.82E-05	4.56E-05	1.73E-05	9.76E-10	6.96E-04
5:Del:R:0	2.09E-05	1.84E-04	6.21E-04	6.70E-04	9.50E-05	1.10E-03
5:Del:R:1	3.17E-05	9.60E-05	1.54E-04	1.58E-04	5.46E-05	8.02E-04
5:Del:R:2	6.59E-06	4.89E-05	8.06E-05	4.37E-05	3.35E-10	5.50E-04
5:Del:R:3	6.17E-06	7.97E-06	3.00E-05	2.66E-05	7.61E-10	2.82E-04
5:Del:R:4	7.63E-06	4.81E-06	8.32E-10	1.60E-05	1.31E-09	1.73E-04
5:Del:R:5	3.97E-07	1.85E-05	2.92E-05	2.22E-05	1.59E-09	3.68E-04
2:Ins:R:0	1.97E-04	3.46E-04	5.42E-04	2.23E-04	1.79E-04	2.13E-03
2:Ins:R:1	3.11E-05	9.48E-05	9.58E-05	5.45E-05	3.31E-05	9.47E-04
2:Ins:R:2	2.63E-05	2.63E-05	1.39E-05	1.37E-05	3.46E-09	9.42E-09
2:Ins:R:3	1.08E-05	7.50E-06	9.50E-06	0.00E+00	2.08E-09	1.30E-04
2:Ins:R:4	1.07E-05	1.38E-05	9.80E-10	3.05E-06	3.93E-09	1.01E-04
2:Ins:R:5	6.67E-06	1.17E-05	1.15E-05	0.00E+00	3.12E-06	8.49E-05
3:Ins:R:0	6.31E-05	1.53E-04	3.00E-04	1.89E-04	7.86E-05	1.32E-03
3:Ins:R:1	8.73E-06	3.32E-05	4.88E-05	1.57E-05	1.61E-09	1.96E-04
3:Ins:R:2	1.19E-06	5.66E-06	2.22E-08	1.08E-09	1.72E-07	4.89E-05
3:Ins:R:3	4.64E-06	3.12E-07	5.39E-08	1.67E-09	9.61E-06	3.28E-05
3:Ins:R:4	3.09E-10	1.12E-09	5.54E-09	3.19E-09	1.42E-10	2.13E-08
3:Ins:R:5	3.09E-10	1.12E-09	5.54E-09	3.19E-09	1.42E-10	2.13E-08
4:Ins:R:0	3.16E-05	1.85E-04	3.06E-04	1.39E-04	7.74E-05	1.10E-03
4:Ins:R:1	1.09E-05	1.31E-05	3.53E-05	2.84E-05	2.58E-09	5.11E-05
4:Ins:R:2	1.70E-09	3.37E-06	4.71E-06	2.49E-09	2.17E-09	3.81E-08
4:Ins:R:3	2.57E-10	3.20E-06	5.29E-08	2.12E-09	2.68E-06	3.25E-05
4:Ins:R:4	5.44E-09	9.14E-09	4.46E-08	3.59E-06	1.85E-08	5.66E-05
4:Ins:R:5	3.09E-10	1.12E-09	5.54E-09	3.19E-09	1.42E-10	2.13E-08
5:Ins:R:0	0.00E+00	2.23E-04	4.98E-04	2.73E-04	9.30E-05	2.35E-03
5:Ins:R:1	0.00E+00	9.98E-06	2.41E-05	2.14E-05	2.11E-09	7.59E-05
5:Ins:R:2	3.09E-10	2.42E-06	5.11E-08	2.72E-09	2.64E-09	3.58E-08
5:Ins:R:3	3.09E-10	1.12E-09	5.54E-09	3.19E-09	1.42E-10	2.13E-08
5:Ins:R:4	3.09E-10	1.12E-09	5.54E-09	3.19E-09	1.42E-10	2.13E-08
5:Ins:R:5	3.09E-10	1.12E-09	5.54E-09	3.19E-09	1.42E-10	2.13E-08
2:Del:M:1	6.15E-05	1.50E-04	4.52E-04	2.77E-04	4.68E-05	1.26E-03
3:Del:M:1	2.68E-06	1.24E-05	1.75E-04	1.37E-04	3.85E-05	5.98E-04
3:Del:M:2	4.07E-05	7.24E-05	3.07E-04	1.92E-04	5.45E-05	7.84E-04
4:Del:M:1	1.54E-05	8.93E-06	1.40E-04	1.20E-04	1.10E-09	3.25E-04
