NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	63.953	22.914	15.266	13.637	0.126	0.987	50000.0
2	64.546	23.282	15.533	14.171	0.131	0.986	30000.0
3	66.224	23.543	16.012	14.505	0.136	0.985	30000.0
4	60.74	21.997	14.592	13.3	0.126	0.988	30000.0
5	62.637	22.095	14.855	13.197	0.126	0.988	30000.0
6	62.624	22.472	14.888	13.488	0.125	0.987	40000.0
7	62.424	22.788	14.794	13.74	0.124	0.986	30000.0
8	63.58	22.646	14.971	13.542	0.128	0.988	50000.0
9	63.01	22.775	14.888	13.673	0.125	0.987	40000.0
10	64.421	22.87	15.236	13.728	0.13	0.987	30000.0
