NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	57.499	23.191	13.632	14.229	0.127	0.987	30000.0
2	55.93	21.998	13.364	13.854	0.124	0.987	50000.0
3	56.276	22.722	13.227	13.999	0.128	0.987	60000.0
4	60.064	23.565	14.411	14.68	0.127	0.986	40000.0
5	60.012	24.699	14.515	15.816	0.13	0.983	50000.0
6	58.841	23.317	14.323	14.666	0.119	0.986	50000.0
7	57.868	23.296	14.163	14.794	0.126	0.986	60000.0
8	54.13	21.534	12.732	13.349	0.123	0.988	30000.0
9	58.994	24.043	14.083	15.169	0.129	0.983	30000.0
10	59.893	24.636	14.212	15.333	0.135	0.985	80000.0
