NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	44.971	19.385	10.515	11.005	0.12	0.989	90000.0
2	44.92	19.239	10.529	10.856	0.119	0.99	80000.0
3	44.77	19.541	10.521	10.921	0.118	0.99	40000.0
4	44.083	18.888	10.262	10.431	0.116	0.992	20000.0
5	44.88	19.472	10.558	10.783	0.118	0.992	100000.0
6	44.286	18.991	10.514	10.669	0.116	0.991	40000.0
7	45.615	19.804	10.831	11.122	0.118	0.991	70000.0
8	44.245	19.143	10.576	10.876	0.119	0.991	80000.0
9	43.846	19.143	10.584	11.234	0.116	0.989	40000.0
10	44.858	19.392	10.608	10.847	0.114	0.991	30000.0
