NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	174.433	69.318	58.847	54.546	0.431	0.81	40000.0
2	175.985	69.823	59.045	54.084	0.434	0.812	20000.0
3	165.952	65.162	52.75	50.504	0.418	0.842	20000.0
4	175.751	69.822	58.689	54.424	0.441	0.81	20000.0
5	165.358	65.954	52.759	51.183	0.428	0.832	20000.0
6	164.787	65.588	52.696	51.066	0.42	0.833	30000.0
7	168.291	66.885	53.164	51.48	0.427	0.833	20000.0
8	166.258	65.048	53.218	50.709	0.412	0.837	30000.0
9	164.456	65.965	53.124	51.448	0.428	0.828	40000.0
10	167.555	65.902	52.851	50.517	0.426	0.838	20000.0
