NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	77.613	31.495	20.069	20.917	0.17	0.971	30000.0
2	75.001	30.998	19.128	20.552	0.175	0.971	20000.0
3	78.923	31.929	20.101	21.046	0.177	0.97	20000.0
4	77.004	31.454	19.249	20.333	0.183	0.974	20000.0
5	77.007	31.813	19.944	21.49	0.18	0.968	20000.0
6	79.565	32.946	20.883	22.377	0.182	0.965	40000.0
7	78.323	31.943	20.083	21.396	0.179	0.97	20000.0
8	74.933	30.172	18.976	20.056	0.173	0.972	20000.0
9	77.259	31.788	20.097	21.414	0.178	0.968	50000.0
10	77.624	31.781	19.753	20.987	0.183	0.969	40000.0
