Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O
V1	0	20	2	0	43	3	16	3	14	0	6	0	10	0	0
V2	3	0	41	2	137	0	52	0	2	1	12	0	6	0	0
V3	107	119	67	0	48	0	60	0	49	0	0	55	0	0	10
V4	3	28	13	51	19	0	30	0	0	0	0	0	24	17	0
V5	39	9	11	22	15	0	12	0	0	2	8	16	0	0	0
V6	0	0	0	20	0	0	3	0	2	21	4	1	0	0	0
V7	257	21	2	0	21	38	13	26	0	0	0	49	0	0	0
V8	0	1	7	115	21	54	21	0	0	12	0	0	0	86	0
V9	3	0	119	77	5	2	5	7	0	0	27	0	0	0	0
V10	9	0	14	178	1	138	13	0	81	38	6	27	0	44	0
V11	0	28	25	0	3	8	2	3	3	4	12	0	16	0	0
V12	272	0	3	0	101	10	44	13	0	0	0	53	0	0	0
V13	0	4	107	0	34	0	80	0	0	0	0	0	0	0	0
V14	103	62	10	68	24	134	24	19	158	31	88	9	0	0	0
V15	51	61	20	0	0	0	1	0	11	0	0	8	19	0	0
V16	85	24	2	23	0	0	1	0	3	0	0	15	0	0	0
V17	1	0	1	84	101	0	88	11	0	1	0	0	1	0	0
V18	189	0	0	0	107	71	40	0	5	0	0	52	0	0	0
V19	16	35	91	0	6	0	0	2	0	11	0	0	0	0	25
V20	7	204	14	0	54	139	56	18	54	0	101	0	0	0	0
V21	2	5	40	106	5	5	13	12	2	0	0	0	0	25	0
V22	57	34	52	0	141	130	83	0	14	0	71	0	0	0	0
V23	0	4	80	167	2	0	11	47	4	110	0	5	5	0	0
V24	3	0	20	0	3	9	5	7	44	3	15	4	0	0	0
V25	0	0	41	3	7	14	11	38	46	4	0	8	0	23	21
V26	38	4	115	0	163	67	108	10	42	3	27	5	0	0	0
V27	24	87	8	25	60	198	26	6	0	0	83	0	0	0	0
V28	106	0	8	370	0	0	0	70	0	0	1	0	32	0	0
V29	2	0	0	0	11	55	12	12	0	8	0	8	2	0	5
V30	1	26	127	2	140	0	76	13	11	13	5	0	0	0	0
V31	5	6	0	10	84	0	74	0	6	5	0	2	28	0	0
V32	1	34	128	109	51	0	24	135	0	31	0	0	0	55	0
V33	35	12	0	0	14	38	6	4	10	0	1	6	0	0	0
V34	45	8	64	0	0	0	0	0	0	8	0	4	10	0	0
V35	211	13	13	0	14	1	31	3	23	0	11	5	0	0	0
V36	0	23	153	3	6	140	7	0	36	23	6	3	35	0	0
V37	5	0	16	37	6	0	10	0	0	0	0	4	0	1	0
V38	22	5	132	0	130	0	79	4	0	0	0	7	0	0	13
V39	41	25	26	14	5	124	27	45	93	19	0	0	0	0	0
V40	42	158	170	10	13	0	14	0	11	5	14	7	34	0	0
V41	0	16	0	74	52	12	18	69	13	29	10	0	0	0	0
V42	81	78	31	0	40	0	34	13	4	0	1	3	0	0	0
V43	1	37	0	0	14	13	0	19	0	14	0	0	23	0	5
V44	1	40	149	0	36	107	17	7	4	5	29	0	0	3	0
V45	3	40	41	2	16	1	4	25	1	27	1	6	0	0	0
V46	0	15	0	0	0	0	3	12	0	0	0	1	16	0	3
V47	43	27	9	0	37	31	56	9	22	0	7	2	0	0	0
V48	78	55	34	42	2	0	9	50	14	12	0	15	0	0	10
V49	12	7	0	218	81	28	53	10	9	16	27	0	0	16	0
V50	50	146	1	45	0	41	0	13	19	11	0	39	0	8	0
V51	100	85	66	4	12	0	20	101	1	46	0	10	0	0	0
V52	31	196	165	0	2	0	1	24	0	39	3	9	88	0	0
V53	36	21	32	210	3	0	0	172	21	49	0	0	0	0	0
V54	6	16	21	124	4	22	16	44	21	8	0	0	7	23	0
V55	7	27	85	7	5	0	2	0	1	7	1	0	11	0	16
V56	4	30	16	29	0	0	3	5	0	10	0	0	0	1	0
V57	117	44	0	0	47	76	45	9	66	2	0	36	37	0	2
V58	3	65	60	43	10	0	7	62	0	36	0	0	0	0	0
V59	2	134	47	0	105	0	42	0	6	0	11	0	23	0	15
V60	396	9	6	14	1	47	0	0	33	4	0	0	7	0	0
V61	20	8	102	0	0	5	1	0	0	0	0	5	6	0	11
V62	46	3	88	2	25	74	38	4	15	0	30	13	0	0	0
V63	40	19	18	0	17	132	12	8	47	0	31	14	0	6	0
V64	13	31	10	0	1	0	5	1	1	0	15	0	0	0	0
V65	140	55	41	0	22	0	7	0	12	0	11	53	0	0	0
V66	14	11	42	15	112	0	66	34	17	31	0	0	0	0	0
V67	1	30	13	0	1	22	0	0	19	2	0	2	0	15	4
V68	22	163	78	174	38	0	43	45	0	0	0	0	73	0	0
V69	35	42	8	22	0	0	1	36	10	1	0	5	32	0	0
V70	84	18	138	0	0	6	0	18	0	10	0	19	0	2	19
V71	4	1	7	0	3	2	27	0	0	0	0	0	0	0	0
V72	7	61	6	16	13	5	11	9	6	0	6	2	7	0	0
V73	55	38	20	100	63	39	25	12	71	44	14	22	0	0	0
V74	14	21	11	6	62	0	45	0	4	14	0	12	0	0	0
V75	0	45	64	6	41	24	82	6	9	9	21	0	0	0	0
V76	143	8	61	292	4	0	1	174	1	80	0	36	0	0	0
V77	4	0	0	0	0	42	1	2	6	0	50	0	0	0	0
V78	14	4	0	0	5	0	16	0	10	0	4	4	0	0	0
V79	3	31	6	24	26	0	1	0	0	0	0	3	1	0	0
V80	50	27	38	13	73	17	48	0	17	18	4	0	20	0	0
V81	123	281	24	0	8	0	3	48	0	27	0	18	40	0	0
V82	104	114	0	0	99	45	96	21	91	0	7	0	3	1	3
V83	28	18	8	0	14	1	17	0	0	4	0	4	0	0	0
V84	92	69	2	0	10	3	0	8	28	6	59	19	0	0	0
V85	8	190	6	0	38	0	1	0	0	5	0	0	0	0	0
V86	15	25	0	233	0	0	0	0	0	0	0	12	6	0	0
V87	5	26	9	0	11	55	23	19	68	0	64	11	0	0	0
V88	103	9	0	0	5	22	0	0	28	3	0	23	3	0	4
V89	44	6	6	0	0	81	2	11	41	0	0	11	1	0	0
V90	120	10	2	77	6	17	9	35	0	5	0	37	0	8	10
V91	25	64	0	0	0	12	4	9	19	9	0	1	33	2	5
V92	0	1	15	0	231	0	197	0	9	0	0	0	0	0	0
V93	0	4	178	0	36	2	12	6	5	23	0	0	49	0	0
V94	0	27	0	0	72	0	50	24	15	3	33	0	0	9	0
V95	1	113	34	93	0	0	15	56	0	19	13	0	77	45	0
V96	27	0	17	87	2	4	0	41	39	0	0	2	10	0	0
V97	84	2	49	0	2	3	2	0	1	0	0	19	0	0	0
V98	9	1	7	0	35	0	9	0	0	1	0	6	0	0	0
V99	2	6	10	0	7	14	4	2	36	2	0	0	0	0	0
V100	60	10	18	3	9	0	1	0	0	4	0	8	0	0	0
