NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	66.362	22.575	15.685	13.812	0.133	0.987	40000.0
2	64.144	22.146	15.033	13.421	0.13	0.988	30000.0
3	67.081	23.592	15.633	14.345	0.132	0.986	40000.0
4	70.445	24.283	16.859	15.002	0.136	0.986	40000.0
5	69.236	24.271	16.663	15.555	0.139	0.982	40000.0
6	64.169	22.13	15.199	13.68	0.139	0.987	80000.0
7	68.531	23.864	16.278	14.778	0.137	0.985	40000.0
8	69.481	23.626	16.652	14.452	0.135	0.987	60000.0
9	68.557	23.834	15.874	14.178	0.137	0.987	30000.0
10	69.928	23.752	17.086	15.125	0.135	0.984	50000.0
