MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q
1:Del:C:0	8.22E-04	1.40E-46	4.44E-07	3.23E-02	4.34E-02	8.23E-03	9.99E-03	4.60E-02	1.02E-03	5.27E-02	1.46E-02	8.40E-03	8.26E-03	3.20E-02	8.01E-03	2.35E-02	1.47E-02
1:Del:C:1	3.50E-04	1.15E-03	0.00E+00	1.87E-02	5.49E-03	5.76E-05	3.93E-03	2.51E-02	2.86E-03	3.22E-02	2.93E-03	7.42E-04	3.60E-02	9.91E-08	4.63E-03	1.52E-02	6.58E-03
1:Del:C:2	1.14E-04	2.28E-05	2.28E-08	1.12E-03	1.05E-04	6.59E-05	5.21E-04	1.70E-03	4.56E-03	1.10E-03	4.22E-03	3.12E-03	5.58E-03	1.54E-03	1.50E-03	2.04E-03	1.69E-03
1:Del:C:3	0.00E+00	7.59E-04	7.23E-03	4.49E-03	1.66E-03	4.81E-04	6.12E-04	4.06E-03	3.80E-03	1.16E-02	6.16E-03	2.01E-04	5.67E-03	4.95E-03	3.51E-03	7.58E-03	3.82E-03
1:Del:C:4	0.00E+00	1.45E-04	2.17E-03	1.85E-03	1.23E-02	0.00E+00	1.69E-03	4.49E-03	0.00E+00	3.48E-03	5.27E-03	5.81E-04	1.12E-02	7.51E-03	3.44E-04	5.36E-04	1.01E-03
1:Del:C:5	0.00E+00	8.65E-04	2.73E-03	1.62E-04	0.00E+00	3.12E-08	8.76E-05	4.60E-05	1.80E-03	6.39E-04	3.43E-03	9.25E-03	1.19E-03	4.62E-03	3.43E-03	9.88E-04	2.63E-03
1:Del:T:0	2.96E-04	1.53E-03	5.95E-03	1.69E-02	1.39E-02	1.49E-03	1.13E-02	1.36E-02	4.52E-03	3.51E-02	2.36E-02	1.03E-02	7.68E-03	1.87E-02	1.20E-03	3.15E-02	1.13E-02
1:Del:T:1	8.46E-05	0.00E+00	0.00E+00	7.78E-03	2.73E-03	0.00E+00	1.12E-03	1.75E-02	3.73E-03	2.15E-02	2.92E-02	1.68E-03	1.96E-02	9.49E-03	0.00E+00	1.83E-02	1.95E-02
1:Del:T:2	4.03E-04	0.00E+00	1.22E-03	1.72E-02	3.17E-04	4.48E-03	1.50E-03	1.94E-02	3.81E-03	3.95E-02	2.28E-03	4.34E-04	2.30E-02	1.28E-02	8.62E-03	1.09E-02	1.40E-02
1:Del:T:3	0.00E+00	6.94E-04	4.34E-03	1.34E-02	0.00E+00	1.49E-03	2.76E-03	2.71E-02	5.56E-03	1.44E-02	2.68E-02	9.07E-03	1.59E-02	1.04E-02	4.72E-03	1.49E-02	1.04E-02
1:Del:T:4	6.49E-04	1.83E-03	5.46E-03	1.64E-02	8.84E-04	5.39E-04	8.70E-04	3.46E-02	2.17E-03	1.87E-02	2.32E-03	0.00E+00	1.40E-46	4.36E-02	2.40E-03	1.74E-02	9.86E-03
1:Del:T:5	1.25E-06	1.31E-07	2.59E-02	7.01E-03	5.08E-02	4.81E-08	6.85E-07	5.49E-07	1.19E-03	5.42E-03	2.19E-45	8.27E-08	1.45E-02	1.14E-01	3.68E-07	2.00E-06	4.12E-02
1:Ins:C:0	4.79E-46	8.96E-08	6.14E-08	3.03E-08	3.21E-07	3.80E-08	9.55E-04	6.96E-08	3.87E-04	1.08E-07	2.97E-03	2.49E-07	1.41E-06	1.48E-03	1.69E-07	3.93E-08	5.28E-04
1:Ins:C:1	1.16E-07	2.06E-08	9.85E-08	2.19E-04	6.35E-08	4.02E-07	1.02E-03	1.36E-03	2.39E-03	3.23E-04	9.01E-04	1.69E-04	6.13E-04	1.84E-03	2.50E-04	3.65E-04	6.35E-04
1:Ins:C:2	5.53E-08	3.01E-05	8.16E-07	7.40E-04	2.13E-08	2.95E-08	4.70E-04	7.40E-05	2.40E-04	1.88E-03	1.26E-03	7.69E-03	1.18E-04	3.21E-08	1.53E-08	7.50E-04	1.53E-07
1:Ins:C:3	4.51E-08	1.26E-07	4.57E-08	7.63E-08	2.35E-07	2.27E-05	2.04E-04	6.95E-08	4.53E-07	3.39E-04	1.24E-04	6.46E-07	4.10E-07	5.63E-04	3.31E-04	4.62E-08	5.38E-04
1:Ins:C:4	9.07E-05	3.49E-04	4.10E-04	7.49E-09	0.00E+00	2.14E-09	1.76E-04	4.67E-04	5.58E-04	6.23E-04	3.77E-04	1.78E-03	0.00E+00	2.34E-03	2.52E-07	3.49E-07	2.83E-03
1:Ins:C:5	1.96E-08	3.43E-03	6.06E-04	1.22E-07	8.40E-04	1.81E-07	1.27E-07	1.01E-02	0.00E+00	2.58E-07	1.02E-07	2.54E-07	7.96E-08	3.98E-03	4.60E-02	1.75E-03	4.96E-03
1:Ins:T:0	4.98E-04	1.78E-04	1.21E-07	5.05E-03	1.26E-03	2.45E-07	1.70E-03	1.81E-02	4.72E-03	2.29E-03	1.04E-02	2.01E-03	2.16E-04	2.11E-03	6.84E-03	6.74E-03	3.47E-03
1:Ins:T:1	1.86E-08	8.66E-08	8.89E-08	5.46E-04	8.40E-06	1.52E-07	2.07E-03	6.94E-03	1.40E-04	1.17E-02	9.62E-03	3.99E-04	3.48E-03	7.63E-03	5.06E-08	1.19E-02	6.16E-03
1:Ins:T:2	1.32E-08	1.00E-07	2.81E-04	4.13E-04	1.02E-04	1.80E-03	1.28E-03	1.81E-03	1.06E-03	1.28E-03	9.49E-05	2.63E-06	4.85E-03	9.00E-04	1.87E-04	2.24E-03	2.85E-03
1:Ins:T:3	1.12E-04	1.46E-03	1.32E-07	9.88E-04	0.00E+00	7.80E-04	3.88E-04	1.26E-03	1.75E-03	7.41E-03	5.55E-03	2.46E-04	5.10E-04	0.00E+00	2.26E-03	7.13E-03	1.45E-02
1:Ins:T:4	4.16E-04	2.68E-03	2.55E-04	1.14E-07	9.09E-08	8.12E-08	1.66E-03	2.48E-03	4.37E-04	0.00E+00	1.83E-02	6.14E-03	2.31E-03	2.54E-03	1.65E-02	8.96E-03	8.91E-03
1:Ins:T:5	1.92E-03	8.59E-03	4.04E-03	1.36E-02	1.20E-02	1.33E-03	6.11E-03	4.41E-05	3.08E-03	7.72E-03	5.21E-02	1.99E-02	9.65E-03	8.26E-03	6.48E-02	8.58E-03	7.32E-02
2:Del:R:0	4.59E-07	4.53E-04	2.34E-07	2.18E-03	5.08E-03	8.96E-04	2.59E-03	1.40E-02	1.27E-03	3.93E-03	4.54E-03	1.34E-03	6.77E-03	3.79E-07	1.50E-03	4.10E-03	2.77E-02
2:Del:R:1	3.34E-08	2.27E-08	5.30E-05	5.96E-04	2.41E-04	2.09E-05	2.99E-03	4.30E-04	2.30E-03	2.16E-03	1.21E-02	1.75E-03	2.79E-02	2.24E-02	2.41E-03	4.25E-03	2.86E-03
2:Del:R:2	0.00E+00	2.87E-04	6.53E-04	8.44E-04	7.82E-07	1.03E-04	6.30E-04	2.05E-03	0.00E+00	7.77E-04	2.49E-03	0.00E+00	2.57E-04	4.63E-04	3.56E-04	8.51E-04	1.58E-03
2:Del:R:3	1.85E-08	1.48E-07	5.66E-05	1.02E-04	2.21E-07	3.67E-08	1.02E-04	2.03E-07	3.74E-08	7.94E-08	2.87E-04	2.83E-07	7.20E-04	5.46E-04	1.62E-03	1.55E-03	1.52E-03
2:Del:R:4	2.29E-08	1.88E-07	4.11E-05	7.06E-07	1.61E-04	2.04E-08	4.16E-08	3.08E-07	1.21E-04	6.68E-08	1.76E-04	7.21E-04	1.12E-04	8.42E-04	1.11E-03	5.79E-04	4.16E-04
2:Del:R:5	3.89E-08	1.10E-07	2.96E-07	5.63E-08	3.53E-07	2.38E-08	6.88E-05	1.10E-07	6.54E-07	1.85E-07	4.72E-04	7.15E-04	5.46E-04	6.15E-07	6.51E-08	9.40E-04	1.34E-04
3:Del:R:0	7.27E-05	1.86E-04	2.16E-03	8.35E-04	6.02E-03	0.00E+00	2.94E-03	4.33E-03	1.90E-03	1.28E-02	2.39E-03	9.71E-03	1.46E-02	7.66E-04	5.99E-04	7.20E-03	2.12E-03
3:Del:R:1	0.00E+00	9.61E-04	1.43E-04	2.67E-04	2.59E-03	3.41E-04	1.12E-03	1.16E-03	2.15E-04	6.76E-03	7.07E-03	0.00E+00	9.60E-03	1.03E-02	1.10E-03	7.16E-03	1.01E-02
3:Del:R:2	2.24E-08	0.00E+00	3.85E-04	1.03E-03	1.63E-03	1.87E-04	1.10E-04	3.26E-03	1.49E-03	2.44E-03	1.91E-03	3.94E-04	1.24E-03	4.62E-04	3.58E-07	5.43E-04	4.77E-04
3:Del:R:3	3.48E-08	5.21E-08	4.78E-07	4.23E-04	3.07E-04	1.84E-08	2.60E-04	4.65E-04	4.60E-04	1.40E-04	8.26E-08	2.03E-07	4.33E-04	9.44E-08	2.76E-08	1.12E-03	9.22E-08
3:Del:R:4	4.72E-08	2.99E-08	3.86E-08	3.70E-08	1.51E-07	1.15E-07	6.98E-08	1.46E-07	1.04E-07	1.16E-07	1.23E-07	4.17E-07	5.60E-08	8.19E-08	1.84E-07	1.58E-07	1.64E-07
3:Del:R:5	4.72E-08	2.99E-08	3.86E-08	3.70E-08	1.51E-07	1.15E-07	6.98E-08	1.46E-07	1.04E-07	1.16E-07	1.23E-07	4.17E-07	5.60E-08	8.19E-08	1.84E-07	1.58E-07	1.64E-07
4:Del:R:0	3.17E-06	2.71E-08	4.43E-42	5.73E-04	0.00E+00	2.51E-04	2.03E-03	2.64E-04	2.18E-03	1.65E-03	9.79E-04	1.32E-02	1.09E-02	1.40E-46	7.48E-03	8.08E-03	1.42E-03
