NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	40.072	17.617	9.547	10.031	0.101	0.992	50000.0
2	40.627	17.193	9.648	9.637	0.1	0.993	30000.0
3	41.107	18.003	9.869	10.249	0.102	0.992	50000.0
4	39.433	17.178	9.385	9.59	0.1	0.993	50000.0
5	41.137	18.226	9.683	10.12	0.105	0.993	50000.0
6	40.172	17.378	9.576	9.847	0.101	0.992	50000.0
7	41.766	18.542	9.948	10.75	0.105	0.991	60000.0
8	42.02	18.398	10.227	10.58	0.105	0.991	70000.0
9	38.716	16.847	9.087	9.438	0.099	0.993	40000.0
10	40.809	18.054	9.976	10.401	0.1	0.992	50000.0
