Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S
V1	10	18	7	58	64	100	0	0	33	36	0	11	0	10	0	1	0	1	0
V2	15	65	13	0	0	49	6	24	20	21	0	0	0	27	0	15	0	0	0
V3	28	41	10	84	63	4	10	0	3	0	0	18	14	0	3	10	0	0	13
V4	39	108	0	9	8	89	5	0	2	60	2	0	0	42	0	1	5	9	7
V5	62	30	7	0	6	1	3	32	9	14	0	0	3	0	19	0	4	5	0
V6	9	181	72	2	4	13	2	101	4	20	0	11	16	10	0	7	3	0	0
V7	2	406	169	73	28	0	16	263	28	0	8	53	0	3	0	0	0	11	9
V8	54	36	23	1	1	30	4	0	6	44	4	3	15	39	0	7	0	6	0
V9	21	0	29	0	1	101	1	18	30	3	3	0	0	20	29	0	30	0	0
V10	205	16	17	36	8	19	5	0	0	0	0	0	0	0	29	0	0	0	0
V11	15	63	11	43	50	17	0	50	3	3	1	0	0	0	6	0	0	0	0
V12	16	3	7	129	118	0	10	0	10	0	0	18	0	7	4	1	0	14	7
V13	151	6	29	14	1	35	1	0	22	0	0	6	0	8	1	14	0	0	0
V14	125	44	48	10	0	0	2	0	9	0	0	10	0	0	9	1	17	12	0
V15	26	9	0	29	30	0	27	0	23	4	9	6	53	22	6	5	14	17	1
V16	26	1	13	30	31	1	0	0	43	96	0	15	23	56	0	0	29	0	0
V17	53	0	31	0	1	6	20	4	0	0	0	0	0	0	8	4	7	0	0
V18	15	0	27	11	9	21	0	6	6	0	0	30	22	0	0	0	4	0	0
V19	3	124	6	3	7	10	7	5	36	0	6	15	7	10	0	0	0	14	3
V20	9	11	24	24	14	26	28	0	35	5	32	9	4	18	0	12	0	5	0
V21	28	107	1	8	9	129	20	30	26	0	23	6	0	28	0	17	0	0	0
V22	74	79	60	18	21	18	5	30	9	0	0	8	0	11	13	0	0	0	0
V23	4	6	220	3	14	0	14	0	11	0	32	0	0	0	0	17	0	0	11
V24	45	9	7	23	15	0	0	0	4	0	5	8	0	9	0	1	15	0	0
V25	152	102	97	32	10	0	11	29	0	0	0	15	17	11	8	0	0	0	0
V26	235	16	12	16	6	0	9	0	0	0	0	0	0	0	47	5	0	0	0
V27	157	46	8	26	12	0	16	0	0	0	0	10	0	0	31	1	0	15	0
V28	253	0	11	13	10	10	28	16	1	35	6	1	57	8	59	10	0	0	0
V29	6	93	1	128	72	0	0	0	3	0	0	11	0	0	0	7	0	0	15
V30	6	14	0	78	93	95	0	0	1	98	0	38	4	0	0	0	7	0	15
V31	55	6	13	17	23	0	3	0	0	0	13	15	0	0	11	2	0	4	12
V32	18	54	8	14	1	30	29	0	11	3	29	0	0	8	1	5	0	7	0
V33	14	34	12	0	0	70	103	0	61	0	114	0	18	29	0	48	0	0	0
V34	5	9	8	3	9	6	11	0	16	8	10	8	0	6	0	6	0	0	8
V35	63	4	13	14	13	0	0	0	0	0	6	0	0	0	8	0	0	9	0
V36	8	0	24	0	0	12	3	1	18	8	7	0	0	13	0	1	13	0	0
V37	55	44	24	1	3	0	44	0	17	5	0	0	51	4	1	30	0	0	17
V38	73	78	22	139	106	0	5	0	2	0	0	8	0	8	11	8	0	0	0
V39	4	6	17	199	144	0	12	0	39	0	0	47	0	37	0	0	0	0	0
V40	5	3	92	1	0	138	7	0	14	23	25	13	12	19	0	11	29	0	0
V41	17	24	0	4	5	0	0	0	6	0	0	1	0	17	0	0	0	0	16
V42	0	145	27	23	20	92	1	0	0	18	0	0	32	8	0	0	10	53	5
V43	0	1	43	0	0	29	14	0	11	8	13	0	0	2	0	7	9	0	0
V44	165	42	8	62	54	0	0	0	19	0	0	4	0	21	3	0	0	3	25
V45	248	11	0	11	8	0	12	0	4	23	6	0	0	3	41	7	0	0	0
V46	9	66	6	3	21	0	0	0	0	0	0	2	0	0	21	19	0	0	19
V47	12	0	8	3	3	58	39	0	11	21	40	0	12	11	0	34	18	0	0
V48	0	0	17	0	0	16	5	0	11	0	10	0	0	3	0	5	0	23	0
V49	39	62	10	0	0	30	5	0	2	22	8	4	12	9	11	1	0	10	0
V50	4	122	0	9	14	0	0	1	0	5	6	4	0	0	0	8	0	14	12
V51	0	120	42	41	13	0	92	0	10	41	38	9	11	0	7	74	0	0	17
V52	34	210	53	5	11	0	19	0	1	0	13	2	0	0	2	14	0	3	15
V53	71	55	91	0	4	44	20	46	9	0	9	1	3	0	17	3	0	0	0
V54	4	44	89	0	0	0	3	25	0	0	18	8	5	0	8	0	12	0	0
V55	0	1	40	14	6	75	53	0	3	0	0	14	11	12	0	23	7	0	0
V56	39	7	0	22	11	0	0	0	2	1	0	0	0	13	0	2	0	1	7
V57	31	79	0	0	0	60	1	0	30	58	0	0	5	41	7	0	0	17	0
V58	6	15	0	7	13	0	4	0	1	0	6	6	0	0	0	2	0	2	0
V59	30	2	15	2	0	8	1	4	2	0	0	3	7	0	7	10	0	8	0
V60	6	21	0	40	53	0	15	0	0	0	17	17	15	0	0	5	0	0	0
V61	68	17	0	26	37	0	3	0	7	0	0	14	0	15	10	1	0	0	0
V62	7	34	62	3	9	46	9	71	48	41	25	0	0	13	0	5	23	0	0
V63	0	41	0	185	174	45	34	0	1	4	28	60	0	13	0	17	0	10	14
V64	10	9	60	0	0	50	13	0	43	1	0	0	46	0	0	3	0	18	9
V65	2	13	1	0	0	0	4	0	0	0	0	0	0	4	0	6	0	0	1
V66	13	10	0	110	73	4	34	0	14	0	37	31	0	0	0	30	0	4	23
V67	0	14	43	17	12	0	1	0	0	0	2	5	22	0	5	4	1	0	0
V68	25	0	0	4	14	45	0	24	0	36	0	0	0	4	12	2	0	8	0
V69	101	8	21	86	86	0	4	0	0	0	0	21	0	0	21	0	0	0	8
V70	31	171	85	24	27	0	0	0	0	0	0	18	48	0	0	0	29	0	0
V71	206	0	296	1	3	0	7	8	62	0	30	0	0	0	39	0	17	66	5
V72	131	0	192	7	3	0	1	4	0	0	0	11	33	0	29	0	1	0	0
V73	14	65	0	13	16	85	3	28	64	43	11	9	0	50	0	3	7	0	0
V74	11	171	13	27	30	0	16	31	9	13	0	19	72	0	0	34	0	0	7
V75	53	7	0	140	110	31	5	0	0	0	13	8	20	1	4	0	16	0	0
V76	153	14	74	17	7	34	16	0	0	22	0	0	0	9	1	3	0	31	1
V77	0	53	43	36	46	0	34	0	8	0	59	0	0	0	0	23	0	2	14
V78	4	0	43	39	14	23	16	0	1	0	16	2	3	0	0	2	25	0	0
V79	139	28	6	17	3	0	5	0	4	0	6	4	10	0	40	7	0	0	1
V80	6	98	36	231	228	0	0	0	0	0	0	76	0	0	0	0	0	0	42
V81	20	44	245	18	14	0	1	52	1	0	13	3	0	0	0	0	17	0	16
V82	3	12	113	13	16	0	26	0	10	13	44	0	0	16	6	15	0	0	0
V83	6	0	28	16	26	68	0	0	18	76	2	19	0	21	0	0	42	0	0
V84	46	4	91	0	0	0	1	0	14	72	0	0	10	0	0	0	16	12	10
V85	41	3	27	1	2	50	2	4	5	23	4	0	6	9	13	0	0	0	0
V86	167	23	1	1	2	19	2	0	0	0	1	0	0	8	11	3	0	2	0
V87	95	25	86	0	0	34	117	0	0	0	37	3	26	19	0	46	0	0	0
V88	94	12	29	6	9	0	0	0	8	0	4	3	0	0	25	2	0	0	0
V89	24	0	14	5	3	5	62	5	8	0	0	0	0	0	15	14	0	15	0
V90	15	125	0	98	98	0	20	178	1	0	10	32	22	0	2	5	0	0	0
V91	1	90	15	91	54	10	13	24	8	6	9	21	28	1	0	2	39	0	0
V92	165	127	176	102	93	0	0	39	12	0	0	33	0	0	36	0	0	14	25
V93	8	85	4	0	3	0	3	2	0	0	0	4	0	0	1	0	10	0	7
V94	1	64	45	14	9	16	0	44	3	13	0	3	44	0	0	0	0	0	0
V95	49	34	0	29	37	0	2	0	1	0	0	6	0	0	4	1	0	0	8
V96	1	0	32	53	44	33	12	0	4	8	0	20	0	0	0	6	0	2	0
V97	24	7	0	15	30	58	38	0	46	22	40	2	0	5	8	12	0	0	0
V98	129	4	102	12	13	51	0	0	5	10	0	12	0	12	25	3	1	0	0
V99	78	3	46	0	0	1	0	0	6	0	0	1	8	0	19	0	4	17	2
V100	13	12	28	29	19	12	23	0	54	5	26	7	0	17	0	19	0	0	5
